Text_Type,Book,Chapter,Window,GLL,GGG,G,LLG,LGL,GLG,GGL,LGG,L,LLL,LG,LL,GG,GL
SN,AH_CS,-,16583,4,33,23,10,27,26,13,12,2,0,0,0,0,0
SN,AH_CS,-,16584,4,31,23,11,27,26,14,12,2,0,0,0,0,0
SN,AH_CS,-,16585,4,32,23,11,27,26,14,11,2,0,0,0,0,0
SN,AH_CS,-,16586,5,30,23,10,27,28,14,11,2,0,0,0,0,0
SN,AH_CS,-,16587,5,27,23,11,27,28,15,12,2,0,0,0,0,0
SN,AH_CS,-,16588,5,26,23,10,27,30,14,13,2,0,0,0,0,0
SN,AH_CS,-,16589,4,27,23,11,27,29,14,13,2,0,0,0,0,0
SN,AH_CS,-,16590,4,28,23,11,26,28,15,13,2,0,0,0,0,0
SN,AH_CS,-,16591,5,26,23,10,26,28,17,13,2,0,0,0,0,0
SN,AH_CS,-,16592,5,24,23,10,26,28,19,13,2,0,0,0,0,0
SN,AH_CS,-,16593,5,22,23,11,26,27,20,14,2,0,0,0,0,0
SN,AH_CS,-,16594,6,20,23,10,28,27,20,14,2,0,0,0,0,0
SN,AH_CS,-,16595,5,21,24,11,28,26,20,14,1,0,0,0,0,0
SN,AH_CS,-,16596,5,20,24,10,28,27,21,14,1,0,0,0,0,0
SN,AH_CS,-,16597,5,22,24,9,28,28,19,14,1,0,0,0,0,0
SN,AH_CS,-,16598,5,23,24,10,28,27,19,13,1,0,0,0,0,0
SN,AH_CS,-,16599,5,22,23,11,28,27,19,13,2,0,0,0,0,0
SN,AH_CS,-,16600,4,21,24,11,29,28,18,14,1,0,0,0,0,0
SN,AH_CS,-,16601,5,21,24,12,29,28,18,12,1,0,0,0,0,0
SN,AH_CS,-,16602,5,19,24,12,29,30,17,13,1,0,0,0,0,0
SN,AH_CS,-,16603,6,19,24,12,29,29,17,13,1,0,0,0,0,0
SN,AH_CS,-,16604,7,19,24,11,29,30,17,12,1,0,0,0,0,0
SN,AH_CS,-,16605,7,20,24,12,29,30,15,12,1,0,0,0,0,0
SN,AH_CS,-,16606,6,20,24,13,29,30,15,12,1,0,0,0,0,0
SN,AH_CS,-,16607,6,23,24,12,29,29,15,11,1,0,0,0,0,0
SN,AH_CS,-,16608,6,24,23,11,28,29,15,12,2,0,0,0,0,0
SN,AH_CS,-,16609,6,26,23,10,28,28,15,12,2,0,0,0,0,0
SN,AH_CS,-,16610,6,26,23,10,28,27,16,12,2,0,0,0,0,0
SN,AH_CS,-,16611,5,27,23,11,29,25,16,12,2,0,0,0,0,0
SN,AH_CS,-,16612,5,29,22,10,29,25,15,12,3,0,0,0,0,0
SN,AH_CS,-,16613,5,31,21,11,29,23,15,11,3,0,1,0,0,0
SN,AH_CS,-,16614,5,30,20,10,29,23,16,12,4,0,1,0,0,0
SN,AH_CS,-,16615,5,31,20,10,29,23,16,11,4,0,1,0,0,0
SN,AH_CS,-,16616,5,31,20,11,29,23,15,11,4,0,1,0,0,0
SN,AH_CS,-,16617,6,32,20,10,30,22,14,11,4,0,1,0,0,0
SN,AH_CS,-,16618,6,33,19,9,30,23,13,11,5,0,1,0,0,0
SN,AH_CS,-,16619,6,34,19,9,28,24,13,11,5,0,1,0,0,0
SN,AH_CS,-,16620,6,34,19,8,28,23,14,12,5,0,1,0,0,0
SN,AH_CS,-,16621,6,33,19,9,29,21,15,12,5,0,1,0,0,0
SN,AH_CS,-,16622,6,31,19,9,29,20,16,14,5,0,1,0,0,0
SN,AH_CS,-,16623,6,32,18,8,29,22,15,13,6,0,1,0,0,0
SN,AH_CS,-,16624,6,33,19,7,30,22,15,12,5,0,1,0,0,0
SN,AH_CS,-,16625,8,33,18,8,29,21,15,11,6,0,1,0,0,0
SN,AH_CS,-,16626,7,33,17,8,29,22,15,11,7,0,1,0,0,0
SN,AH_CS,-,16627,7,34,17,8,30,20,16,10,7,0,1,0,0,0
SN,AH_CS,-,16628,6,35,17,8,30,19,18,9,7,0,1,0,0,0
SN,AH_CS,-,16629,5,34,17,8,30,20,19,8,7,1,1,0,0,0
SN,AH_CS,-,16630,5,33,17,7,30,20,20,9,7,1,1,0,0,0
SN,AH_CS,-,16631,5,32,17,7,30,20,21,9,7,1,1,0,0,0
SN,AH_CS,-,16632,5,30,17,7,31,21,20,10,7,1,1,0,0,0
SN,AH_CS,-,16633,5,29,18,7,31,21,22,9,6,1,1,0,0,0
SN,AH_CS,-,16634,5,27,18,7,31,22,23,9,6,1,1,0,0,0
SN,AH_CS,-,16635,5,27,18,7,32,23,21,9,6,1,1,0,0,0
SN,AH_CS,-,16636,5,27,18,6,31,23,23,9,6,1,1,0,0,0
SN,AH_CS,-,16637,5,25,19,7,32,22,24,9,5,1,1,0,0,0
SN,AH_CS,-,16638,5,22,20,7,33,23,24,10,5,1,0,0,0,0
SN,AH_CS,-,16639,5,23,21,7,33,24,23,9,4,1,0,0,0,0
SN,AH_CS,-,16640,5,23,21,7,33,25,22,9,4,1,0,0,0,0
SN,AH_CS,-,16641,4,23,21,6,33,26,22,10,4,1,0,0,0,0
SN,AH_CS,-,16642,3,23,21,6,32,27,22,11,4,1,0,0,0,0
SN,AH_CS,-,16643,3,23,22,6,32,27,23,10,3,1,0,0,0,0
SN,AH_CS,-,16644,2,23,22,7,32,26,24,10,3,1,0,0,0,0
SN,AH_CS,-,16645,2,22,22,8,32,27,24,9,3,1,0,0,0,0
SN,AH_CS,-,16646,2,23,22,7,31,29,22,10,3,1,0,0,0,0
SN,AH_CS,-,16647,3,23,22,7,31,30,22,8,3,1,0,0,0,0
SN,AH_CS,-,16648,3,21,23,7,31,30,24,8,2,1,0,0,0,0
SN,AH_CS,-,16649,3,19,23,8,30,31,24,9,2,1,0,0,0,0
SN,AH_CS,-,16650,1,19,24,8,30,31,26,9,1,1,0,0,0,0
SN,AH_CS,-,16651,1,21,25,7,31,29,26,9,0,1,0,0,0,0
SN,AH_CS,-,16652,1,21,25,8,30,29,27,8,0,1,0,0,0,0
SN,AH_CS,-,16653,1,19,25,10,31,29,26,8,0,1,0,0,0,0
SN,AH_CS,-,16654,2,21,25,10,31,28,25,8,0,0,0,0,0,0
SN,AH_CS,-,16655,2,21,25,10,31,29,25,7,0,0,0,0,0,0
SN,AH_CS,-,16656,2,22,25,9,32,28,25,7,0,0,0,0,0,0
SN,AH_CS,-,16657,2,21,25,10,31,28,27,6,0,0,0,0,0,0
SN,AH_CS,-,16658,2,22,25,11,31,26,25,8,0,0,0,0,0,0
SN,AH_CS,-,16659,2,22,25,12,31,25,24,9,0,0,0,0,0,0
SN,AH_CS,-,16660,3,21,25,12,30,25,25,9,0,0,0,0,0,0
SN,AH_CS,-,16661,3,21,25,13,30,26,23,9,0,0,0,0,0,0
SN,AH_CS,-,16662,3,23,25,13,29,27,22,8,0,0,0,0,0,0
SN,AH_CS,-,16663,3,24,25,12,28,28,23,7,0,0,0,0,0,0
SN,AH_CS,-,16664,4,24,24,12,28,26,24,7,1,0,0,0,0,0
SN,AH_CS,-,16665,4,24,24,13,28,24,24,8,1,0,0,0,0,0
SN,AH_CS,-,16666,4,23,24,14,29,23,25,7,1,0,0,0,0,0
SN,AH_CS,-,16667,4,23,24,14,30,22,26,6,1,0,0,0,0,0
SN,AH_CS,-,16668,5,22,24,14,30,22,26,6,1,0,0,0,0,0
SN,AH_CS,-,16669,5,22,24,14,30,22,26,6,1,0,0,0,0,0
SN,AH_CS,-,16670,7,21,24,13,31,21,25,7,1,0,0,0,0,0
SN,AH_CS,-,16671,7,21,24,14,31,19,25,8,1,0,0,0,0,0
SN,AH_CS,-,16672,6,21,24,15,31,19,24,9,1,0,0,0,0,0
SN,AH_CS,-,16673,6,22,24,15,31,19,23,9,1,0,0,0,0,0
SN,AH_CS,-,16674,6,22,24,15,31,18,24,9,1,0,0,0,0,0
SN,AH_CS,-,16675,6,23,24,15,32,17,23,9,1,0,0,0,0,0
SN,AH_CS,-,16676,6,21,24,16,31,17,25,9,1,0,0,0,0,0
SN,AH_CS,-,16677,6,22,24,16,31,17,23,10,1,0,0,0,0,0
SN,AH_CS,-,16678,6,22,24,15,30,17,25,10,1,0,0,0,0,0
SN,AH_CS,-,16679,5,21,24,16,30,17,26,10,1,0,0,0,0,0
SN,AH_CS,-,16680,5,21,24,18,30,15,26,10,1,0,0,0,0,0
SN,AH_CS,-,16681,6,22,24,19,29,15,24,10,1,0,0,0,0,0
SN,AH_CS,-,16682,6,24,24,18,29,15,23,10,1,0,0,0,0,0
SN,AH_CS,-,16683,7,23,24,19,29,15,24,8,1,0,0,0,0,0
SN,AH_CS,-,16684,7,23,24,19,29,16,24,7,1,0,0,0,0,0
SN,AH_CS,-,16685,6,24,24,19,29,16,23,8,1,0,0,0,0,0
SN,AH_CS,-,16686,6,24,24,18,29,16,23,9,1,0,0,0,0,0
SN,AH_CS,-,16687,6,23,24,18,29,16,23,10,1,0,0,0,0,0
SN,AH_CS,-,16688,6,23,24,19,29,16,22,10,1,0,0,0,0,0
SN,AH_CS,-,16689,6,21,25,20,29,17,22,10,0,0,0,0,0,0
SN,AH_CS,-,16690,6,19,25,19,29,18,24,10,0,0,0,0,0,0
SN,AH_CS,-,16691,6,19,24,18,28,18,25,11,1,0,0,0,0,0
SN,AH_CS,-,16692,6,18,24,18,28,19,25,11,1,0,0,0,0,0
SN,AH_CS,-,16693,5,18,24,18,28,20,24,12,1,0,0,0,0,0
SN,AH_CS,-,16694,5,18,24,18,28,19,25,12,1,0,0,0,0,0
SN,AH_CS,-,16695,3,18,24,18,29,19,26,12,1,0,0,0,0,0
SN,AH_CS,-,16696,3,17,24,18,29,19,28,11,1,0,0,0,0,0
SN,AH_CS,-,16697,4,17,24,17,31,17,28,11,1,0,0,0,0,0
SN,AH_CS,-,16698,5,17,24,18,31,15,28,11,1,0,0,0,0,0
SN,AH_CS,-,16699,5,17,24,18,31,15,27,12,1,0,0,0,0,0
SN,AH_CS,-,16700,5,17,24,18,30,16,27,12,1,0,0,0,0,0
SN,AH_CS,-,16701,6,18,24,18,30,16,25,12,1,0,0,0,0,0
SN,AH_CS,-,16702,6,17,24,17,30,18,26,11,1,0,0,0,0,0
SN,AH_CS,-,16703,6,18,24,16,31,18,24,12,1,0,0,0,0,0
SN,AH_CS,-,16704,6,17,24,16,31,18,25,12,1,0,0,0,0,0
SN,AH_CS,-,16705,6,17,23,15,31,19,25,12,2,0,0,0,0,0
SN,AH_CS,-,16706,6,15,23,14,31,19,27,13,2,0,0,0,0,0
SN,AH_CS,-,16707,7,14,23,14,31,19,26,14,2,0,0,0,0,0
SN,AH_CS,-,16708,6,15,23,12,32,19,26,15,2,0,0,0,0,0
SN,AH_CS,-,16709,7,16,23,12,32,18,25,15,2,0,0,0,0,0
SN,AH_CS,-,16710,8,15,23,13,32,17,25,15,2,0,0,0,0,0
SN,AH_CS,-,16711,8,14,23,14,32,18,24,15,2,0,0,0,0,0
SN,AH_CS,-,16712,9,15,23,13,32,17,25,14,2,0,0,0,0,0
SN,AH_CS,-,16713,9,15,23,12,33,16,26,14,2,0,0,0,0,0
SN,AH_CS,-,16714,8,17,22,11,33,16,26,14,3,0,0,0,0,0
SN,AH_CS,-,16715,8,18,21,11,33,17,25,13,4,0,0,0,0,0
SN,AH_CS,-,16716,8,18,22,12,33,17,23,14,3,0,0,0,0,0
SN,AH_CS,-,16717,9,18,22,12,32,17,21,16,3,0,0,0,0,0
SN,AH_CS,-,16718,10,19,22,12,33,14,21,16,3,0,0,0,0,0
SN,AH_CS,-,16719,10,19,22,11,33,15,20,17,3,0,0,0,0,0
SN,AH_CS,-,16720,11,19,22,11,31,18,19,16,3,0,0,0,0,0
SN,AH_CS,-,16721,11,21,21,10,32,19,17,15,4,0,0,0,0,0
SN,AH_CS,-,16722,11,22,21,10,30,20,17,15,4,0,0,0,0,0
SN,AH_CS,-,16723,10,23,21,9,31,20,17,15,4,0,0,0,0,0
SN,AH_CS,-,16724,10,23,21,8,32,22,17,13,4,0,0,0,0,0
SN,AH_CS,-,16725,10,24,21,7,33,21,16,14,4,0,0,0,0,0
SN,AH_CS,-,16726,10,23,21,6,33,22,17,14,4,0,0,0,0,0
SN,AH_CS,-,16727,10,22,21,6,34,20,18,15,4,0,0,0,0,0
SN,AH_CS,-,16728,10,22,21,6,33,21,19,14,4,0,0,0,0,0
SN,AH_CS,-,16729,10,23,21,5,33,20,19,14,4,1,0,0,0,0
SN,AH_CS,-,16730,11,23,22,4,33,21,18,14,3,1,0,0,0,0
SN,AH_CS,-,16731,11,24,22,4,34,21,17,13,3,1,0,0,0,0
SN,AH_CS,-,16732,11,23,22,4,34,21,17,14,3,1,0,0,0,0
SN,AH_CS,-,16733,11,24,22,4,33,21,18,13,3,1,0,0,0,0
SN,AH_CS,-,16734,10,23,22,4,33,22,18,14,3,1,0,0,0,0
SN,AH_CS,-,16735,9,22,22,3,34,22,21,13,3,1,0,0,0,0
SN,AH_CS,-,16736,9,23,22,2,34,21,22,13,3,1,0,0,0,0
SN,AH_CS,-,16737,8,21,22,2,36,21,22,14,3,1,0,0,0,0
SN,AH_CS,-,16738,8,21,22,2,35,22,22,14,3,1,0,0,0,0
SN,AH_CS,-,16739,8,19,23,2,35,22,24,14,2,1,0,0,0,0
SN,AH_CS,-,16740,9,18,24,2,36,21,23,15,1,1,0,0,0,0
SN,AH_CS,-,16741,9,18,24,1,36,22,23,15,1,1,0,0,0,0
SN,AH_CS,-,16742,8,19,24,1,36,23,24,13,1,1,0,0,0,0
SN,AH_CS,-,16743,7,18,24,2,35,25,24,13,1,1,0,0,0,0
SN,AH_CS,-,16744,7,18,24,2,35,25,24,13,1,1,0,0,0,0
SN,AH_CS,-,16745,7,18,24,2,36,23,25,13,1,1,0,0,0,0
SN,AH_CS,-,16746,7,17,25,2,35,23,26,14,0,1,0,0,0,0
SN,AH_CS,-,16747,6,16,25,2,35,23,28,14,0,1,0,0,0,0
SN,AH_CS,-,16748,7,16,25,2,34,24,27,14,0,1,0,0,0,0
SN,AH_CS,-,16749,8,16,25,2,34,21,28,15,0,1,0,0,0,0
SN,AH_CS,-,16750,8,16,25,2,34,22,28,14,0,1,0,0,0,0
SN,AH_CS,-,16751,7,16,25,2,34,23,28,14,0,1,0,0,0,0
SN,AH_CS,-,16752,7,16,25,3,33,24,28,13,0,1,0,0,0,0
SN,AH_CS,-,16753,7,17,25,4,34,23,26,13,0,1,0,0,0,0
SN,AH_CS,-,16754,7,16,25,4,36,23,26,13,0,0,0,0,0,0
SN,AH_CS,-,16755,6,16,25,4,37,22,27,13,0,0,0,0,0,0
SN,AH_CS,-,16756,5,16,25,4,36,22,29,13,0,0,0,0,0,0
SN,AH_CS,-,16757,4,17,25,4,36,22,30,12,0,0,0,0,0,0
SN,AH_CS,-,16758,5,15,25,4,37,22,29,13,0,0,0,0,0,0
SN,AH_CS,-,16759,6,15,25,3,38,23,28,12,0,0,0,0,0,0
SN,AH_CS,-,16760,7,16,25,3,37,24,25,13,0,0,0,0,0,0
SN,AH_CS,-,16761,7,16,25,3,37,23,26,13,0,0,0,0,0,0
SN,AH_CS,-,16762,8,16,25,3,36,23,25,14,0,0,0,0,0,0
SN,AH_CS,-,16763,8,15,25,4,36,22,25,15,0,0,0,0,0,0
SN,AH_CS,-,16764,8,15,24,4,35,21,22,15,0,0,0,0,0,0
SN,AH_CS,-,16765,7,15,24,5,35,21,22,15,0,0,0,0,0,0
SN,AH_CS,-,16766,8,15,24,6,35,21,22,13,0,0,0,0,0,0
SN,AH_CS,-,16767,8,15,24,6,35,21,22,13,0,0,0,0,0,0
SN,AH_CS,-,16768,8,17,24,6,35,19,23,12,0,0,0,0,0,0
SN,AH_CS,-,16769,9,16,24,7,36,18,22,12,0,0,0,0,0,0
SN,AH_CS,-,16770,9,17,24,8,35,17,22,12,0,0,0,0,0,0
SN,AH_CS,-,16771,9,17,24,8,36,17,22,11,0,0,0,0,0,0
SN,AH_CS,-,16772,9,17,24,8,37,18,21,10,0,0,0,0,0,0
SN,AH_CS,-,16773,8,16,24,8,37,18,23,10,0,0,0,0,0,0
SN,AH_CS,-,16774,7,16,24,9,36,19,24,9,0,0,0,0,0,0
SN,AH_CS,-,16775,7,14,24,9,37,18,26,9,0,0,0,0,0,0
SN,AH_CS,-,16776,7,13,24,10,37,18,26,9,0,0,0,0,0,0
SN,AH_CS,-,16777,8,15,24,10,37,17,24,9,0,0,0,0,0,0
SN,AH_CS,-,16778,8,15,24,10,36,18,24,9,0,0,0,0,0,0
SN,AH_CS,-,16779,8,16,24,10,35,19,22,10,0,0,0,0,0,0
SN,AH_CS,-,16780,8,16,24,10,34,20,21,11,0,0,0,0,0,0
SN,AH_CS,-,16781,8,17,24,11,34,20,18,12,0,0,0,0,0,0
SN,AH_CS,-,16782,8,16,24,11,34,20,19,12,0,0,0,0,0,0
SN,AH_CS,-,16783,7,17,24,11,33,22,18,12,0,0,0,0,0,0
SN,AH_CS,-,16784,6,18,24,12,32,21,18,13,0,0,0,0,0,0
SN,AH_CS,-,16785,5,18,24,12,32,21,19,13,0,0,0,0,0,0
SN,AH_CS,-,16786,6,17,24,13,32,22,18,12,0,0,0,0,0,0
SN,AH_CS,-,16787,5,18,24,13,31,23,18,12,0,0,0,0,0,0
SN,AH_CS,-,16788,5,19,23,13,31,23,18,11,1,0,0,0,0,0
SN,AH_CS,-,16789,5,19,24,13,34,23,19,12,1,0,0,0,0,0
SN,AH_CS,-,16790,5,20,24,12,33,24,20,11,1,0,0,0,0,0
SN,AH_CS,-,16791,5,21,23,11,33,23,19,13,2,0,0,0,0,0
SN,AH_CS,-,16792,5,21,23,12,33,21,19,14,2,0,0,0,0,0
SN,AH_CS,-,16793,5,20,23,11,34,22,18,15,2,0,0,0,0,0
SN,AH_CS,-,16794,4,20,23,11,33,23,18,16,2,0,0,0,0,0
SN,AH_CS,-,16795,4,20,23,10,33,24,18,16,2,0,0,0,0,0
SN,AH_CS,-,16796,4,19,23,10,34,23,18,17,2,0,0,0,0,0
SN,AH_CS,-,16797,4,20,23,11,33,21,18,18,2,0,0,0,0,0
SN,AH_CS,-,16798,6,20,22,11,33,21,16,18,3,0,0,0,0,0
SN,AH_CS,-,16799,6,21,22,10,33,21,14,20,3,0,0,0,0,0
SN,AH_CS,-,16800,7,21,21,10,31,22,13,21,4,0,0,0,0,0
SN,AH_CS,-,16801,7,21,21,9,31,20,14,23,4,0,0,0,0,0
SN,AH_CS,-,16802,7,20,20,9,32,20,14,23,5,0,0,0,0,0
SN,AH_CS,-,16803,7,19,20,8,33,21,14,23,5,0,0,0,0,0
SN,AH_CS,-,16804,8,19,20,8,33,20,15,22,5,0,0,0,0,0
SN,AH_CS,-,16805,8,18,20,8,35,18,16,22,5,0,0,0,0,0
SN,AH_CS,-,16806,8,18,20,8,35,18,16,22,5,0,0,0,0,0
SN,AH_CS,-,16807,8,20,20,8,35,17,16,21,5,0,0,0,0,0
SN,AH_CS,-,16808,8,20,19,9,35,16,17,20,6,0,0,0,0,0
SN,AH_CS,-,16809,9,20,19,8,36,16,17,19,6,0,0,0,0,0
SN,AH_CS,-,16810,9,19,19,10,36,16,16,19,6,0,0,0,0,0
SN,AH_CS,-,16811,8,20,19,10,36,16,15,20,6,0,0,0,0,0
SN,AH_CS,-,16812,9,21,19,10,36,16,15,18,6,0,0,0,0,0
SN,AH_CS,-,16813,9,20,20,10,36,16,16,18,5,0,0,0,0,0
SN,AH_CS,-,16814,9,20,20,10,35,18,16,17,5,0,0,0,0,0
SN,AH_CS,-,16815,9,19,20,10,36,17,17,17,5,0,0,0,0,0
SN,AH_CS,-,16816,8,20,21,10,36,18,17,16,4,0,0,0,0,0
SN,AH_CS,-,16817,8,21,21,10,36,18,17,15,4,0,0,0,0,0
SN,AH_CS,-,16818,8,20,21,12,35,17,18,15,4,0,0,0,0,0
SN,AH_CS,-,16819,8,22,21,11,35,17,19,13,4,0,0,0,0,0
SN,AH_CS,-,16820,8,21,21,11,36,17,18,14,4,0,0,0,0,0
SN,AH_CS,-,16821,8,22,21,11,34,17,19,14,4,0,0,0,0,0
SN,AH_CS,-,16822,8,21,21,11,35,18,19,13,4,0,0,0,0,0
SN,AH_CS,-,16823,6,22,22,11,36,18,19,13,3,0,0,0,0,0
SN,AH_CS,-,16824,6,23,22,11,37,18,19,11,3,0,0,0,0,0
SN,AH_CS,-,16825,5,25,23,11,37,18,18,11,2,0,0,0,0,0
SN,AH_CS,-,16826,5,26,23,12,37,19,16,10,2,0,0,0,0,0
SN,AH_CS,-,16827,5,25,24,11,37,19,18,10,1,0,0,0,0,0
SN,AH_CS,-,16828,5,25,24,11,37,18,19,10,1,0,0,0,0,0
SN,AH_CS,-,16829,4,24,24,12,38,18,19,10,1,0,0,0,0,0
SN,AH_CS,-,16830,5,26,24,13,36,18,18,9,1,0,0,0,0,0
SN,AH_CS,-,16831,5,24,24,12,37,19,19,9,1,0,0,0,0,0
SN,AH_CS,-,16832,5,22,24,12,38,20,19,9,1,0,0,0,0,0
SN,AH_CS,-,16833,6,21,25,11,39,19,20,9,0,0,0,0,0,0
SN,AH_CS,-,16834,5,22,25,11,38,19,20,10,0,0,0,0,0,0
SN,AH_CS,-,16835,6,23,25,9,38,18,22,9,0,0,0,0,0,0
SN,AH_CS,-,16836,6,24,25,8,38,17,24,8,0,0,0,0,0,0
SN,AH_CS,-,16837,6,23,25,8,40,16,24,8,0,0,0,0,0,0
SN,AH_CS,-,16838,6,25,24,8,40,15,23,8,1,0,0,0,0,0
SN,AH_CS,-,16839,6,25,24,8,39,15,23,9,1,0,0,0,0,0
SN,AH_CS,-,16840,6,26,23,8,38,15,23,9,2,0,0,0,0,0
SN,AH_CS,-,16841,6,25,23,8,39,15,24,8,2,0,0,0,0,0
SN,AH_CS,-,16842,6,25,23,7,39,15,25,8,2,0,0,0,0,0
SN,AH_CS,-,16843,6,26,22,6,39,15,26,7,3,0,0,0,0,0
SN,AH_CS,-,16844,6,26,22,7,39,15,25,7,3,0,0,0,0,0
SN,AH_CS,-,16845,5,28,21,7,38,15,25,7,4,0,0,0,0,0
SN,AH_CS,-,16846,6,29,21,7,39,15,23,6,4,0,0,0,0,0
SN,AH_CS,-,16847,7,29,21,7,39,14,23,6,4,0,0,0,0,0
SN,AH_CS,-,16848,8,27,21,7,38,15,23,7,4,0,0,0,0,0
SN,AH_CS,-,16849,8,25,21,8,37,14,25,8,4,0,0,0,0,0
SN,AH_CS,-,16850,8,25,21,8,37,14,26,7,4,0,0,0,0,0
SN,AH_CS,-,16851,8,24,21,7,38,15,26,7,4,0,0,0,0,0
SN,AH_CS,-,16852,7,24,21,7,38,15,26,8,4,0,0,0,0,0
SN,AH_CS,-,16853,9,23,21,8,37,14,25,9,4,0,0,0,0,0
SN,AH_CS,-,16854,10,24,20,8,35,15,24,9,5,0,0,0,0,0
SN,AH_CS,-,16855,9,22,20,8,35,15,27,9,5,0,0,0,0,0
SN,AH_CS,-,16856,9,22,20,9,35,14,28,8,5,0,0,0,0,0
SN,AH_CS,-,16857,9,24,20,10,35,13,26,8,5,0,0,0,0,0
SN,AH_CS,-,16858,8,25,20,10,34,14,25,9,5,0,0,0,0,0
SN,AH_CS,-,16859,9,25,20,10,34,14,25,8,5,0,0,0,0,0
SN,AH_CS,-,16860,8,25,20,11,34,16,23,8,5,0,0,0,0,0
SN,AH_CS,-,16861,8,23,19,12,35,16,23,8,6,0,0,0,0,0
SN,AH_CS,-,16862,8,22,19,14,33,16,24,8,6,0,0,0,0,0
SN,AH_CS,-,16863,10,20,20,14,33,17,23,8,5,0,0,0,0,0
SN,AH_CS,-,16864,11,21,20,14,33,15,22,9,5,0,0,0,0,0
SN,AH_CS,-,16865,11,21,21,14,33,15,21,10,4,0,0,0,0,0
SN,AH_CS,-,16866,11,22,21,14,33,15,20,10,4,0,0,0,0,0
SN,AH_CS,-,16867,11,22,20,15,32,17,18,11,4,0,1,0,0,0
SN,AH_CS,-,16868,11,23,20,14,32,17,18,11,4,0,1,0,0,0
SN,AH_CS,-,16869,12,22,20,13,32,17,18,12,4,0,1,0,0,0
SN,AH_CS,-,16870,12,21,21,13,33,16,20,11,3,0,1,0,0,0
SN,AH_CS,-,16871,11,22,21,13,33,16,20,11,3,0,1,0,0,0
SN,AH_CS,-,16872,11,23,21,12,32,16,20,12,3,0,1,0,0,0
SN,AH_CS,-,16873,20,37,20,21,48,33,39,27,3,14,2,0,0,0
SN,AH_CS,-,16874,22,40,19,20,47,33,40,28,3,16,2,0,0,0
SN,AH_CS,-,16875,22,40,18,20,46,32,40,29,3,18,2,0,0,0
SN,AH_CS,-,16876,22,42,17,20,45,31,40,31,3,18,2,0,0,0
SN,AH_CS,-,16877,22,44,16,21,43,31,38,32,4,21,2,0,0,0
SN,AH_CS,-,16878,20,44,15,21,42,31,38,32,4,21,2,0,1,0
SN,AH_CS,-,16879,19,46,15,22,41,32,39,33,3,24,2,0,1,0
SN,AH_CS,-,16880,20,46,14,21,42,33,36,35,3,25,2,0,1,0
SN,AH_CS,-,16881,21,47,13,21,41,34,34,35,4,25,2,0,1,0
SN,AH_CS,-,16882,21,46,13,21,40,36,34,35,4,25,2,0,1,0
SN,AH_CS,-,16883,21,46,13,21,41,35,34,35,4,25,2,0,1,0
SN,AH_CS,-,16884,20,45,12,21,41,36,35,35,5,25,2,0,1,0
SN,AH_CS,-,16885,20,45,12,21,41,35,36,35,5,25,2,0,1,0
SN,AH_CS,-,16886,20,46,12,20,41,36,35,35,5,25,2,0,1,0
SN,AH_CS,-,16887,19,47,12,18,42,38,34,35,5,25,2,0,1,0
SN,AH_CS,-,16888,18,48,12,17,42,37,36,35,5,25,2,0,1,0
SN,AH_CS,-,16889,17,48,12,18,42,39,36,33,5,25,2,0,1,0
SN,AH_CS,-,16890,17,47,12,18,43,39,36,33,5,25,2,0,1,0
SN,AH_CS,-,16891,17,45,12,18,43,40,37,33,5,25,2,0,1,0
SN,AH_CS,-,16892,18,43,12,17,44,40,38,32,6,25,1,0,1,0
SN,AH_CS,-,16893,18,42,13,17,44,43,36,32,5,25,1,0,1,0
SN,AH_CS,-,16894,28,57,13,32,58,69,53,56,5,36,1,0,1,0
SN,AH_CS,-,16895,30,62,12,36,60,69,57,62,5,37,1,0,1,0
SN,AH_CS,-,16896,30,62,12,37,60,71,57,63,5,37,1,0,1,0
SN,AH_CS,-,16897,29,62,12,38,60,71,57,63,5,37,1,0,1,0
SN,AH_CS,-,16898,20,49,13,29,44,53,38,48,5,23,0,0,1,0
SN,AH_CS,-,16899,18,46,14,30,45,54,37,46,5,21,0,0,1,0
SN,AH_CS,-,16900,19,45,15,31,46,54,37,45,5,19,0,0,1,0
SN,AH_CS,-,16901,19,44,16,32,47,53,38,42,5,19,0,0,1,0
SN,AH_CS,-,16902,19,42,16,31,48,56,39,40,5,16,0,0,1,0
SN,AH_CS,-,16903,20,42,17,30,49,58,40,39,5,16,0,0,0,0
SN,AH_CS,-,16904,21,39,18,29,50,57,40,38,5,13,0,0,0,0
SN,AH_CS,-,16905,20,39,19,30,49,57,41,37,5,12,0,0,0,0
SN,AH_CS,-,16906,19,41,20,29,49,57,41,37,4,12,0,0,0,0
SN,AH_CS,-,16907,19,40,20,28,50,57,41,38,4,12,0,0,0,0
SN,AH_CS,-,16908,19,40,19,29,49,57,41,38,5,12,0,0,0,0
SN,AH_CS,-,16909,20,39,20,30,49,56,40,39,4,12,0,0,0,0
SN,AH_CS,-,16910,20,41,20,29,49,56,39,39,4,12,0,0,0,0
SN,AH_CS,-,16911,22,40,20,30,48,55,38,40,4,12,0,0,0,0
SN,AH_CS,-,16912,22,40,20,31,48,53,38,41,4,12,0,0,0,0
SN,AH_CS,-,16913,21,41,20,32,49,53,36,41,4,12,0,0,0,0
