Text_Type,Book,Chapter,Window,GLL,GGL,LG,GGG,LGL,LLL,GLG,L,G,LGG,LLG,LL,GG,GL
SN,AS-CS,-,23970,5,19,0,22,31,0,24,3,22,19,5,0,0,0
SN,AS-CS,-,23971,6,18,0,21,31,0,24,3,22,20,5,0,0,0
SN,AS-CS,-,23972,6,19,0,21,31,0,23,3,22,19,6,0,0,0
SN,AS-CS,-,23973,6,20,0,20,32,0,23,3,22,17,7,0,0,0
SN,AS-CS,-,23974,6,20,0,21,34,0,22,3,22,15,7,0,0,0
SN,AS-CS,-,23975,6,20,0,22,34,0,21,3,22,14,8,0,0,0
SN,AS-CS,-,23976,6,21,0,20,34,0,21,3,22,14,9,0,0,0
SN,AS-CS,-,23977,6,21,0,22,33,0,22,3,22,13,8,0,0,0
SN,AS-CS,-,23978,6,21,0,22,34,0,21,2,23,13,8,0,0,0
SN,AS-CS,-,23979,7,21,0,21,34,0,20,1,24,12,10,0,0,0
SN,AS-CS,-,23980,8,21,0,21,35,0,18,1,24,11,11,0,0,0
SN,AS-CS,-,23981,8,20,0,22,35,0,18,1,24,10,12,0,0,0
SN,AS-CS,-,23982,9,20,0,20,36,0,18,1,24,10,12,0,0,0
SN,AS-CS,-,23983,10,19,0,19,36,0,17,1,24,11,13,0,0,0
SN,AS-CS,-,23984,9,18,0,21,36,0,16,1,24,12,13,0,0,0
SN,AS-CS,-,23985,9,18,0,21,35,0,18,1,24,12,12,0,0,0
SN,AS-CS,-,23986,10,17,0,21,36,0,18,1,24,11,12,0,0,0
SN,AS-CS,-,23987,9,17,0,20,36,0,20,1,24,11,12,0,0,0
SN,AS-CS,-,23988,8,19,0,21,36,0,20,0,25,9,12,0,0,0
SN,AS-CS,-,23989,8,20,0,21,37,0,19,0,25,9,11,0,0,0
SN,AS-CS,-,23990,8,20,0,22,38,0,18,0,25,8,11,0,0,0
SN,AS-CS,-,23991,7,20,0,22,37,0,20,0,25,8,11,0,0,0
SN,AS-CS,-,23992,7,19,0,24,37,0,19,0,25,8,11,0,0,0
SN,AS-CS,-,23993,6,18,0,25,37,0,21,1,24,7,11,0,0,0
SN,AS-CS,-,23994,6,17,0,23,37,0,23,1,24,7,12,0,0,0
SN,AS-CS,-,23995,7,16,0,24,37,0,22,1,24,7,12,0,0,0
SN,AS-CS,-,23996,6,16,0,25,38,0,22,1,24,5,13,0,0,0
SN,AS-CS,-,23997,7,16,0,25,38,0,22,1,24,5,12,0,0,0
SN,AS-CS,-,23998,7,16,0,26,37,0,21,2,23,6,12,0,0,0
SN,AS-CS,-,23999,7,18,0,24,36,0,21,2,23,7,12,0,0,0
SN,AS-CS,-,24000,7,19,0,23,37,0,21,2,23,7,11,0,0,0
SN,AS-CS,-,24001,8,17,0,25,37,0,21,3,22,7,10,0,0,0
SN,AS-CS,-,24002,10,17,0,22,37,0,21,4,21,8,10,0,0,0
SN,AS-CS,-,24003,10,16,0,21,36,0,23,5,20,8,11,0,0,0
SN,AS-CS,-,24004,9,15,0,23,37,0,24,6,19,8,9,0,0,0
SN,AS-CS,-,24005,8,16,0,23,37,1,24,6,19,8,8,0,0,0
SN,AS-CS,-,24006,8,19,0,22,37,1,23,7,18,8,7,0,0,0
SN,AS-CS,-,24007,7,19,0,23,37,1,22,7,18,9,7,0,0,0
SN,AS-CS,-,24008,6,20,0,23,37,1,23,7,18,8,7,0,0,0
SN,AS-CS,-,24009,6,22,0,22,37,1,22,7,18,8,7,0,0,0
SN,AS-CS,-,24010,6,22,0,21,38,1,22,7,18,8,7,0,0,0
SN,AS-CS,-,24011,5,22,0,21,37,1,23,7,18,8,8,0,0,0
SN,AS-CS,-,24012,5,24,0,22,36,1,21,7,18,8,8,0,0,0
SN,AS-CS,-,24013,5,23,0,22,36,1,22,7,18,8,8,0,0,0
SN,AS-CS,-,24014,6,22,0,21,35,1,22,7,18,9,9,0,0,0
SN,AS-CS,-,24015,7,22,0,21,34,1,23,8,17,9,8,0,0,0
SN,AS-CS,-,24016,7,22,0,20,35,1,23,8,17,8,9,0,0,0
SN,AS-CS,-,24017,7,21,0,20,34,1,25,8,17,8,9,0,0,0
SN,AS-CS,-,24018,7,23,0,20,34,1,23,7,18,7,10,0,0,0
SN,AS-CS,-,24019,7,24,0,22,33,1,22,7,18,7,9,0,0,0
SN,AS-CS,-,24020,7,23,0,21,34,1,24,7,18,7,8,0,0,0
SN,AS-CS,-,24021,7,23,0,21,34,1,24,7,18,8,7,0,0,0
SN,AS-CS,-,24022,7,21,0,22,34,1,23,7,18,9,8,0,0,0
SN,AS-CS,-,24023,8,21,0,21,35,1,23,6,19,9,7,0,0,0
SN,AS-CS,-,24024,8,19,0,23,36,1,22,6,19,9,7,0,0,0
SN,AS-CS,-,24025,8,19,0,23,35,1,22,7,18,9,8,0,0,0
SN,AS-CS,-,24026,8,19,0,22,35,1,21,6,19,10,9,0,0,0
SN,AS-CS,-,24027,7,20,0,22,37,1,20,5,20,9,9,0,0,0
SN,AS-CS,-,24028,7,20,0,23,37,1,19,4,21,10,8,0,0,0
SN,AS-CS,-,24029,8,21,0,21,36,1,18,3,22,11,9,0,0,0
SN,AS-CS,-,24030,9,21,0,21,35,0,20,3,22,10,9,0,0,0
SN,AS-CS,-,24031,10,19,0,21,35,0,20,2,23,10,10,0,0,0
SN,AS-CS,-,24032,10,21,0,20,34,0,21,2,23,9,10,0,0,0
SN,AS-CS,-,24033,10,20,0,19,35,0,21,2,23,9,11,0,0,0
SN,AS-CS,-,24034,11,19,0,18,35,0,22,2,23,8,12,0,0,0
SN,AS-CS,-,24035,12,19,0,18,34,0,21,3,22,8,13,0,0,0
SN,AS-CS,-,24036,13,20,0,16,34,0,21,3,22,9,12,0,0,0
SN,AS-CS,-,24037,13,18,0,16,36,0,20,4,21,9,13,0,0,0
SN,AS-CS,-,24038,13,18,0,16,36,0,20,5,20,9,13,0,0,0
SN,AS-CS,-,24039,12,18,0,18,36,0,21,6,19,8,12,0,0,0
SN,AS-CS,-,24040,12,18,0,17,36,0,21,5,20,8,13,0,0,0
SN,AS-CS,-,24041,12,19,0,17,35,0,19,5,20,10,13,0,0,0
SN,AS-CS,-,24042,13,19,0,15,35,0,19,5,20,11,13,0,0,0
SN,AS-CS,-,24043,13,17,0,14,36,0,21,5,20,11,13,0,0,0
SN,AS-CS,-,24044,13,16,0,14,36,0,21,5,20,11,14,0,0,0
SN,AS-CS,-,24045,12,16,0,15,35,0,19,5,20,12,16,0,0,0
SN,AS-CS,-,24046,14,16,0,14,34,0,19,5,20,11,17,0,0,0
SN,AS-CS,-,24047,13,16,0,15,34,0,19,5,20,10,18,0,0,0
SN,AS-CS,-,24048,12,16,0,16,34,0,19,5,20,9,19,0,0,0
SN,AS-CS,-,24049,12,16,0,15,33,0,20,5,20,9,20,0,0,0
SN,AS-CS,-,24050,13,15,0,16,33,0,19,4,21,10,19,0,0,0
SN,AS-CS,-,24051,13,15,0,16,33,0,20,4,21,10,18,0,0,0
SN,AS-CS,-,24052,12,15,0,17,31,0,21,4,21,11,18,0,0,0
SN,AS-CS,-,24053,12,15,0,18,31,0,21,4,21,10,18,0,0,0
SN,AS-CS,-,24054,11,15,0,19,31,0,22,4,21,10,17,0,0,0
SN,AS-CS,-,24055,10,14,0,20,31,0,21,4,21,11,18,0,0,0
SN,AS-CS,-,24056,9,13,0,20,33,0,21,4,21,11,18,0,0,0
SN,AS-CS,-,24057,9,10,0,21,33,0,22,5,20,12,18,0,0,0
SN,AS-CS,-,24058,9,12,0,21,33,0,21,6,19,12,17,0,0,0
SN,AS-CS,-,24059,8,11,0,22,34,0,22,6,19,12,16,0,0,0
SN,AS-CS,-,24060,7,11,0,23,34,0,23,5,20,12,15,0,0,0
SN,AS-CS,-,24061,6,11,0,24,35,0,23,5,20,11,15,0,0,0
SN,AS-CS,-,24062,6,12,0,23,33,0,25,4,21,12,14,0,0,0
SN,AS-CS,-,24063,6,12,0,23,32,0,25,3,22,13,14,0,0,0
SN,AS-CS,-,24064,6,11,0,23,33,0,25,2,23,13,14,0,0,0
SN,AS-CS,-,24065,5,13,1,24,33,0,24,2,22,13,14,0,0,0
SN,AS-CS,-,24066,5,13,1,25,33,0,26,2,22,11,13,0,0,0
SN,AS-CS,-,24067,4,13,1,26,32,0,25,2,21,12,14,0,0,0
SN,AS-CS,-,24068,5,13,1,26,30,0,23,2,20,13,14,0,1,0
SN,AS-CS,-,24069,5,13,1,25,30,0,23,2,20,14,14,0,1,0
SN,AS-CS,-,24070,5,13,1,24,30,0,25,2,20,15,12,0,1,0
SN,AS-CS,-,24071,3,13,1,24,30,0,26,2,20,16,12,0,1,0
SN,AS-CS,-,24072,3,13,1,23,31,0,28,2,20,16,10,0,1,0
SN,AS-CS,-,24073,5,13,1,22,30,1,29,2,19,17,9,0,1,0
SN,AS-CS,-,24074,5,13,1,22,31,1,29,2,19,16,9,0,1,0
SN,AS-CS,-,24075,6,13,1,21,31,1,30,3,18,15,9,0,1,0
SN,AS-CS,-,24076,5,13,1,22,31,1,30,3,18,14,10,0,1,0
SN,AS-CS,-,24077,5,13,1,23,31,1,30,3,18,13,10,0,1,0
SN,AS-CS,-,24078,5,12,1,22,31,1,31,3,18,14,10,0,1,0
SN,AS-CS,-,24079,5,12,1,23,31,1,31,3,18,13,10,0,1,0
SN,AS-CS,-,24080,6,12,1,23,31,1,32,4,17,12,9,0,1,0
SN,AS-CS,-,24081,6,12,1,24,29,1,34,4,17,12,8,0,1,0
SN,AS-CS,-,24082,6,13,1,24,29,1,33,3,18,12,8,0,1,0
SN,AS-CS,-,24083,7,11,1,25,28,1,33,2,19,13,8,0,1,0
SN,AS-CS,-,24084,7,13,1,24,27,1,33,2,19,13,8,0,1,0
SN,AS-CS,-,24085,7,13,1,24,28,1,32,2,19,13,8,0,1,0
SN,AS-CS,-,24086,8,13,1,23,27,1,32,2,19,14,8,0,1,0
SN,AS-CS,-,24087,8,12,1,25,27,1,32,2,19,13,8,0,1,0
SN,AS-CS,-,24088,8,11,1,24,27,1,34,2,19,13,8,0,1,0
SN,AS-CS,-,24089,8,13,1,24,26,1,33,2,19,13,8,0,1,0
SN,AS-CS,-,24090,8,12,0,24,26,1,34,2,20,13,7,0,1,0
SN,AS-CS,-,24091,8,12,0,24,26,1,33,2,20,13,8,0,1,0
SN,AS-CS,-,24092,8,12,0,24,27,1,35,2,21,11,7,0,1,0
SN,AS-CS,-,24093,7,12,0,24,28,1,36,2,22,11,8,0,0,0
SN,AS-CS,-,24094,7,13,0,25,28,1,35,2,22,10,8,0,0,0
SN,AS-CS,-,24095,8,13,0,27,28,1,33,2,22,9,8,0,0,0
SN,AS-CS,-,24096,8,14,1,28,27,1,33,2,21,8,7,0,0,0
SN,AS-CS,-,24097,8,15,1,30,28,1,32,2,21,9,7,0,0,0
SN,AS-CS,-,24098,6,16,1,31,28,0,31,2,22,9,7,0,0,0
SN,AS-CS,-,24099,6,18,1,30,27,0,31,3,21,9,7,0,0,0
SN,AS-CS,-,24100,4,19,1,31,27,0,30,2,22,9,8,0,0,0
SN,AS-CS,-,24101,4,22,1,29,27,0,30,2,22,9,7,0,0,0
SN,AS-CS,-,24102,5,22,1,28,27,0,29,2,22,9,8,0,0,0
SN,AS-CS,-,24103,5,23,1,27,26,0,29,2,21,8,9,1,0,0
SN,AS-CS,-,24104,5,22,1,27,26,0,30,3,20,8,9,1,0,0
SN,AS-CS,-,24105,4,23,1,28,26,0,29,2,21,8,9,1,0,0
SN,AS-CS,-,24106,5,23,1,26,26,0,28,2,21,10,9,1,0,0
SN,AS-CS,-,24107,5,22,2,27,25,0,28,2,20,9,10,1,0,0
SN,AS-CS,-,24108,4,23,2,26,25,0,30,2,20,9,9,1,0,0
SN,AS-CS,-,24109,4,21,2,28,25,0,29,3,19,10,9,1,0,0
SN,AS-CS,-,24110,5,20,2,28,24,0,29,3,19,10,10,1,0,0
SN,AS-CS,-,24111,4,21,2,28,24,0,28,3,19,10,11,1,0,0
SN,AS-CS,-,24112,4,22,2,26,24,0,27,3,19,11,12,1,0,0
SN,AS-CS,-,24113,4,24,2,27,24,0,25,4,18,10,12,1,0,0
SN,AS-CS,-,24114,5,23,2,26,25,0,25,4,18,10,12,1,0,0
SN,AS-CS,-,24115,5,23,2,27,25,0,24,4,18,10,12,1,0,0
SN,AS-CS,-,24116,5,22,2,28,25,0,24,4,18,11,11,1,0,0
SN,AS-CS,-,24117,5,24,2,27,25,0,23,4,18,11,11,1,0,0
SN,AS-CS,-,24118,5,26,2,27,27,0,22,4,18,10,9,1,0,0
SN,AS-CS,-,24119,6,25,2,26,28,0,23,4,18,10,8,1,0,0
SN,AS-CS,-,24120,5,26,2,24,28,0,24,4,18,10,9,1,0,0
SN,AS-CS,-,24121,5,26,1,25,29,0,23,4,19,10,9,1,0,0
SN,AS-CS,-,24122,6,26,1,23,27,0,23,5,18,9,9,1,0,0
SN,AS-CS,-,24123,6,24,1,23,27,0,25,5,18,9,9,1,0,0
SN,AS-CS,-,24124,6,23,1,23,28,0,26,4,19,9,8,1,0,0
SN,AS-CS,-,24125,6,22,1,23,28,0,27,4,19,9,8,1,0,0
SN,AS-CS,-,24126,6,20,1,24,28,0,28,4,19,9,8,1,0,0
SN,AS-CS,-,24127,6,19,1,24,28,0,30,4,19,9,7,1,0,0
SN,AS-CS,-,24128,6,20,1,24,29,0,29,4,20,10,6,0,0,0
SN,AS-CS,-,24129,6,20,1,23,29,0,28,3,21,11,7,0,0,0
SN,AS-CS,-,24130,6,19,1,22,29,0,28,3,21,12,8,0,0,0
SN,AS-CS,-,24131,5,19,1,24,29,0,29,4,20,10,8,0,0,0
SN,AS-CS,-,24132,6,19,0,23,30,0,30,4,21,10,7,0,0,0
SN,AS-CS,-,24133,6,18,0,25,30,0,29,4,21,9,8,0,0,0
SN,AS-CS,-,24134,6,18,0,23,30,0,30,3,22,9,9,0,0,0
SN,AS-CS,-,24135,5,18,0,23,30,0,31,3,22,10,8,0,0,0
SN,AS-CS,-,24136,5,18,0,23,31,0,31,3,22,10,7,0,0,0
SN,AS-CS,-,24137,5,17,0,24,31,0,31,3,22,11,6,0,0,0
SN,AS-CS,-,24138,5,15,0,24,33,0,31,2,23,11,6,0,0,0
SN,AS-CS,-,24139,4,15,0,24,33,0,32,2,23,11,6,0,0,0
SN,AS-CS,-,24140,4,14,0,23,33,0,34,2,23,11,6,0,0,0
SN,AS-CS,-,24141,4,14,0,23,33,0,34,2,23,10,7,0,0,0
SN,AS-CS,-,24142,4,12,0,26,33,0,33,2,23,10,7,0,0,0
SN,AS-CS,-,24143,4,10,0,28,31,0,34,2,23,11,7,0,0,0
SN,AS-CS,-,24144,3,11,0,28,30,0,35,2,23,11,7,0,0,0
SN,AS-CS,-,24145,3,11,0,28,31,0,35,2,23,11,6,0,0,0
SN,AS-CS,-,24146,3,11,0,27,31,0,36,2,23,11,6,0,0,0
SN,AS-CS,-,24147,2,11,0,26,31,0,37,1,24,12,6,0,0,0
SN,AS-CS,-,24148,2,12,0,27,32,0,35,1,24,11,6,0,0,0
SN,AS-CS,-,24149,2,12,0,28,31,0,35,1,24,11,6,0,0,0
SN,AS-CS,-,24150,2,13,0,28,30,0,35,1,23,12,5,0,0,0
SN,AS-CS,-,24151,2,12,0,29,30,0,34,1,23,13,5,0,0,0
SN,AS-CS,-,24152,1,13,0,29,29,0,35,1,22,13,5,0,0,0
SN,AS-CS,-,24153,1,11,0,30,30,0,36,2,21,12,5,0,0,0
SN,AS-CS,-,24154,1,11,0,30,30,0,38,2,21,11,4,0,0,0
SN,AS-CS,-,24155,1,13,0,29,31,0,38,2,21,10,3,0,0,0
SN,AS-CS,-,24156,1,14,0,27,33,0,37,1,22,10,3,0,0,0
SN,AS-CS,-,24157,0,15,0,28,33,0,36,1,22,10,3,0,0,0
SN,AS-CS,-,24158,1,15,0,28,33,0,36,1,22,10,2,0,0,0
SN,AS-CS,-,24159,1,16,0,29,33,0,35,2,21,10,1,0,0,0
SN,AS-CS,-,24160,1,17,0,29,34,0,34,2,21,9,1,0,0,0
SN,AS-CS,-,24161,2,18,0,29,33,0,34,2,21,8,1,0,0,0
SN,AS-CS,-,24162,2,19,0,29,33,0,34,2,21,7,1,0,0,0
SN,AS-CS,-,24163,2,19,0,29,32,0,34,2,21,8,1,0,0,0
SN,AS-CS,-,24164,2,18,0,30,31,0,35,2,21,8,1,0,0,0
SN,AS-CS,-,24165,2,20,0,29,32,0,33,2,21,8,1,0,0,0
SN,AS-CS,-,24166,3,20,0,28,33,0,32,3,20,9,0,0,0,0
SN,AS-CS,-,24167,3,21,0,26,34,0,32,3,20,9,0,0,0,0
SN,AS-CS,-,24168,3,21,0,25,34,0,33,3,20,9,0,0,0,0
SN,AS-CS,-,24169,3,21,0,25,34,0,33,3,20,9,0,0,0,0
SN,AS-CS,-,24170,3,22,0,26,33,0,32,3,20,9,0,0,0,0
SN,AS-CS,-,24171,4,21,0,26,33,0,31,3,20,9,1,0,0,0
SN,AS-CS,-,24172,4,21,0,26,33,0,30,3,20,9,2,0,0,0
SN,AS-CS,-,24173,5,20,0,24,32,0,30,3,20,11,3,0,0,0
SN,AS-CS,-,24174,5,19,0,24,33,0,30,3,20,11,3,0,0,0
SN,AS-CS,-,24175,6,20,0,22,35,0,29,4,20,10,3,0,0,0
SN,AS-CS,-,24176,6,21,0,21,35,0,28,4,20,9,5,0,0,0
SN,AS-CS,-,24177,6,20,0,21,37,0,27,4,21,9,5,0,0,0
SN,AS-CS,-,24178,7,21,0,20,37,0,26,3,22,9,5,0,0,0
SN,AS-CS,-,24179,7,23,0,19,36,0,24,3,21,11,5,0,0,0
SN,AS-CS,-,24180,7,21,0,21,35,0,23,3,21,11,7,0,0,0
SN,AS-CS,-,24181,7,22,0,21,34,0,22,3,21,11,8,0,0,0
SN,AS-CS,-,24182,7,22,0,19,35,0,22,4,20,11,9,0,0,0
SN,AS-CS,-,24183,6,24,0,17,37,0,21,4,20,11,9,0,0,0
SN,AS-CS,-,24184,6,23,0,16,37,0,23,3,21,11,9,0,0,0
SN,AS-CS,-,24185,6,23,0,16,37,0,23,3,21,11,9,0,0,0
SN,AS-CS,-,24186,5,20,0,17,37,0,23,3,21,12,11,0,0,0
SN,AS-CS,-,24187,5,19,0,17,37,0,24,3,21,11,12,0,0,0
SN,AS-CS,-,24188,5,20,0,17,36,0,24,3,21,10,13,0,0,0
SN,AS-CS,-,24189,5,20,0,17,37,0,22,3,21,10,14,0,0,0
SN,AS-CS,-,24190,5,19,0,18,36,0,22,3,20,11,14,0,0,0
SN,AS-CS,-,24191,5,19,0,18,35,0,24,2,21,10,14,0,0,0
SN,AS-CS,-,24192,5,18,0,19,34,0,23,2,21,10,16,0,0,0
SN,AS-CS,-,24193,5,19,0,18,35,0,22,2,21,9,17,0,0,0
SN,AS-CS,-,24194,5,19,0,18,35,0,20,2,21,9,19,0,0,0
SN,AS-CS,-,24195,5,17,0,18,37,0,21,2,21,8,19,0,0,0
SN,AS-CS,-,24196,4,17,0,19,37,0,22,2,21,8,18,0,0,0
SN,AS-CS,-,24197,5,16,0,19,37,0,24,2,21,7,17,0,0,0
SN,AS-CS,-,24198,4,17,0,19,40,0,24,2,21,5,16,0,0,0
SN,AS-CS,-,24199,5,17,0,19,40,0,22,2,21,6,16,0,0,0
SN,AS-CS,-,24200,4,15,0,21,40,0,23,1,22,6,16,0,0,0
SN,AS-CS,-,24201,4,15,0,22,40,0,23,1,22,6,15,0,0,0
SN,AS-CS,-,24202,4,15,0,22,39,0,22,1,22,7,16,0,0,0
SN,AS-CS,-,24203,4,14,0,23,38,0,22,1,22,8,16,0,0,0
SN,AS-CS,-,24204,4,13,0,25,39,0,21,2,22,7,16,0,0,0
SN,AS-CS,-,24205,5,13,0,25,39,0,21,3,21,8,14,0,0,0
SN,AS-CS,-,24206,5,12,0,25,39,0,23,3,21,8,13,0,0,0
SN,AS-CS,-,24207,5,11,0,28,38,0,22,2,22,8,13,0,0,0
SN,AS-CS,-,24208,5,11,0,28,39,0,24,2,21,8,13,0,0,0
SN,AS-CS,-,24209,6,12,1,28,40,0,24,2,20,7,13,0,0,0
SN,AS-CS,-,24210,7,13,1,28,39,0,25,2,20,7,13,0,0,0
SN,AS-CS,-,24211,7,15,1,27,41,0,25,2,19,6,11,0,0,1
SN,AS-CS,-,24212,8,18,1,26,41,0,25,2,19,6,10,0,0,1
SN,AS-CS,-,24213,9,18,1,26,42,0,26,2,19,6,9,0,0,1
SN,AS-CS,-,24214,10,20,1,24,42,0,28,2,19,6,8,0,0,1
SN,AS-CS,-,24215,11,20,1,23,43,0,30,3,19,5,8,0,0,1
SN,AS-CS,-,24216,11,21,1,23,44,0,30,3,19,5,8,0,0,1
SN,AS-CS,-,24217,12,23,1,22,44,0,32,3,19,5,6,0,0,1
SN,AS-CS,-,24218,12,24,1,23,43,0,31,3,18,7,6,0,0,1
SN,AS-CS,-,24219,13,24,1,23,44,0,33,3,18,7,4,0,0,1
SN,AS-CS,-,24220,14,26,1,23,42,0,34,3,18,7,4,0,0,1
SN,AS-CS,-,24221,15,27,1,21,43,0,35,3,18,7,4,0,0,1
SN,AS-CS,-,24222,15,30,1,22,45,0,35,3,17,9,5,0,1,1
SN,AS-CS,-,24223,15,31,1,22,45,0,37,3,16,9,5,0,1,1
SN,AS-CS,-,24224,14,33,1,21,47,0,39,3,15,8,5,0,1,1
SN,AS-CS,-,24225,15,34,1,20,47,0,40,4,14,8,5,0,1,1
SN,AS-CS,-,24226,16,35,1,18,47,0,43,4,14,8,4,0,1,1
SN,AS-CS,-,24227,17,37,1,18,47,0,44,4,14,7,3,0,1,1
SN,AS-CS,-,24228,17,39,1,17,48,0,45,4,14,6,3,0,1,1
SN,AS-CS,-,24229,18,41,1,15,48,0,47,3,15,5,3,0,1,1
SN,AS-CS,-,24230,18,43,1,13,49,0,49,2,16,4,3,0,1,1
SN,AS-CS,-,24231,19,44,1,13,49,0,49,2,16,4,3,0,1,1
SN,AS-CS,-,24232,20,47,1,10,49,0,51,2,15,4,2,0,1,1
SN,AS-CS,-,24233,21,47,1,10,47,0,51,2,16,4,2,0,1,1
SN,AS-CS,-,24234,21,47,0,11,47,0,50,2,17,4,2,0,1,1
SN,AS-CS,-,24235,21,46,0,11,48,0,50,2,17,4,2,0,1,1
SN,AS-CS,-,24236,22,45,0,11,47,0,53,3,17,4,2,0,1,0
SN,AS-CS,-,24237,22,44,0,12,47,0,53,3,17,4,2,0,1,0
SN,AS-CS,-,24238,22,44,0,12,47,0,53,3,17,4,2,0,1,0
SN,AS-CS,-,24239,21,42,0,12,45,0,52,3,16,4,3,0,1,0
SN,AS-CS,-,24240,21,42,0,13,45,0,51,3,16,4,3,0,1,0
SN,AS-CS,-,24241,21,43,0,13,44,0,51,3,16,4,3,0,1,0
SN,AS-CS,-,24242,21,43,0,12,44,0,52,3,16,4,3,0,1,0
SN,AS-CS,-,24243,22,43,0,11,44,0,55,3,17,2,2,0,1,0
SN,AS-CS,-,24244,22,44,0,10,43,0,56,4,16,2,2,0,1,0
SN,AS-CS,-,24245,22,44,0,10,43,0,56,4,16,2,2,0,1,0
SN,AS-CS,-,24246,22,45,0,11,42,0,55,5,15,2,2,0,1,0
SN,AS-CS,-,24247,22,44,0,11,40,0,54,5,16,0,1,0,0,0
SN,AS-CS,-,24248,23,43,0,12,38,0,54,5,17,0,1,0,0,0
SN,AS-CS,-,24249,24,43,0,13,35,0,54,6,17,0,1,0,0,0
SN,AS-CS,-,24250,24,44,0,12,35,0,54,5,18,0,1,0,0,0
SN,AS-CS,-,24251,24,43,0,13,36,0,53,6,17,0,1,0,0,0
SN,AS-CS,-,24252,24,42,0,13,37,0,53,6,17,0,1,0,0,0
SN,AS-CS,-,24253,25,42,0,13,36,0,53,6,17,0,1,0,0,0
SN,AS-CS,-,24254,25,41,0,14,36,0,53,6,17,0,1,0,0,0
SN,AS-CS,-,24255,25,41,0,15,35,0,53,7,16,0,1,0,0,0
SN,AS-CS,-,24256,24,39,0,16,33,1,51,7,15,0,2,0,0,0
SN,AS-CS,-,24257,24,37,0,17,34,1,51,7,16,0,2,0,0,0
SN,AS-CS,-,24258,24,38,0,17,33,1,51,7,16,0,2,0,0,0
SN,AS-CS,-,24259,24,39,0,17,32,1,51,7,16,0,2,0,0,0
SN,AS-CS,-,24260,24,40,0,17,31,1,51,7,16,0,2,0,0,0
SN,AS-CS,-,24261,24,42,0,17,30,1,50,7,16,0,2,0,0,0
SN,AS-CS,-,24262,24,43,0,16,30,1,50,7,16,0,2,0,0,0
SN,AS-CS,-,24263,24,44,0,16,29,1,50,8,15,0,2,0,0,0
SN,AS-CS,-,24264,25,45,0,17,31,1,51,8,16,0,1,0,0,0
SN,AS-CS,-,24265,25,45,0,16,31,1,52,7,17,0,1,0,0,0
SN,AS-CS,-,24266,25,46,0,15,31,1,52,8,16,0,1,0,0,0
SN,AS-CS,-,24267,25,47,0,15,31,1,51,9,15,0,1,0,0,0
SN,AS-CS,-,24268,25,47,0,15,32,1,50,9,15,0,1,0,0,0
SN,AS-CS,-,24269,25,47,0,16,32,1,49,9,15,0,1,0,0,0
SN,AS-CS,-,24270,25,46,0,16,33,1,49,9,15,0,1,0,0,0
SN,AS-CS,-,24271,25,44,0,16,33,1,49,8,15,1,2,0,0,0
SN,AS-CS,-,24272,25,44,0,15,34,1,49,8,15,1,2,0,0,0
SN,AS-CS,-,24273,26,44,0,14,34,1,49,8,15,1,2,0,0,0
SN,AS-CS,-,24274,26,44,0,14,34,1,49,7,16,1,2,0,0,0
SN,AS-CS,-,24275,26,45,0,14,33,1,49,7,16,1,2,0,0,0
SN,AS-CS,-,24276,26,46,0,14,32,1,49,6,17,1,2,0,0,0
SN,AS-CS,-,24277,26,47,0,14,31,1,49,7,16,1,2,0,0,0
SN,AS-CS,-,24278,25,47,0,15,31,1,49,7,16,1,2,0,0,0
SN,AS-CS,-,24279,25,46,0,15,32,1,49,7,16,1,2,0,0,0
SN,AS-CS,-,24280,25,46,0,15,32,1,49,6,17,1,2,0,0,0
SN,AS-CS,-,24281,26,47,0,15,34,0,51,6,18,1,1,0,0,0
SN,AS-CS,-,24282,26,48,0,14,34,0,51,6,18,1,1,0,0,0
SN,AS-CS,-,24283,25,46,0,18,33,0,50,6,17,1,1,0,0,1
SN,AS-CS,-,24284,24,46,0,19,32,0,48,6,16,1,2,0,0,1
SN,AS-CS,-,24285,23,45,0,19,32,0,47,7,15,1,4,0,0,1
SN,AS-CS,-,24286,22,43,0,19,32,0,47,6,15,1,5,0,0,2
SN,AS-CS,-,24287,22,40,0,20,31,0,46,6,15,2,5,0,0,2
SN,AS-CS,-,24288,22,38,0,19,30,0,44,5,15,3,6,0,1,2
SN,AS-CS,-,24289,22,40,0,18,29,0,44,5,15,3,6,0,1,2
SN,AS-CS,-,24290,22,40,0,19,29,0,43,5,15,3,6,0,1,2
SN,AS-CS,-,24291,22,39,0,20,29,0,43,4,16,3,6,0,1,2
SN,AS-CS,-,24292,22,38,0,21,29,0,42,3,17,3,7,0,1,2
SN,AS-CS,-,24293,22,38,0,22,28,0,42,3,17,3,7,0,1,2
SN,AS-CS,-,24294,22,37,0,22,29,0,42,2,18,3,7,0,1,2
SN,AS-CS,-,24295,22,37,0,21,29,0,43,2,18,3,7,0,1,2
SN,AS-CS,-,24296,22,40,0,20,29,0,43,2,19,2,6,0,1,2
SN,AS-CS,-,24297,22,41,0,20,28,0,43,2,19,2,6,0,1,2
SN,AS-CS,-,24298,21,42,0,21,27,0,43,3,18,2,6,0,1,2
SN,AS-CS,-,24299,21,42,0,21,27,0,43,4,17,2,6,0,1,2
SN,AS-CS,-,24300,21,41,0,21,27,0,44,5,16,2,6,0,1,2
