Text_Type,Book,Chapter,Window,GG,LGL,LG,GLG,G,LGG,LLG,L,GGL,GLL,LLL,GGG,GL,LL
SN,AS,uttara,6276,0,93,0,75,71,31,23,4,48,17,1,87,0,0
SN,AS,uttara,6277,0,93,0,75,71,31,23,4,49,17,1,86,0,0
SN,AS,uttara,6278,0,92,0,76,71,31,23,4,48,17,1,87,0,0
SN,AS,uttara,6279,0,92,0,76,71,31,23,4,48,16,1,88,0,0
SN,AS,uttara,6280,0,92,0,75,71,32,23,4,47,16,1,89,0,0
SN,AS,uttara,6281,0,92,0,74,71,32,23,4,46,16,1,91,0,0
SN,AS,uttara,6282,0,92,0,74,71,34,23,4,46,17,1,88,0,0
SN,AS,uttara,6283,0,92,0,74,71,35,23,4,43,18,1,89,0,0
SN,AS,uttara,6284,0,91,0,75,71,35,24,4,43,18,1,88,0,0
SN,AS,uttara,6285,0,91,0,74,71,35,24,4,44,18,1,88,0,0
SN,AS,uttara,6286,0,91,0,73,71,37,24,4,43,19,1,87,0,0
SN,AS,uttara,6287,0,91,0,74,70,37,23,5,44,19,1,86,0,0
SN,AS,uttara,6288,0,90,0,74,70,37,23,5,43,19,1,86,0,0
SN,AS,uttara,6289,1,89,0,75,70,39,22,4,43,18,1,87,0,0
SN,AS,uttara,6290,1,88,1,76,69,38,23,4,43,18,1,86,0,0
SN,AS,uttara,6291,1,89,1,76,69,37,24,4,43,18,1,85,0,0
SN,AS,uttara,6292,1,90,1,76,69,38,24,4,42,18,1,84,0,0
SN,AS,uttara,6293,1,90,1,74,69,38,26,4,44,18,1,82,0,0
SN,AS,uttara,6294,1,90,1,74,69,37,26,4,45,17,1,83,0,0
SN,AS,uttara,6295,1,89,1,74,69,38,26,4,44,17,1,84,0,0
SN,AS,uttara,6296,1,89,1,73,69,38,26,4,44,17,1,85,0,0
SN,AS,uttara,6297,1,88,1,74,69,38,27,4,43,17,1,85,0,0
SN,AS,uttara,6298,1,87,2,75,68,38,26,4,43,17,1,86,0,0
SN,AS,uttara,6299,1,87,2,76,68,39,25,4,43,15,1,87,0,0
SN,AS,uttara,6300,1,86,2,78,68,39,26,4,42,15,1,86,0,0
SN,AS,uttara,6301,1,85,2,77,67,40,27,5,42,15,1,86,0,0
SN,AS,uttara,6302,1,85,2,77,67,41,27,5,42,15,1,85,0,0
SN,AS,uttara,6303,1,86,2,76,67,41,26,5,41,14,1,88,0,0
SN,AS,uttara,6304,1,86,2,77,67,40,26,5,40,14,1,89,0,0
SN,AS,uttara,6305,1,86,2,77,67,40,27,5,40,14,1,88,0,0
SN,AS,uttara,6306,1,86,2,77,67,40,26,5,39,14,1,90,0,0
SN,AS,uttara,6307,1,86,2,77,67,40,26,5,39,14,1,90,0,0
SN,AS,uttara,6308,1,86,2,76,66,41,25,6,39,14,1,91,0,0
SN,AS,uttara,6309,1,86,2,75,66,41,25,6,40,14,1,91,0,0
SN,AS,uttara,6310,1,86,2,76,66,41,25,6,39,13,1,92,0,0
SN,AS,uttara,6311,1,86,2,77,65,41,25,7,38,13,1,92,0,0
SN,AS,uttara,6312,1,86,2,76,65,42,25,7,38,13,1,92,0,0
SN,AS,uttara,6313,1,84,2,76,65,43,25,7,39,13,1,92,0,0
SN,AS,uttara,6314,1,84,2,77,65,42,24,7,39,13,1,93,0,0
SN,AS,uttara,6315,1,85,2,78,65,41,24,7,40,13,1,91,0,0
SN,AS,uttara,6316,1,85,2,78,64,40,25,8,40,12,1,92,0,0
SN,AS,uttara,6317,1,85,2,77,64,41,26,8,41,11,1,91,0,0
SN,AS,uttara,6318,1,85,2,77,63,40,27,9,40,11,1,92,0,0
SN,AS,uttara,6319,1,85,2,77,62,40,27,10,41,12,1,90,0,0
SN,AS,uttara,6320,1,84,2,77,62,40,29,10,40,12,1,90,0,0
SN,AS,uttara,6321,1,85,2,76,62,40,29,10,40,12,1,90,0,0
SN,AS,uttara,6322,1,85,2,77,62,40,29,10,40,12,1,89,0,0
SN,AS,uttara,6323,1,85,2,79,62,40,29,10,40,11,0,89,0,0
SN,AS,uttara,6324,1,84,2,80,62,40,29,10,38,11,0,91,0,0
SN,AS,uttara,6325,1,86,2,79,62,39,29,10,38,11,0,91,0,0
SN,AS,uttara,6326,1,88,2,78,63,38,29,9,38,11,0,91,0,0
SN,AS,uttara,6327,1,88,2,76,63,40,28,9,40,10,0,91,0,0
SN,AS,uttara,6328,1,87,2,77,63,40,28,9,40,11,0,90,0,0
SN,AS,uttara,6329,1,88,2,77,63,41,27,9,39,12,0,89,0,0
SN,AS,uttara,6330,1,88,2,76,63,41,27,9,41,12,0,88,0,0
SN,AS,uttara,6331,1,88,2,76,62,41,27,10,41,12,0,88,0,0
SN,AS,uttara,6332,1,88,2,78,61,41,26,11,40,12,0,88,0,0
SN,AS,uttara,6333,1,88,2,78,61,41,28,11,39,12,0,87,0,0
SN,AS,uttara,6334,1,89,2,76,61,40,29,11,39,12,0,88,0,0
SN,AS,uttara,6335,1,89,2,76,61,40,29,11,39,13,0,87,0,0
SN,AS,uttara,6336,1,90,2,76,60,39,29,12,38,13,0,88,0,0
SN,AS,uttara,6337,1,92,2,75,60,40,28,12,38,13,0,87,0,0
SN,AS,uttara,6338,1,93,2,75,60,40,28,12,39,12,0,86,0,0
SN,AS,uttara,6339,1,93,2,73,60,41,28,12,41,12,0,85,0,0
SN,AS,uttara,6340,1,91,2,73,60,41,28,12,41,12,0,87,0,0
SN,AS,uttara,6341,1,91,2,74,60,40,28,12,41,12,0,87,0,0
SN,AS,uttara,6342,1,91,2,73,60,41,28,12,41,13,0,86,0,0
SN,AS,uttara,6343,1,92,2,71,60,41,30,12,41,13,0,85,0,0
SN,AS,uttara,6344,1,93,2,72,60,42,30,12,40,13,0,83,0,0
SN,AS,uttara,6345,1,93,2,72,60,41,31,12,42,13,0,81,0,0
SN,AS,uttara,6346,1,93,2,71,60,42,31,12,42,13,0,81,0,0
SN,AS,uttara,6347,1,94,2,72,60,42,31,12,43,12,0,79,0,0
SN,AS,uttara,6348,1,95,2,72,59,41,30,13,45,12,0,78,0,0
SN,AS,uttara,6349,1,96,2,72,60,42,29,12,45,12,0,77,0,0
SN,AS,uttara,6350,1,99,2,71,60,41,29,12,44,13,0,76,0,0
SN,AS,uttara,6351,1,99,2,73,61,40,29,11,43,13,0,76,0,0
SN,AS,uttara,6352,1,99,2,71,61,39,31,11,42,13,0,78,0,0
SN,AS,uttara,6353,1,99,2,70,61,40,31,11,43,13,0,77,0,0
SN,AS,uttara,6354,1,98,2,71,60,41,31,12,43,13,0,76,0,0
SN,AS,uttara,6355,1,98,2,72,60,41,31,12,43,13,0,75,0,0
SN,AS,uttara,6356,1,99,2,72,60,41,31,12,43,13,0,74,0,0
SN,AS,uttara,6357,1,100,2,74,60,39,31,12,43,12,0,74,0,0
SN,AS,uttara,6358,1,101,2,74,60,38,31,12,43,12,0,74,0,0
SN,AS,uttara,6359,1,102,2,75,60,38,31,12,43,12,0,72,0,0
SN,AS,uttara,6360,1,102,2,77,60,38,32,12,43,12,0,69,0,0
SN,AS,uttara,6361,1,101,2,78,59,36,32,13,45,11,0,70,0,0
SN,AS,uttara,6362,1,101,2,78,60,35,33,12,44,12,0,70,0,0
SN,AS,uttara,6363,1,102,2,81,60,35,32,12,44,12,0,69,0,0
SN,AS,uttara,6364,0,104,2,81,61,33,32,12,43,12,0,69,0,0
SN,AS,uttara,6365,0,105,1,80,62,34,31,12,42,12,0,71,0,0
SN,AS,uttara,6366,0,104,1,79,62,34,31,12,42,12,0,73,0,0
SN,AS,uttara,6367,0,102,1,80,62,34,31,12,42,12,0,74,0,0
SN,AS,uttara,6368,0,102,1,81,62,34,30,12,40,13,0,75,0,0
SN,AS,uttara,6369,0,104,1,81,61,34,30,13,40,13,0,73,0,0
SN,AS,uttara,6370,0,106,1,80,61,33,30,13,41,14,0,71,0,0
SN,AS,uttara,6371,0,106,1,80,61,32,30,13,42,14,0,71,0,0
SN,AS,uttara,6372,0,106,1,81,61,32,29,13,42,14,0,71,0,0
SN,AS,uttara,6373,0,106,0,80,62,33,29,13,43,14,0,70,0,0
SN,AS,uttara,6374,0,106,0,78,62,34,30,13,43,14,0,70,0,0
SN,AS,uttara,6375,0,107,0,76,62,34,30,13,43,14,0,71,0,0
SN,AS,uttara,6376,0,108,0,78,63,33,29,12,44,14,0,69,0,0
SN,AS,uttara,6377,0,108,0,80,63,32,29,12,44,14,0,68,0,0
SN,AS,uttara,6378,0,107,0,81,63,32,29,12,46,14,0,66,0,0
SN,AS,uttara,6379,0,107,0,79,63,32,29,12,47,14,0,67,0,0
SN,AS,uttara,6380,0,107,0,78,63,32,30,12,46,15,0,67,0,0
SN,AS,uttara,6381,0,107,0,78,63,31,30,12,47,15,0,67,0,0
SN,AS,uttara,6382,0,107,0,78,63,31,31,12,46,15,0,67,0,0
SN,AS,uttara,6383,0,107,0,80,64,30,31,11,47,14,0,66,0,0
SN,AS,uttara,6384,0,107,0,79,64,30,32,11,46,14,0,67,0,0
SN,AS,uttara,6385,0,109,0,78,64,31,31,11,47,14,0,65,0,0
SN,AS,uttara,6386,0,109,0,76,65,32,31,10,47,15,0,65,0,0
SN,AS,uttara,6387,0,110,0,75,65,32,31,10,47,16,0,64,0,0
SN,AS,uttara,6388,0,110,0,76,65,32,31,10,46,16,0,64,0,0
SN,AS,uttara,6389,0,110,0,74,65,32,32,10,48,16,0,63,0,0
SN,AS,uttara,6390,0,109,0,72,65,32,34,10,47,16,0,65,0,0
SN,AS,uttara,6391,0,109,0,73,66,32,33,9,47,16,0,65,0,0
SN,AS,uttara,6392,0,109,0,74,66,31,33,9,45,16,0,67,0,0
SN,AS,uttara,6393,0,109,0,75,67,31,33,8,44,16,0,67,0,0
SN,AS,uttara,6394,0,109,0,76,67,31,33,8,45,15,0,66,0,0
SN,AS,uttara,6395,0,110,0,75,67,31,31,8,45,15,0,68,0,0
SN,AS,uttara,6396,0,109,0,75,67,31,32,8,44,15,0,69,0,0
SN,AS,uttara,6397,0,110,0,73,67,31,32,8,44,16,0,69,0,0
SN,AS,uttara,6398,0,110,0,73,67,31,32,8,45,15,0,69,0,0
SN,AS,uttara,6399,0,110,0,73,67,30,32,8,47,15,0,68,0,0
SN,AS,uttara,6400,0,108,0,73,67,30,32,8,48,15,0,69,0,0
SN,AS,uttara,6401,0,106,0,73,67,30,33,8,48,15,0,70,0,0
SN,AS,uttara,6402,0,106,0,73,67,28,33,8,46,16,1,72,0,0
SN,AS,uttara,6403,0,106,0,72,67,27,34,8,46,17,1,72,0,0
SN,AS,uttara,6404,0,105,0,74,67,27,35,8,46,16,1,71,0,0
SN,AS,uttara,6405,0,105,0,75,67,27,35,8,44,16,1,72,0,0
SN,AS,uttara,6406,0,105,0,74,68,28,35,7,44,17,1,71,0,0
SN,AS,uttara,6407,0,105,0,72,69,28,36,6,45,17,1,71,0,0
SN,AS,uttara,6408,0,107,0,71,69,28,34,6,46,18,1,70,0,0
SN,AS,uttara,6409,0,106,0,71,69,28,34,6,46,19,1,70,0,0
SN,AS,uttara,6410,0,107,0,69,69,28,35,6,47,18,1,70,0,0
SN,AS,uttara,6411,0,107,0,69,70,28,34,5,50,18,1,68,0,0
SN,AS,uttara,6412,0,105,0,70,70,28,34,5,49,18,1,70,0,0
SN,AS,uttara,6413,0,104,0,69,70,28,35,5,49,18,1,71,0,0
SN,AS,uttara,6414,0,104,0,71,70,28,35,5,47,18,1,71,0,0
SN,AS,uttara,6415,0,105,0,71,70,28,35,5,48,19,1,68,0,0
SN,AS,uttara,6416,0,106,0,69,70,29,35,5,48,20,1,67,0,0
SN,AS,uttara,6417,0,107,0,69,69,28,35,6,48,19,1,68,0,0
SN,AS,uttara,6418,0,106,0,71,69,28,33,6,50,19,1,67,0,0
SN,AS,uttara,6419,0,105,0,71,69,28,33,6,50,19,1,68,0,0
SN,AS,uttara,6420,0,105,0,72,69,29,32,6,49,19,1,68,0,0
SN,AS,uttara,6421,0,104,0,72,69,29,33,6,50,19,1,67,0,0
SN,AS,uttara,6422,0,103,0,71,69,29,34,6,49,19,1,69,0,0
SN,AS,uttara,6423,0,103,0,70,69,29,36,6,47,19,1,70,0,0
SN,AS,uttara,6424,0,102,0,70,69,28,36,6,49,19,1,70,0,0
SN,AS,uttara,6425,0,100,0,71,69,28,37,6,49,18,1,71,0,0
SN,AS,uttara,6426,0,100,0,71,69,28,36,6,49,18,1,72,0,0
SN,AS,uttara,6427,0,101,0,72,69,28,35,6,49,18,1,71,0,0
SN,AS,uttara,6428,0,102,0,72,69,27,35,6,48,19,1,71,0,0
SN,AS,uttara,6429,0,102,0,71,70,27,35,5,49,19,1,71,0,0
SN,AS,uttara,6430,0,102,0,72,70,26,36,5,49,18,1,71,0,0
SN,AS,uttara,6431,0,101,0,70,70,27,37,5,49,18,1,72,0,0
SN,AS,uttara,6432,0,102,0,67,70,27,38,5,50,18,1,72,0,0
SN,AS,uttara,6433,0,101,0,67,70,26,40,5,51,17,1,72,0,0
SN,AS,uttara,6434,0,100,0,67,70,26,39,5,52,17,1,73,0,0
SN,AS,uttara,6435,0,100,0,65,70,26,40,5,51,17,1,75,0,0
SN,AS,uttara,6436,0,100,0,65,71,26,40,4,50,18,1,75,0,0
SN,AS,uttara,6437,0,100,0,65,71,26,40,4,51,17,1,75,0,0
SN,AS,uttara,6438,0,100,0,63,71,26,40,4,52,18,1,75,0,0
SN,AS,uttara,6439,0,99,0,62,70,27,42,5,52,18,1,74,0,0
SN,AS,uttara,6440,0,99,0,61,70,27,43,5,53,18,1,73,0,0
SN,AS,uttara,6441,0,100,0,63,70,27,42,5,52,19,1,71,0,0
SN,AS,uttara,6442,0,100,0,62,70,27,43,5,51,20,1,71,0,0
SN,AS,uttara,6443,0,100,0,64,70,28,42,5,51,19,1,70,0,0
SN,AS,uttara,6444,0,98,0,64,71,29,42,4,50,19,1,72,0,0
SN,AS,uttara,6445,0,95,0,64,70,29,42,4,49,18,1,72,0,1
SN,AS,uttara,6446,0,95,0,66,70,29,42,4,47,20,1,70,0,1
SN,AS,uttara,6447,0,95,0,64,70,28,44,4,47,20,1,71,0,1
SN,AS,uttara,6448,0,95,0,64,70,27,44,4,46,21,1,72,0,1
SN,AS,uttara,6449,0,95,0,64,70,26,44,4,48,21,1,71,0,1
SN,AS,uttara,6450,0,95,0,64,70,27,43,4,48,21,1,71,0,1
SN,AS,uttara,6451,0,94,0,62,70,28,44,4,48,21,1,72,0,1
SN,AS,uttara,6452,0,94,0,59,70,29,45,4,48,21,1,73,0,1
SN,AS,uttara,6453,0,94,0,59,70,30,45,4,48,21,1,72,0,1
SN,AS,uttara,6454,0,94,0,59,70,30,46,4,48,21,1,71,0,1
SN,AS,uttara,6455,0,95,0,60,69,30,45,5,48,20,1,71,0,1
SN,AS,uttara,6456,0,97,0,60,69,30,45,5,47,20,1,70,0,1
SN,AS,uttara,6457,0,98,0,59,69,30,44,5,48,20,1,70,0,1
SN,AS,uttara,6458,0,99,0,58,69,30,44,5,48,20,1,70,0,1
SN,AS,uttara,6459,0,99,0,60,69,30,42,5,50,20,1,68,0,1
SN,AS,uttara,6460,0,97,0,63,69,29,42,5,49,20,1,69,0,1
SN,AS,uttara,6461,0,98,0,63,69,29,42,5,50,19,1,68,0,1
SN,AS,uttara,6462,0,96,0,63,68,28,43,5,50,18,1,69,0,1
SN,AS,uttara,6463,0,95,0,65,67,28,44,5,50,18,1,72,0,1
SN,AS,uttara,6464,0,94,1,67,66,28,44,5,49,18,1,71,0,1
SN,AS,uttara,6465,0,94,1,68,66,28,44,5,49,18,1,70,0,1
SN,AS,uttara,6466,0,94,1,69,66,28,44,5,48,18,1,70,0,1
SN,AS,uttara,6467,0,94,1,69,66,28,44,5,48,18,1,70,0,1
SN,AS,uttara,6468,0,94,1,68,66,28,45,5,49,18,1,69,0,1
SN,AS,uttara,6469,0,94,1,67,67,28,45,4,49,18,1,70,0,1
SN,AS,uttara,6470,0,93,1,69,67,28,46,4,49,19,1,67,0,1
SN,AS,uttara,6471,0,93,1,70,67,27,44,4,51,20,1,66,0,1
SN,AS,uttara,6472,0,93,1,69,67,27,45,4,51,20,1,66,0,1
SN,AS,uttara,6473,0,95,1,67,67,27,46,4,50,20,1,66,0,1
SN,AS,uttara,6474,0,95,1,68,67,27,47,4,48,20,1,66,0,1
SN,AS,uttara,6475,0,96,1,68,67,28,47,4,47,20,1,65,0,1
SN,AS,uttara,6476,0,96,1,68,67,28,47,4,46,21,1,65,0,1
SN,AS,uttara,6477,0,96,1,69,67,28,48,4,48,20,0,63,0,1
SN,AS,uttara,6478,0,98,1,68,67,28,47,4,49,19,0,63,0,1
SN,AS,uttara,6479,0,99,1,66,67,27,46,4,51,20,0,63,0,1
SN,AS,uttara,6480,0,99,1,66,67,28,46,4,51,20,0,62,0,1
SN,AS,uttara,6481,0,100,1,66,67,27,46,4,51,19,0,63,0,1
SN,AS,uttara,6482,0,101,1,66,67,27,46,4,50,19,0,63,0,1
SN,AS,uttara,6483,0,100,1,66,67,28,47,4,50,18,0,63,0,1
SN,AS,uttara,6484,0,101,1,66,67,28,46,4,52,17,0,62,0,1
SN,AS,uttara,6485,0,100,1,67,67,29,46,4,51,17,0,62,0,1
SN,AS,uttara,6486,0,100,1,68,67,29,46,4,50,17,0,62,0,1
SN,AS,uttara,6487,0,100,1,68,67,28,47,4,51,17,0,61,0,1
SN,AS,uttara,6488,0,101,1,67,67,28,47,4,52,17,0,60,0,1
SN,AS,uttara,6489,0,101,1,67,67,27,47,4,53,18,0,59,0,1
SN,AS,uttara,6490,0,100,1,68,67,27,47,4,53,17,0,60,0,1
SN,AS,uttara,6491,0,99,1,68,66,26,48,5,55,16,0,60,0,1
SN,AS,uttara,6492,0,98,1,69,67,26,48,4,55,16,0,60,0,1
SN,AS,uttara,6493,0,98,1,68,67,26,48,4,54,16,0,62,0,1
SN,AS,uttara,6494,0,99,1,67,67,25,50,4,54,16,0,61,0,1
SN,AS,uttara,6495,0,99,1,65,67,25,50,4,53,17,1,62,0,1
SN,AS,uttara,6496,0,100,1,67,67,24,49,4,51,18,1,62,0,1
SN,AS,uttara,6497,0,101,1,68,67,23,48,4,51,18,1,62,0,1
SN,AS,uttara,6498,0,100,1,68,68,24,46,3,52,19,1,62,0,1
SN,AS,uttara,6499,0,100,1,68,68,24,47,3,52,18,1,62,0,1
SN,AS,uttara,6500,0,99,1,68,68,24,46,3,53,18,1,63,0,1
SN,AS,uttara,6501,0,99,1,66,68,26,46,3,54,19,1,61,0,1
SN,AS,uttara,6502,0,98,1,65,68,26,46,3,56,20,1,60,0,1
SN,AS,uttara,6503,0,97,1,64,68,26,47,3,58,19,1,60,0,1
SN,AS,uttara,6504,0,97,1,66,68,25,47,3,57,20,1,59,0,1
SN,AS,uttara,6505,0,98,1,64,67,25,48,4,57,21,1,58,0,1
SN,AS,uttara,6506,0,99,1,65,67,24,48,4,58,21,1,56,0,1
SN,AS,uttara,6507,0,97,1,65,67,24,49,4,57,21,1,58,0,1
SN,AS,uttara,6508,0,97,1,67,67,25,47,4,56,22,1,57,0,1
SN,AS,uttara,6509,0,97,1,66,67,26,49,4,55,22,1,56,0,1
SN,AS,uttara,6510,0,97,1,66,67,27,47,4,57,23,1,54,0,1
SN,AS,uttara,6511,0,97,1,66,67,28,47,4,57,22,1,54,0,1
SN,AS,uttara,6512,0,98,1,66,67,28,46,4,56,22,1,55,0,1
SN,AS,uttara,6513,0,98,1,66,67,28,47,4,55,21,1,56,0,1
SN,AS,uttara,6514,0,100,1,67,68,27,45,3,55,21,1,56,0,1
SN,AS,uttara,6515,0,101,1,67,68,28,44,3,54,22,1,55,0,1
SN,AS,uttara,6516,0,100,1,65,68,28,45,3,54,21,1,58,0,1
SN,AS,uttara,6517,0,100,1,67,68,28,44,3,54,21,1,57,0,1
SN,AS,uttara,6518,0,100,1,64,68,29,44,3,56,21,1,57,0,1
SN,AS,uttara,6519,0,101,1,64,68,29,44,3,56,21,1,56,0,1
SN,AS,uttara,6520,0,102,1,64,69,30,46,3,56,21,1,57,0,0
SN,AS,uttara,6521,0,102,1,63,69,30,46,3,57,19,1,59,0,0
SN,AS,uttara,6522,0,102,1,64,69,30,44,3,57,19,1,60,0,0
SN,AS,uttara,6523,0,102,1,63,69,30,45,3,57,18,1,61,0,0
SN,AS,uttara,6524,0,102,1,64,69,29,45,3,55,19,1,62,0,0
SN,AS,uttara,6525,0,101,1,65,69,29,46,3,55,19,1,61,0,0
SN,AS,uttara,6526,0,100,1,66,68,29,46,3,55,19,1,61,0,0
SN,AS,uttara,6527,0,100,1,67,68,29,46,3,55,19,1,60,0,0
SN,AS,uttara,6528,0,100,1,67,68,28,46,3,55,20,1,60,0,0
SN,AS,uttara,6529,0,100,1,66,68,28,47,3,54,21,1,60,0,0
SN,AS,uttara,6530,0,100,1,65,69,27,47,2,56,21,1,60,0,0
SN,AS,uttara,6531,0,100,1,64,69,28,47,2,57,21,1,59,0,0
SN,AS,uttara,6532,0,100,1,64,69,28,47,2,57,23,1,57,0,0
SN,AS,uttara,6533,0,99,1,64,69,27,48,2,56,23,1,59,0,0
SN,AS,uttara,6534,0,99,1,63,69,27,49,2,55,23,1,60,0,0
SN,AS,uttara,6535,0,99,1,62,69,27,50,2,55,23,1,60,0,0
SN,AS,uttara,6536,0,98,1,62,69,26,50,2,55,23,1,62,0,0
SN,AS,uttara,6537,0,100,1,62,70,26,49,2,56,24,2,60,0,0
SN,AS,uttara,6538,0,101,1,61,71,26,47,2,56,24,2,57,0,0
SN,AS,uttara,6539,0,102,0,61,72,26,46,2,56,25,2,57,0,0
SN,AS,uttara,6540,0,103,0,60,72,26,44,2,57,27,2,56,0,0
SN,AS,uttara,6541,0,103,0,59,72,26,45,2,57,28,2,55,0,0
SN,AS,uttara,6542,0,103,0,60,72,26,44,2,58,28,2,54,0,0
SN,AS,uttara,6543,0,104,0,60,72,28,42,2,58,28,2,53,0,0
SN,AS,uttara,6544,0,104,0,61,72,29,42,2,56,28,2,53,0,0
SN,AS,uttara,6545,0,104,0,60,72,29,41,2,57,28,2,54,0,0
SN,AS,uttara,6546,0,103,0,60,71,30,41,2,56,27,2,56,0,0
SN,AS,uttara,6547,0,103,0,62,70,31,40,3,56,26,2,55,0,0
SN,AS,uttara,6548,0,101,0,62,70,32,39,3,57,27,2,55,0,0
SN,AS,uttara,6549,0,100,0,62,70,32,38,3,58,28,2,55,0,0
SN,AS,uttara,6550,0,100,0,63,70,31,38,3,58,28,2,55,0,0
SN,AS,uttara,6551,0,100,0,62,70,32,37,3,59,29,2,54,0,0
SN,AS,uttara,6552,0,101,0,62,70,32,36,3,58,29,2,55,0,0
SN,AS,uttara,6553,0,100,0,63,70,33,36,3,57,28,2,56,0,0
SN,AS,uttara,6554,0,100,0,63,70,33,37,3,55,27,2,58,0,0
SN,AS,uttara,6555,0,101,0,62,70,32,36,3,58,27,2,57,0,0
SN,AS,uttara,6556,0,100,0,63,70,32,36,3,58,27,2,57,0,0
SN,AS,uttara,6557,0,99,0,63,70,32,36,3,57,28,2,58,0,0
SN,AS,uttara,6558,0,98,0,63,70,32,36,3,56,29,2,59,0,0
SN,AS,uttara,6559,0,97,0,63,70,33,37,3,54,30,2,59,0,0
SN,AS,uttara,6560,0,97,0,62,70,33,36,3,55,31,2,59,0,0
SN,AS,uttara,6561,0,97,0,61,70,33,36,3,55,31,2,60,0,0
SN,AS,uttara,6562,0,97,0,62,69,33,36,4,54,31,2,60,0,0
SN,AS,uttara,6563,0,96,0,63,69,34,35,4,53,32,2,60,0,0
SN,AS,uttara,6564,0,96,0,63,69,35,35,4,52,32,2,60,0,0
SN,AS,uttara,6565,0,97,0,62,69,35,36,4,51,32,2,60,0,0
SN,AS,uttara,6566,0,99,0,62,70,35,35,3,49,33,3,59,0,0
SN,AS,uttara,6567,0,100,0,60,70,36,36,3,49,34,3,57,0,0
SN,AS,uttara,6568,0,102,0,59,70,36,37,3,48,34,3,56,0,0
SN,AS,uttara,6569,0,101,0,61,70,37,35,3,47,35,3,56,0,0
SN,AS,uttara,6570,0,101,0,62,70,36,36,3,48,35,2,55,0,0
SN,AS,uttara,6571,0,100,0,63,70,36,36,3,48,34,2,56,0,0
SN,AS,uttara,6572,0,99,0,64,70,36,36,3,48,35,2,55,0,0
SN,AS,uttara,6573,0,99,0,66,70,36,37,3,47,34,2,54,0,0
SN,AS,uttara,6574,0,101,0,66,70,36,36,3,45,34,2,55,0,0
SN,AS,uttara,6575,0,101,0,65,70,37,38,3,44,34,2,54,0,0
SN,AS,uttara,6576,0,103,0,65,70,35,39,3,43,34,2,54,0,0
SN,AS,uttara,6577,0,104,0,67,70,35,38,3,42,33,2,54,0,0
SN,AS,uttara,6578,0,104,0,68,70,36,38,3,40,33,2,54,0,0
SN,AS,uttara,6579,0,104,0,65,70,37,38,3,43,32,2,54,0,0
SN,AS,uttara,6580,0,103,0,66,70,37,37,3,45,31,2,54,0,0
SN,AS,uttara,6581,0,102,0,66,70,38,37,3,44,31,2,55,0,0
SN,AS,uttara,6582,0,102,0,67,70,38,35,3,45,32,2,54,0,0
SN,AS,uttara,6583,0,102,0,67,70,38,35,3,45,31,2,55,0,0
SN,AS,uttara,6584,0,103,0,66,69,37,34,4,46,31,2,56,0,0
SN,AS,uttara,6585,0,103,0,66,69,36,36,4,44,30,2,58,0,0
SN,AS,uttara,6586,0,103,0,65,69,35,37,4,45,31,2,57,0,0
SN,AS,uttara,6587,0,102,0,65,69,35,37,4,47,31,2,56,0,0
SN,AS,uttara,6588,0,103,0,65,69,34,36,4,48,32,2,55,0,0
SN,AS,uttara,6589,0,101,0,66,69,35,36,4,48,32,2,55,0,0
SN,AS,uttara,6590,0,100,0,66,69,34,37,4,48,31,2,57,0,0
SN,AS,uttara,6591,0,100,0,68,69,35,36,4,48,31,2,55,0,0
SN,AS,uttara,6592,0,100,0,66,68,34,37,5,49,31,2,56,0,0
SN,AS,uttara,6593,0,101,0,66,68,33,38,5,48,31,2,56,0,0
SN,AS,uttara,6594,0,100,0,65,68,34,38,5,49,32,2,55,0,0
SN,AS,uttara,6595,0,101,0,65,68,33,37,5,51,32,2,54,0,0
SN,AS,uttara,6596,0,102,0,66,68,33,38,5,50,32,2,52,0,0
SN,AS,uttara,6597,0,102,0,66,68,33,38,5,51,33,2,50,0,0
SN,AS,uttara,6598,0,102,0,68,68,33,37,5,51,33,2,49,0,0
SN,AS,uttara,6599,0,104,0,67,68,33,37,5,51,33,2,48,0,0
SN,AS,uttara,6600,0,106,0,66,68,33,36,5,51,33,2,48,0,0
SN,AS,uttara,6601,0,107,0,65,69,33,36,5,52,33,2,47,0,0
SN,AS,uttara,6602,0,107,0,65,69,33,36,5,51,34,2,47,0,0
SN,AS,uttara,6603,0,107,0,65,69,34,38,5,49,33,2,47,0,0
SN,AS,uttara,6604,0,107,0,65,69,36,36,5,51,32,2,46,0,0
SN,AS,uttara,6605,0,105,0,66,68,36,35,5,51,34,2,46,0,0
SN,AS,uttara,6606,0,103,0,66,68,36,36,5,50,35,2,47,0,0
SN,AS,uttara,6607,0,102,0,66,68,37,37,5,50,33,2,48,0,0
SN,AS,uttara,6608,0,102,0,66,68,38,36,5,51,33,2,47,0,0
SN,AS,uttara,6609,0,103,0,65,68,39,35,5,51,34,2,46,0,0
SN,AS,uttara,6610,0,103,0,65,68,40,34,5,52,34,2,45,0,0
SN,AS,uttara,6611,0,103,0,65,68,41,34,5,51,35,3,43,0,0
SN,AS,uttara,6612,0,103,0,65,68,41,35,5,51,34,2,44,0,0
SN,AS,uttara,6613,0,103,0,63,68,41,37,5,51,35,2,43,0,0
SN,AS,uttara,6614,0,103,0,62,68,41,37,5,51,35,2,44,0,0
