Text_Type,Book,Chapter,Window,GLG,GG,LLL,LLG,GGL,GGG,G,LG,LGG,L,GLL,LGL,GL,LL
SN,AS,nidana,1,140,14,56,85,123,131,26,6,101,11,86,121,2,3
SN,AS,nidana,2,141,13,56,84,124,130,26,6,101,12,86,122,2,3
SN,AS,nidana,3,140,13,56,83,123,131,27,5,103,12,86,123,2,3
SN,AS,nidana,4,138,12,54,81,123,128,28,5,103,12,85,122,2,3
SN,AS,nidana,5,138,11,52,78,122,126,29,5,102,12,83,122,2,3
SN,AS,nidana,6,134,10,51,77,115,125,29,5,102,12,80,119,2,3
SN,AS,nidana,7,131,10,48,74,113,124,29,5,93,12,80,115,2,3
SN,AS,nidana,8,127,10,46,70,106,122,29,5,88,11,74,108,2,3
SN,AS,nidana,9,127,10,51,67,109,130,29,5,91,11,74,104,2,3
SN,AS,nidana,10,130,9,53,71,116,136,29,5,97,11,74,108,3,3
SN,AS,nidana,11,130,9,53,72,114,137,29,5,98,11,74,108,3,3
SN,AS,nidana,12,129,9,54,72,114,136,29,5,98,11,74,107,4,3
SN,AS,nidana,13,128,9,53,70,112,133,30,5,95,11,75,105,4,2
SN,AS,nidana,14,123,9,52,68,109,133,31,5,94,11,73,103,3,2
SN,AS,nidana,15,122,9,50,65,109,133,32,5,95,10,73,104,3,2
SN,AS,nidana,16,121,9,50,66,110,134,33,5,96,10,73,105,3,2
SN,AS,nidana,17,118,9,49,65,106,133,34,5,93,10,74,104,3,2
SN,AS,nidana,18,118,9,49,66,105,131,34,5,93,10,72,104,3,2
SN,AS,nidana,19,118,9,49,67,105,131,35,5,93,10,72,105,3,2
SN,AS,nidana,20,108,9,49,66,98,125,36,5,86,10,67,103,3,2
SN,AS,nidana,21,108,9,49,64,98,125,36,5,85,10,64,103,3,2
SN,AS,nidana,22,108,9,49,64,96,124,36,5,82,10,64,103,3,2
SN,AS,nidana,23,108,8,49,64,96,125,37,5,83,10,64,104,3,2
SN,AS,nidana,24,107,8,49,63,94,125,38,5,83,10,65,105,3,2
SN,AS,nidana,25,108,7,49,63,94,125,39,5,84,10,64,106,3,2
SN,AS,nidana,26,108,6,48,63,94,127,40,5,85,10,63,106,3,2
SN,AS,nidana,27,108,6,48,63,93,125,41,5,83,9,61,106,3,2
SN,AS,nidana,28,106,5,48,63,91,127,42,5,82,9,59,108,3,2
SN,AS,nidana,29,107,4,48,64,93,123,43,5,81,9,59,109,3,2
SN,AS,nidana,30,107,4,48,64,94,124,44,5,81,9,59,110,3,2
SN,AS,nidana,31,103,4,47,64,95,123,45,5,82,8,60,110,3,2
SN,AS,nidana,32,102,4,46,63,94,122,44,5,82,9,59,110,3,2
SN,AS,nidana,33,103,3,46,63,94,123,45,5,82,9,60,110,3,2
SN,AS,nidana,34,103,3,46,63,93,125,46,5,83,9,59,111,3,2
SN,AS,nidana,35,102,3,46,64,92,126,46,5,84,9,59,112,3,2
SN,AS,nidana,36,102,3,46,63,92,122,46,5,83,9,58,112,3,2
SN,AS,nidana,37,102,3,46,61,91,122,46,5,83,9,59,113,3,2
SN,AS,nidana,38,101,3,46,61,90,123,47,5,82,9,58,114,3,1
SN,AS,nidana,39,100,3,46,60,90,121,48,4,83,9,59,116,3,1
SN,AS,nidana,40,99,2,46,57,91,120,48,4,84,10,58,117,3,1
SN,AS,nidana,41,102,2,45,56,92,119,49,3,83,10,59,117,3,1
SN,AS,nidana,42,104,2,44,56,92,118,50,3,83,9,57,117,3,1
SN,AS,nidana,43,104,2,45,57,91,119,50,3,82,9,57,118,3,1
SN,AS,nidana,44,104,2,45,58,90,120,51,2,82,9,58,118,3,1
SN,AS,nidana,45,89,2,29,53,84,118,52,1,76,9,48,108,3,1
SN,AS,nidana,46,84,1,28,49,82,116,52,1,71,10,41,103,3,1
SN,AS,nidana,47,81,1,25,40,74,111,53,1,61,10,39,94,3,1
SN,AS,nidana,48,82,0,25,39,76,111,53,1,61,11,39,95,3,1
SN,AS,nidana,49,75,0,17,33,67,104,54,1,52,11,28,91,3,1
SN,AS,nidana,50,74,0,17,33,64,104,55,1,53,11,29,91,3,0
SN,AS,nidana,51,75,0,17,34,64,105,56,1,53,11,30,91,2,0
SN,AS,nidana,52,78,0,17,32,64,103,56,1,54,11,30,91,2,0
SN,AS,nidana,53,77,0,17,33,64,104,56,1,54,11,30,90,2,0
SN,AS,nidana,54,78,0,17,34,64,105,56,1,53,11,29,89,2,0
SN,AS,nidana,55,78,0,17,35,64,104,56,1,53,11,28,90,2,0
SN,AS,nidana,56,79,0,17,35,64,104,56,1,54,11,28,88,2,0
SN,AS,nidana,57,80,0,17,34,65,103,57,1,54,10,28,88,2,0
SN,AS,nidana,58,81,0,17,34,65,102,57,1,54,10,28,88,2,0
SN,AS,nidana,59,83,0,17,34,63,102,57,1,55,10,28,87,2,0
SN,AS,nidana,60,83,0,17,35,63,101,57,1,55,10,28,87,2,0
SN,AS,nidana,61,84,0,17,36,62,100,57,1,56,10,28,86,2,0
SN,AS,nidana,62,84,0,17,35,61,100,57,1,57,10,29,86,2,0
SN,AS,nidana,63,86,0,17,35,60,100,58,1,58,9,28,85,2,0
SN,AS,nidana,64,85,0,17,35,61,101,58,1,57,9,28,85,2,0
SN,AS,nidana,65,84,0,17,35,62,101,58,1,58,9,28,84,2,0
SN,AS,nidana,66,84,0,17,36,62,100,59,1,57,9,27,86,2,0
SN,AS,nidana,67,83,0,17,37,61,101,59,1,57,9,27,86,2,0
SN,AS,nidana,68,83,0,17,37,60,102,59,1,56,9,28,86,2,0
SN,AS,nidana,69,83,0,17,37,60,102,59,1,56,9,28,86,2,0
SN,AS,nidana,70,83,0,17,36,61,102,59,1,56,9,28,86,2,0
SN,AS,nidana,71,82,0,17,37,62,100,59,1,57,9,28,86,2,0
SN,AS,nidana,72,84,0,17,37,61,98,59,1,58,9,28,86,2,0
SN,AS,nidana,73,84,0,17,37,61,98,59,1,59,9,27,86,2,0
SN,AS,nidana,74,85,0,17,36,60,97,60,1,59,9,27,88,2,0
SN,AS,nidana,75,84,0,17,36,60,95,61,1,61,8,28,88,2,0
SN,AS,nidana,76,84,0,17,36,60,95,62,1,61,7,28,88,2,0
SN,AS,nidana,77,84,0,17,36,61,95,63,1,60,6,28,88,2,0
SN,AS,nidana,78,84,0,17,36,61,95,63,1,60,6,28,88,2,0
SN,AS,nidana,79,85,0,17,36,63,96,63,1,59,6,28,88,2,0
SN,AS,nidana,80,86,0,17,36,64,97,63,1,59,6,28,88,2,0
SN,AS,nidana,81,87,0,16,36,65,95,64,1,59,6,29,89,2,0
SN,AS,nidana,82,87,0,16,35,64,96,65,0,60,6,29,90,2,0
SN,AS,nidana,83,86,0,15,35,64,93,66,0,58,6,29,91,2,0
SN,AS,nidana,84,81,0,6,31,59,83,67,0,50,6,21,88,2,0
SN,AS,nidana,85,77,0,3,27,51,78,68,0,42,6,20,84,1,0
SN,AS,nidana,86,77,0,3,26,51,79,69,0,41,5,20,86,1,0
SN,AS,nidana,87,78,0,2,26,53,79,70,0,41,5,20,88,0,0
SN,AS,nidana,88,78,0,2,25,54,81,70,0,40,5,19,88,0,0
SN,AS,nidana,89,79,0,2,25,54,80,70,0,40,5,19,88,0,0
SN,AS,nidana,90,77,0,2,25,55,81,70,0,39,5,20,88,0,0
SN,AS,nidana,91,78,0,2,25,55,81,70,0,38,5,20,88,0,0
SN,AS,nidana,92,78,0,2,25,55,83,69,1,38,5,19,87,0,0
SN,AS,nidana,93,79,0,2,24,54,84,69,1,38,5,19,87,0,0
SN,AS,nidana,94,78,0,2,25,54,84,69,1,37,5,20,87,0,0
SN,AS,nidana,95,79,0,2,24,54,84,69,1,37,5,20,87,0,0
SN,AS,nidana,96,80,0,2,24,54,85,69,1,35,5,20,87,0,0
SN,AS,nidana,97,80,0,2,24,55,84,69,1,36,5,20,86,0,0
SN,AS,nidana,98,81,0,2,24,56,85,69,1,35,5,19,85,0,0
SN,AS,nidana,99,80,0,2,25,55,86,69,1,35,5,19,85,0,0
SN,AS,nidana,100,82,0,2,25,54,85,69,1,34,5,19,86,0,0
SN,AS,nidana,101,82,0,2,26,54,83,68,1,34,6,19,87,0,0
SN,AS,nidana,102,81,0,2,27,55,83,68,1,34,6,19,86,0,0
SN,AS,nidana,103,82,0,2,28,54,82,68,1,34,6,19,86,0,0
SN,AS,nidana,104,82,0,2,28,53,82,68,1,35,6,19,86,0,0
SN,AS,nidana,105,84,0,2,28,51,82,68,1,35,6,19,86,0,0
SN,AS,nidana,106,86,0,2,28,50,81,67,1,36,6,19,85,0,0
SN,AS,nidana,107,85,0,2,28,50,82,68,1,36,5,18,86,0,0
SN,AS,nidana,108,85,0,2,29,50,82,68,1,36,5,17,86,0,0
SN,AS,nidana,109,85,0,2,29,51,80,68,1,36,5,17,87,0,0
SN,AS,nidana,110,87,0,2,28,52,78,68,1,35,5,17,88,0,0
SN,AS,nidana,111,87,0,2,29,53,75,69,1,35,4,18,88,0,0
SN,AS,nidana,112,88,0,2,30,52,75,69,1,35,4,17,88,0,0
SN,AS,nidana,113,90,0,2,30,50,74,69,1,36,4,17,88,0,0
SN,AS,nidana,114,90,0,2,32,52,74,69,1,34,4,16,87,0,0
SN,AS,nidana,115,91,0,2,32,52,74,70,1,33,3,16,87,0,0
SN,AS,nidana,116,88,0,2,32,53,75,70,1,33,3,15,87,0,0
SN,AS,nidana,117,87,0,2,32,51,77,70,1,33,3,14,87,0,0
SN,AS,nidana,118,87,0,1,31,52,76,70,1,33,3,14,87,0,0
SN,AS,nidana,119,87,0,0,29,53,76,69,1,33,4,14,87,0,0
SN,AS,nidana,120,85,0,0,29,54,73,69,1,34,4,14,88,0,0
SN,AS,nidana,121,84,0,0,30,53,71,70,1,34,3,14,89,0,0
SN,AS,nidana,122,83,0,0,30,54,71,69,1,34,4,14,89,0,0
SN,AS,nidana,123,84,0,0,30,52,71,70,1,34,3,14,90,0,0
SN,AS,nidana,124,84,0,0,30,51,72,70,1,34,3,14,90,0,0
SN,AS,nidana,125,83,0,0,29,52,74,70,1,33,3,14,90,0,0
SN,AS,nidana,126,82,0,0,28,54,74,70,1,34,3,13,90,0,0
SN,AS,nidana,127,81,0,0,29,54,74,69,1,33,4,13,91,0,0
SN,AS,nidana,128,81,0,0,28,54,74,69,1,33,4,14,91,0,0
SN,AS,nidana,129,82,0,0,27,53,75,68,1,33,5,14,91,0,0
SN,AS,nidana,130,83,0,0,26,53,75,68,1,34,5,14,90,0,0
SN,AS,nidana,131,82,0,0,28,54,74,68,1,33,5,14,90,0,0
SN,AS,nidana,132,81,0,0,27,54,73,68,1,35,5,14,91,0,0
SN,AS,nidana,133,80,0,0,27,52,74,68,1,35,5,15,92,0,0
SN,AS,nidana,134,78,0,0,28,53,74,67,1,34,6,16,92,0,0
SN,AS,nidana,135,78,0,0,27,53,74,67,1,35,6,16,92,0,0
SN,AS,nidana,136,77,0,0,27,53,75,67,1,35,6,16,92,0,0
SN,AS,nidana,137,78,0,0,27,53,75,67,1,35,6,15,92,0,0
SN,AS,nidana,138,76,0,0,28,54,76,67,1,34,6,15,92,0,0
SN,AS,nidana,139,77,0,0,28,55,74,67,1,33,6,15,93,0,0
SN,AS,nidana,140,77,0,0,28,56,74,67,1,32,6,15,93,0,0
SN,AS,nidana,141,77,0,0,27,55,75,67,1,32,6,15,94,0,0
SN,AS,nidana,142,78,0,0,26,56,74,67,1,32,6,15,94,0,0
SN,AS,nidana,143,79,0,0,26,55,75,67,1,32,6,14,94,0,0
SN,AS,nidana,144,79,0,0,27,56,73,67,1,32,6,14,94,0,0
SN,AS,nidana,145,80,0,0,26,56,72,67,1,32,6,15,94,0,0
SN,AS,nidana,146,80,0,0,25,56,72,67,1,33,6,15,94,0,0
SN,AS,nidana,147,78,0,0,26,55,75,67,1,32,6,15,94,0,0
SN,AS,nidana,148,79,0,0,26,55,75,67,1,31,6,16,93,0,0
SN,AS,nidana,149,77,0,0,26,54,76,67,1,32,6,17,93,0,0
SN,AS,nidana,150,78,0,0,26,55,77,67,1,29,6,16,94,0,0
SN,AS,nidana,151,77,0,0,25,57,76,67,1,29,6,16,95,0,0
SN,AS,nidana,152,76,0,0,25,56,76,67,1,29,6,16,97,0,0
SN,AS,nidana,153,76,0,0,25,58,75,67,1,28,6,16,97,0,0
SN,AS,nidana,154,76,0,0,25,56,76,67,1,29,6,16,97,0,0
SN,AS,nidana,155,75,0,1,25,55,74,66,1,30,7,17,98,0,0
SN,AS,nidana,156,75,0,1,25,54,75,66,1,30,7,16,99,0,0
SN,AS,nidana,157,73,0,1,26,54,75,66,1,30,7,16,100,0,0
SN,AS,nidana,158,72,0,1,26,54,77,66,1,30,7,16,99,0,0
SN,AS,nidana,159,72,0,1,26,54,77,66,1,29,7,16,100,0,0
SN,AS,nidana,160,73,0,1,26,53,76,66,1,29,7,17,100,0,0
SN,AS,nidana,161,74,0,1,26,53,75,66,1,28,7,18,100,0,0
SN,AS,nidana,162,75,0,1,26,51,77,66,1,28,7,18,99,0,0
SN,AS,nidana,163,75,0,1,26,50,78,66,1,28,7,18,99,0,0
SN,AS,nidana,164,73,0,1,26,52,77,66,1,28,7,18,100,0,0
SN,AS,nidana,165,73,0,1,27,51,76,66,1,29,7,18,100,0,0
SN,AS,nidana,166,73,0,1,26,51,77,66,1,29,7,18,100,0,0
SN,AS,nidana,167,73,0,1,25,51,77,67,0,29,7,18,101,0,0
SN,AS,nidana,168,72,0,1,26,51,77,67,0,30,7,18,100,0,0
SN,AS,nidana,169,73,0,1,24,52,77,67,0,31,7,17,100,0,0
SN,AS,nidana,170,72,0,1,25,51,78,67,0,31,7,17,100,0,0
SN,AS,nidana,171,70,0,1,26,51,77,66,0,33,8,17,100,0,0
SN,AS,nidana,172,69,0,1,26,51,78,66,0,32,8,18,100,0,0
SN,AS,nidana,173,69,0,1,26,50,79,65,0,32,9,18,100,0,0
SN,AS,nidana,174,70,0,1,25,52,79,65,0,32,9,17,99,0,0
SN,AS,nidana,175,68,0,1,25,52,81,64,0,33,10,17,98,0,0
SN,AS,nidana,176,69,0,1,24,52,81,65,0,34,9,17,97,0,0
SN,AS,nidana,177,70,0,1,24,51,80,65,0,35,9,17,97,0,0
SN,AS,nidana,178,69,0,1,24,51,81,65,0,36,9,17,96,0,0
SN,AS,nidana,179,68,0,1,23,52,81,65,0,36,9,17,97,0,0
SN,AS,nidana,180,66,0,1,24,53,80,65,0,37,9,17,97,0,0
SN,AS,nidana,181,65,0,1,24,54,81,66,0,36,9,16,98,0,0
SN,AS,nidana,182,65,0,1,24,54,82,66,0,36,9,16,97,0,0
SN,AS,nidana,183,65,0,1,23,54,84,66,0,35,9,16,97,0,0
SN,AS,nidana,184,67,0,1,22,54,85,66,0,34,9,16,96,0,0
SN,AS,nidana,185,66,0,1,22,53,87,66,0,35,9,16,95,0,0
SN,AS,nidana,186,66,0,1,21,52,88,66,0,35,9,16,96,0,0
SN,AS,nidana,187,66,0,1,21,52,89,66,0,34,9,16,96,0,0
SN,AS,nidana,188,64,0,1,22,52,89,66,0,34,9,17,96,0,0
SN,AS,nidana,189,64,0,1,20,51,89,66,0,34,9,18,98,0,0
SN,AS,nidana,190,62,1,1,21,52,88,65,0,35,9,20,100,0,0
SN,AS,nidana,191,64,1,2,21,51,88,64,0,35,10,22,100,0,0
SN,AS,nidana,192,63,1,2,21,51,86,64,0,35,10,22,100,0,0
SN,AS,nidana,193,62,1,3,20,50,87,64,0,35,10,21,99,0,0
SN,AS,nidana,194,62,1,3,20,49,87,65,0,37,9,20,99,0,0
SN,AS,nidana,195,64,1,3,21,47,87,64,1,36,9,20,98,0,0
SN,AS,nidana,196,64,1,3,20,46,86,64,1,36,9,21,100,0,0
SN,AS,nidana,197,65,1,3,20,46,86,65,1,36,8,20,100,0,0
SN,AS,nidana,198,64,1,3,21,47,86,65,1,36,8,20,99,0,0
SN,AS,nidana,199,66,1,3,21,47,85,65,1,35,8,20,99,0,0
SN,AS,nidana,200,66,1,3,21,46,85,64,1,36,9,20,99,0,0
SN,AS,nidana,201,69,1,3,21,45,84,64,1,35,9,20,99,0,0
SN,AS,nidana,202,67,1,3,22,45,85,65,1,35,8,20,99,0,0
SN,AS,nidana,203,66,1,3,22,45,84,65,1,36,8,20,100,0,0
SN,AS,nidana,204,64,1,3,23,45,85,66,1,36,7,20,100,0,0
SN,AS,nidana,205,64,1,3,24,45,85,66,1,35,7,20,100,0,0
SN,AS,nidana,206,65,1,3,23,44,84,65,1,35,8,21,101,0,0
SN,AS,nidana,207,66,1,3,24,44,85,65,1,33,8,21,100,0,0
SN,AS,nidana,208,67,1,3,24,45,86,64,1,32,9,20,99,0,0
SN,AS,nidana,209,68,1,3,23,43,88,65,1,32,8,19,100,0,0
SN,AS,nidana,210,68,1,3,24,42,88,65,1,31,8,20,100,0,0
SN,AS,nidana,211,68,1,3,23,42,89,65,1,30,8,20,101,0,0
SN,AS,nidana,212,67,1,3,23,44,88,65,1,29,8,21,101,0,0
SN,AS,nidana,213,69,1,3,23,43,86,65,1,30,8,21,101,0,0
SN,AS,nidana,214,69,1,3,23,41,87,65,1,31,8,22,100,0,0
SN,AS,nidana,215,69,1,3,24,39,87,65,1,32,8,22,100,0,0
SN,AS,nidana,216,69,1,3,24,40,87,65,1,33,8,22,98,0,0
SN,AS,nidana,217,69,1,3,24,40,85,65,1,33,8,23,99,0,0
SN,AS,nidana,218,69,1,3,25,40,83,65,1,33,8,23,100,0,0
SN,AS,nidana,219,68,1,3,25,38,83,65,1,35,8,24,100,0,0
SN,AS,nidana,220,67,1,3,27,37,82,65,1,35,8,25,100,0,0
SN,AS,nidana,221,67,1,3,27,37,83,64,1,34,9,25,100,0,0
SN,AS,nidana,222,69,1,3,27,38,80,64,1,34,9,25,100,0,0
SN,AS,nidana,223,70,1,3,28,37,79,64,1,35,9,24,100,0,0
SN,AS,nidana,224,71,1,3,28,37,78,64,1,36,9,24,99,0,0
SN,AS,nidana,225,71,1,3,29,36,78,64,1,36,9,24,99,0,0
SN,AS,nidana,226,73,1,3,29,33,78,64,1,36,9,25,99,0,0
SN,AS,nidana,227,72,1,3,29,32,78,64,1,38,9,26,98,0,0
SN,AS,nidana,228,73,1,3,29,31,79,64,1,37,9,26,98,0,0
SN,AS,nidana,229,74,1,3,29,32,78,63,2,36,9,26,97,0,0
SN,AS,nidana,230,75,1,2,29,33,78,64,2,37,8,25,96,0,0
SN,AS,nidana,231,75,1,2,29,34,79,64,2,36,8,25,95,0,0
SN,AS,nidana,232,78,1,2,28,35,78,63,2,35,9,25,94,0,0
SN,AS,nidana,233,79,1,2,28,35,75,63,2,35,9,26,95,0,0
SN,AS,nidana,234,79,1,2,29,34,75,63,2,35,9,26,95,0,0
SN,AS,nidana,235,80,1,2,29,34,74,63,2,36,9,25,95,0,0
SN,AS,nidana,236,80,1,2,29,36,73,63,2,36,9,25,94,0,0
SN,AS,nidana,237,78,1,2,30,38,72,63,2,36,9,25,94,0,0
SN,AS,nidana,238,78,1,2,30,39,70,63,2,36,9,26,94,0,0
SN,AS,nidana,239,79,1,2,30,37,70,62,2,38,10,26,93,0,0
SN,AS,nidana,240,80,1,2,30,38,70,61,2,37,11,25,93,0,0
SN,AS,nidana,241,80,1,2,30,37,69,61,2,37,11,26,94,0,0
SN,AS,nidana,242,81,1,2,31,37,66,61,2,38,11,26,94,0,0
SN,AS,nidana,243,81,1,2,30,38,66,61,2,38,11,26,94,0,0
SN,AS,nidana,244,83,1,2,30,37,66,61,2,37,11,27,93,0,0
SN,AS,nidana,245,84,1,2,29,37,66,61,2,37,11,27,93,0,0
SN,AS,nidana,246,85,1,2,29,37,67,62,2,35,10,27,93,0,0
SN,AS,nidana,247,85,1,2,29,36,69,62,2,35,10,26,93,0,0
SN,AS,nidana,248,85,1,2,29,37,66,63,2,35,9,27,94,0,0
SN,AS,nidana,249,86,1,2,29,35,67,63,2,35,9,27,94,0,0
SN,AS,nidana,250,85,1,2,29,35,67,64,2,35,8,28,94,0,0
SN,AS,nidana,251,84,1,2,30,34,70,64,2,33,8,28,94,0,0
SN,AS,nidana,252,83,1,2,30,34,71,64,2,32,8,28,95,0,0
SN,AS,nidana,253,84,1,2,29,34,69,63,2,31,9,29,97,0,0
SN,AS,nidana,254,84,1,2,29,34,69,63,2,32,9,29,96,0,0
SN,AS,nidana,255,86,1,2,28,33,70,63,2,31,9,29,96,0,0
SN,AS,nidana,256,86,1,2,28,32,71,63,2,30,9,29,97,0,0
SN,AS,nidana,257,86,1,2,28,33,70,63,2,30,9,29,97,0,0
SN,AS,nidana,258,85,1,2,30,35,67,63,2,30,9,29,97,0,0
SN,AS,nidana,259,84,1,2,30,35,67,62,2,30,10,29,98,0,0
SN,AS,nidana,260,83,1,2,30,35,67,62,2,29,10,30,99,0,0
SN,AS,nidana,261,82,1,2,31,36,67,62,2,30,10,29,98,0,0
SN,AS,nidana,262,84,1,2,30,36,66,62,2,30,10,29,98,0,0
SN,AS,nidana,263,84,1,2,30,37,66,61,2,30,11,28,98,0,0
SN,AS,nidana,264,85,1,2,30,37,67,61,2,31,11,27,96,0,0
SN,AS,nidana,265,86,0,2,30,35,69,61,3,31,11,25,93,0,0
SN,AS,nidana,266,84,0,1,30,36,68,62,3,33,10,23,92,0,0
SN,AS,nidana,267,84,0,1,30,38,68,62,3,34,10,23,92,0,0
SN,AS,nidana,268,86,0,0,30,38,68,62,3,34,10,24,93,0,0
SN,AS,nidana,269,85,0,0,31,39,67,61,3,32,11,25,94,0,0
SN,AS,nidana,270,84,0,0,30,38,69,62,2,33,11,25,95,0,0
SN,AS,nidana,271,83,0,0,31,39,70,62,2,33,11,25,93,0,0
SN,AS,nidana,272,82,0,0,32,38,70,61,2,34,12,25,93,0,0
SN,AS,nidana,273,81,0,0,32,37,72,61,2,34,12,25,93,0,0
SN,AS,nidana,274,78,0,0,33,38,72,61,2,34,12,25,94,0,0
SN,AS,nidana,275,78,0,0,34,38,73,62,2,33,11,24,94,0,0
SN,AS,nidana,276,76,0,0,34,38,74,61,2,33,12,24,95,0,0
SN,AS,nidana,277,76,0,0,32,39,74,61,2,34,12,25,94,0,0
SN,AS,nidana,278,77,0,0,32,40,74,61,2,33,12,24,94,0,0
SN,AS,nidana,279,77,0,1,31,40,72,61,2,33,12,24,93,0,0
SN,AS,nidana,280,75,0,2,30,40,72,61,2,33,12,24,92,0,0
SN,AS,nidana,281,76,1,2,29,40,73,61,2,34,11,23,90,0,0
SN,AS,nidana,282,77,1,2,29,40,72,60,3,34,11,23,89,0,0
SN,AS,nidana,283,79,1,2,29,39,72,60,4,34,10,23,88,0,0
SN,AS,nidana,284,78,1,3,29,40,70,59,4,35,11,24,87,0,0
SN,AS,nidana,285,79,1,3,28,40,69,59,4,36,11,24,87,0,0
SN,AS,nidana,286,79,1,3,29,41,68,59,4,36,11,24,86,0,0
SN,AS,nidana,287,78,1,3,29,39,68,59,4,37,11,24,88,0,0
SN,AS,nidana,288,78,1,3,28,40,69,59,4,36,11,24,88,0,0
SN,AS,nidana,289,78,1,3,29,40,68,59,4,36,11,24,88,0,0
SN,AS,nidana,290,79,1,3,28,41,68,59,4,35,11,24,88,0,0
SN,AS,nidana,291,80,1,3,28,40,69,59,4,34,11,24,88,0,0
SN,AS,nidana,292,81,1,3,28,41,69,59,4,34,11,23,87,0,0
SN,AS,nidana,293,80,1,3,28,42,69,59,4,34,11,24,86,0,0
SN,AS,nidana,294,80,1,3,29,42,70,59,4,32,11,24,86,0,0
SN,AS,nidana,295,80,1,3,28,42,71,59,4,33,11,23,86,0,0
SN,AS,nidana,296,80,1,3,28,41,72,60,4,32,10,23,87,0,0
SN,AS,nidana,297,80,1,3,27,40,73,60,4,33,10,23,87,0,0
SN,AS,nidana,298,78,1,3,27,43,73,59,4,32,10,24,86,0,0
SN,AS,nidana,299,79,1,3,27,43,74,59,4,30,10,23,87,0,0
SN,AS,nidana,300,79,1,3,26,43,75,59,4,31,10,23,86,0,0
SN,AS,nidana,301,77,1,3,26,44,77,59,4,31,10,22,86,0,0
SN,AS,nidana,302,77,1,3,27,46,77,59,4,30,10,21,85,0,0
SN,AS,nidana,303,76,1,3,28,45,77,59,4,30,10,22,85,0,0
SN,AS,nidana,304,74,1,3,29,46,77,60,3,30,10,22,86,0,0
SN,AS,nidana,305,73,1,3,29,46,79,60,3,28,10,22,87,0,0
SN,AS,nidana,306,74,1,3,29,45,78,60,3,29,10,22,87,0,0
SN,AS,nidana,307,71,1,3,30,44,81,61,3,29,9,22,87,0,0
SN,AS,nidana,308,69,1,3,32,45,82,61,3,29,9,21,86,0,0
SN,AS,nidana,309,68,1,3,31,46,83,61,3,29,9,22,85,0,0
SN,AS,nidana,310,66,1,3,31,46,84,61,3,29,9,23,85,0,0
SN,AS,nidana,311,67,1,3,31,45,84,61,3,30,9,22,85,0,0
SN,AS,nidana,312,69,1,3,30,43,84,61,3,30,9,22,86,0,0
SN,AS,nidana,313,70,1,3,30,43,84,61,3,30,9,21,86,0,0
SN,AS,nidana,314,69,1,3,31,44,84,62,3,28,8,21,87,0,0
SN,AS,nidana,315,69,1,3,30,43,83,63,3,29,7,23,87,0,0
SN,AS,nidana,316,69,1,3,30,44,84,63,3,29,7,22,86,0,0
SN,AS,nidana,317,68,1,3,29,45,85,63,3,28,7,23,86,0,0
SN,AS,nidana,318,68,1,3,29,45,85,62,3,27,8,23,87,0,0
SN,AS,nidana,319,65,1,3,30,46,85,62,3,28,8,22,88,0,0
SN,AS,nidana,320,64,1,3,31,46,84,62,3,29,8,22,88,0,0
SN,AS,nidana,321,63,1,3,30,47,82,62,3,31,8,22,89,0,0
SN,AS,nidana,322,64,1,3,30,47,79,62,3,32,8,22,90,0,0
SN,AS,nidana,323,63,1,3,31,46,82,62,3,32,8,21,89,0,0
SN,AS,nidana,324,62,1,3,31,46,80,62,3,34,8,22,89,0,0
SN,AS,nidana,325,65,1,3,31,46,78,62,3,34,8,21,89,0,0
SN,AS,nidana,326,65,1,3,31,46,77,62,3,34,8,21,90,0,0
SN,AS,nidana,327,65,1,3,31,47,76,61,3,35,9,21,89,0,0
SN,AS,nidana,328,66,1,3,31,47,78,62,3,35,8,20,87,0,0
SN,AS,nidana,329,68,1,3,31,45,78,62,3,34,8,20,88,0,0
SN,AS,nidana,330,67,1,3,32,46,76,62,3,34,8,20,89,0,0
SN,AS,nidana,331,68,1,3,32,46,75,62,3,34,8,20,89,0,0
SN,AS,nidana,332,69,1,3,32,46,75,62,3,33,8,20,89,0,0
SN,AS,nidana,333,72,1,3,30,44,75,62,3,34,8,20,89,0,0
SN,AS,nidana,334,72,1,3,31,44,75,63,3,34,7,20,88,0,0
SN,AS,nidana,335,73,1,3,31,45,74,63,3,35,7,19,87,0,0
SN,AS,nidana,336,73,1,3,30,45,75,63,3,35,7,19,87,0,0
SN,AS,nidana,337,71,1,3,30,45,77,63,3,35,7,19,87,0,0
SN,AS,nidana,338,72,1,3,29,44,78,64,3,35,6,19,87,0,0
SN,AS,nidana,339,72,1,3,29,43,79,64,3,35,6,19,87,0,0
SN,AS,nidana,340,72,1,3,28,45,77,65,2,35,6,19,88,0,0
SN,AS,nidana,341,75,1,3,28,43,78,65,2,33,6,19,88,0,0
SN,AS,nidana,342,76,1,3,28,42,79,65,2,32,6,19,88,0,0
SN,AS,nidana,343,76,1,3,28,42,79,65,2,33,6,18,88,0,0
SN,AS,nidana,344,76,1,4,27,41,80,66,2,33,5,17,86,0,0
SN,AS,nidana,345,75,1,4,28,41,78,66,2,33,5,17,85,0,0
SN,AS,nidana,346,76,1,4,27,40,79,65,2,34,5,17,84,0,0
SN,AS,nidana,347,77,1,4,27,41,78,65,3,33,4,17,83,0,0
SN,AS,nidana,348,77,1,4,26,42,75,65,3,33,4,17,86,0,0
