Text_Type,Book,Chapter,Window,LLG,GLG,LGL,G,GGG,LG,LGG,L,LL,GG,GL,GLL,GGL,LLL
SN,AS,shareera,1257,21,21,23,12,22,2,13,3,0,1,1,13,30,5
SN,AS,shareera,1258,21,20,22,11,23,2,14,3,0,1,1,13,29,5
SN,AS,shareera,1259,20,20,22,10,22,2,15,3,0,1,1,13,28,5
SN,AS,shareera,1260,21,19,21,9,21,2,16,3,0,2,1,14,30,5
SN,AS,shareera,1261,21,20,20,8,20,2,18,3,0,2,2,16,29,5
SN,AS,shareera,1262,22,21,18,7,20,2,16,3,0,2,3,16,28,5
SN,AS,shareera,1263,21,22,17,6,22,2,16,3,1,2,3,16,30,6
SN,AS,shareera,1264,21,26,16,6,23,2,18,2,1,2,3,19,29,6
SN,AS,shareera,1265,24,34,24,6,31,2,19,1,2,2,3,23,31,11
SN,AS,shareera,1266,23,34,23,5,29,2,19,1,2,2,3,23,30,12
SN,AS,shareera,1267,25,35,23,5,29,2,18,1,2,2,3,24,28,13
SN,AS,shareera,1268,27,36,23,6,29,2,18,1,2,2,3,25,28,14
SN,AS,shareera,1269,29,37,24,6,27,2,17,1,2,2,3,26,28,14
SN,AS,shareera,1270,30,36,25,6,28,1,17,2,2,2,3,27,27,15
SN,AS,shareera,1271,33,42,26,6,31,1,21,2,3,2,3,30,30,22
SN,AS,shareera,1272,31,39,21,5,27,1,15,2,3,2,3,28,25,22
SN,AS,shareera,1273,30,38,20,4,25,1,15,2,3,2,3,31,22,23
SN,AS,shareera,1274,27,37,20,4,25,1,15,2,3,2,3,36,22,25
SN,AS,shareera,1275,26,37,19,5,28,0,15,2,3,2,3,35,24,25
SN,AS,shareera,1276,25,39,19,5,29,0,15,3,3,2,3,35,23,23
SN,AS,shareera,1277,33,45,28,5,36,0,21,4,3,2,3,37,32,27
SN,AS,shareera,1278,32,45,28,5,36,0,21,3,3,2,3,36,32,28
SN,AS,shareera,1279,32,44,27,4,40,0,25,3,3,2,3,36,32,28
SN,AS,shareera,1280,31,44,27,4,44,0,29,3,3,2,2,36,29,28
SN,AS,shareera,1281,30,46,29,5,43,0,28,3,3,2,2,36,27,28
SN,AS,shareera,1282,30,47,29,5,44,0,28,4,3,1,2,37,28,28
SN,AS,shareera,1283,30,48,29,6,42,0,28,4,3,1,2,38,28,29
SN,AS,shareera,1284,31,48,29,6,42,0,27,4,3,1,2,39,28,30
SN,AS,shareera,1285,31,48,29,7,43,0,27,4,3,0,2,38,27,30
SN,AS,shareera,1286,30,47,30,7,44,1,25,4,3,0,1,37,26,30
SN,AS,shareera,1287,31,46,31,7,45,1,26,4,3,1,0,39,27,30
SN,AS,shareera,1288,32,45,33,7,44,2,26,4,2,1,0,38,27,29
SN,AS,shareera,1289,33,41,33,7,43,2,25,5,2,1,0,35,28,29
SN,AS,shareera,1290,32,34,25,7,35,2,23,5,1,1,0,30,27,24
SN,AS,shareera,1291,32,34,25,8,36,2,25,5,1,1,0,31,29,23
SN,AS,shareera,1292,31,33,28,8,37,2,25,5,1,1,0,30,30,23
SN,AS,shareera,1293,29,32,27,7,38,2,27,5,1,1,0,30,31,23
SN,AS,shareera,1294,29,31,26,6,40,2,27,5,2,1,0,31,35,23
SN,AS,shareera,1295,28,30,27,7,39,2,27,4,2,1,0,30,36,22
SN,AS,shareera,1296,24,23,25,7,35,2,23,4,1,2,0,27,32,15
SN,AS,shareera,1297,24,26,27,7,36,2,24,5,1,2,0,29,33,16
SN,AS,shareera,1298,25,25,27,8,36,2,25,5,1,2,0,26,35,14
SN,AS,shareera,1299,28,26,28,8,39,2,27,5,1,2,1,21,36,12
SN,AS,shareera,1300,28,24,29,7,37,2,28,5,1,2,1,21,35,12
SN,AS,shareera,1301,28,22,29,7,36,2,29,4,1,2,1,21,33,12
SN,AS,shareera,1302,20,15,20,7,30,2,23,3,1,3,1,17,24,8
SN,AS,shareera,1303,20,15,20,8,30,2,24,3,1,3,1,17,24,7
SN,AS,shareera,1304,20,16,20,9,28,2,20,3,1,3,1,19,24,7
SN,AS,shareera,1305,20,17,20,9,26,2,17,3,1,3,2,19,24,7
SN,AS,shareera,1306,21,16,20,8,28,2,17,4,1,3,2,18,24,7
SN,AS,shareera,1307,22,14,19,8,28,2,17,3,1,3,3,20,23,7
SN,AS,shareera,1308,22,13,19,7,30,2,16,3,1,3,3,18,23,6
SN,AS,shareera,1309,21,15,18,7,31,2,16,4,1,3,3,17,24,6
SN,AS,shareera,1310,21,15,20,6,33,2,19,4,1,3,3,18,24,10
SN,AS,shareera,1311,22,18,20,6,33,1,20,4,1,3,3,20,28,13
SN,AS,shareera,1312,21,19,21,6,37,1,21,4,1,2,3,19,32,13
SN,AS,shareera,1313,19,18,19,6,36,0,22,4,1,2,3,19,31,13
SN,AS,shareera,1314,17,19,19,7,39,0,21,3,1,2,3,18,30,13
SN,AS,shareera,1315,15,18,19,7,40,0,21,4,1,2,3,19,29,13
SN,AS,shareera,1316,16,19,20,6,41,0,19,4,1,2,3,18,27,13
SN,AS,shareera,1317,16,19,18,5,39,0,20,4,1,3,3,19,28,12
SN,AS,shareera,1318,16,19,21,6,38,0,18,4,1,3,3,20,29,12
SN,AS,shareera,1319,14,19,21,6,35,0,18,4,0,3,3,18,25,12
SN,AS,shareera,1320,13,20,20,6,37,0,18,4,0,3,3,19,24,12
SN,AS,shareera,1321,13,22,21,7,38,0,18,4,0,2,3,18,24,12
SN,AS,shareera,1322,13,19,19,7,37,0,17,4,0,2,3,18,23,11
SN,AS,shareera,1323,13,18,20,6,37,0,16,4,0,2,3,18,22,11
SN,AS,shareera,1324,10,16,20,7,34,0,15,4,0,2,2,19,22,11
SN,AS,shareera,1325,10,17,21,7,33,0,14,4,0,2,2,20,21,12
SN,AS,shareera,1326,11,17,22,7,31,0,15,4,0,2,2,22,22,12
SN,AS,shareera,1327,11,19,23,7,30,0,15,5,0,1,2,22,23,12
SN,AS,shareera,1328,11,20,23,6,30,0,14,5,0,1,2,22,23,12
SN,AS,shareera,1329,13,22,26,5,33,0,14,6,0,1,2,20,26,13
SN,AS,shareera,1330,14,23,28,5,34,0,14,6,0,1,1,21,29,14
SN,AS,shareera,1331,13,22,26,5,31,0,14,5,0,1,1,21,28,15
SN,AS,shareera,1332,12,24,28,5,32,0,16,5,0,1,0,21,29,18
SN,AS,shareera,1333,12,24,28,5,30,0,18,5,0,2,0,22,30,18
SN,AS,shareera,1334,16,28,31,5,36,0,22,4,0,2,1,23,35,19
SN,AS,shareera,1335,14,27,29,5,33,0,18,4,0,3,1,23,35,15
SN,AS,shareera,1336,14,24,28,5,33,0,17,4,0,3,1,20,31,12
SN,AS,shareera,1337,14,24,28,5,31,0,20,4,0,4,1,19,28,12
SN,AS,shareera,1338,16,28,32,5,33,0,19,4,0,4,2,21,27,14
SN,AS,shareera,1339,16,27,31,4,31,0,20,4,0,4,2,21,28,14
SN,AS,shareera,1340,16,26,30,4,31,0,21,3,0,4,2,20,28,14
SN,AS,shareera,1341,15,25,29,4,31,0,21,3,0,4,3,20,29,14
SN,AS,shareera,1342,15,25,27,4,31,0,21,4,0,3,3,19,27,14
SN,AS,shareera,1343,15,26,25,3,30,0,21,4,0,4,3,17,25,14
SN,AS,shareera,1344,15,26,25,3,30,0,22,4,0,4,4,17,25,13
SN,AS,shareera,1345,15,26,24,2,28,0,23,4,0,4,4,17,26,13
SN,AS,shareera,1346,15,24,23,1,28,0,25,4,0,4,4,18,26,13
SN,AS,shareera,1347,15,24,24,1,28,1,25,3,0,4,4,16,27,12
SN,AS,shareera,1348,14,25,23,1,28,2,25,3,0,4,4,15,26,13
SN,AS,shareera,1349,15,25,22,0,30,2,25,3,0,4,4,14,25,13
SN,AS,shareera,1350,15,25,20,1,30,2,25,3,0,4,4,13,26,12
SN,AS,shareera,1351,14,25,19,1,31,2,23,3,0,5,4,11,26,12
SN,AS,shareera,1352,14,24,18,1,31,3,23,2,0,5,4,12,25,12
SN,AS,shareera,1353,15,24,18,1,31,3,23,2,0,6,4,12,25,12
SN,AS,shareera,1354,14,21,15,1,26,4,24,1,0,6,4,12,25,11
SN,AS,shareera,1355,14,20,13,1,23,4,23,1,0,6,4,11,22,10
SN,AS,shareera,1356,14,21,13,1,24,4,23,1,0,6,5,11,22,9
SN,AS,shareera,1357,14,19,11,2,23,4,21,1,0,6,5,8,20,6
SN,AS,shareera,1358,14,20,11,3,23,4,19,1,0,5,5,8,19,6
SN,AS,shareera,1359,10,14,9,3,16,4,14,1,0,6,4,8,13,4
SN,AS,shareera,1360,10,15,9,4,16,4,15,1,0,5,4,7,12,4
SN,AS,shareera,1361,9,16,9,4,15,4,15,1,0,5,4,7,15,4
SN,AS,shareera,1362,9,17,7,4,12,5,11,1,0,4,4,7,13,4
SN,AS,shareera,1363,7,14,4,4,11,5,11,1,0,5,3,5,13,2
SN,AS,shareera,1364,8,14,5,5,11,5,12,1,0,5,3,5,12,3
SN,AS,shareera,1365,7,16,5,5,10,6,11,1,0,5,3,5,14,4
SN,AS,shareera,1366,7,16,5,5,8,6,12,1,0,5,2,5,14,4
SN,AS,shareera,1367,9,17,6,6,9,6,11,0,0,5,2,6,14,4
SN,AS,shareera,1368,10,16,5,6,11,6,12,0,0,4,2,7,14,3
SN,AS,shareera,1369,11,17,6,6,12,6,11,0,0,4,1,7,15,3
SN,AS,shareera,1370,11,18,6,7,13,6,10,0,0,4,1,6,14,3
SN,AS,shareera,1371,12,18,7,7,13,6,9,0,0,4,1,5,14,3
SN,AS,shareera,1372,13,18,7,7,15,5,9,0,1,4,1,6,13,3
SN,AS,shareera,1373,14,18,8,8,15,4,9,0,1,4,1,7,14,2
SN,AS,shareera,1374,15,18,8,8,13,5,10,0,1,4,1,7,14,2
SN,AS,shareera,1375,15,17,9,7,14,5,10,0,1,5,1,10,13,3
SN,AS,shareera,1376,16,18,10,7,14,5,12,0,1,4,2,10,12,3
SN,AS,shareera,1377,17,19,13,7,16,4,13,0,1,5,2,13,13,7
SN,AS,shareera,1378,16,19,13,8,16,4,13,0,1,4,2,15,14,7
SN,AS,shareera,1379,15,20,14,9,17,3,12,0,1,4,2,16,12,7
SN,AS,shareera,1380,14,20,15,10,19,3,15,0,1,4,2,17,12,7
SN,AS,shareera,1381,14,19,16,11,19,3,15,0,1,4,1,17,12,9
SN,AS,shareera,1382,14,19,18,10,18,3,15,0,1,5,1,17,13,9
SN,AS,shareera,1383,14,20,18,9,18,3,15,0,1,5,1,16,14,9
SN,AS,shareera,1384,14,22,18,9,18,3,16,0,1,4,1,15,14,9
SN,AS,shareera,1385,15,23,18,8,18,3,18,0,1,4,1,16,14,9
SN,AS,shareera,1386,15,24,19,8,19,3,18,0,1,4,1,16,11,9
SN,AS,shareera,1387,14,23,23,8,19,2,18,0,1,5,1,16,11,13
SN,AS,shareera,1388,16,23,22,8,19,2,19,0,1,4,1,16,11,13
SN,AS,shareera,1389,15,23,22,7,20,2,19,0,1,4,1,16,11,12
SN,AS,shareera,1390,15,21,23,7,20,1,19,0,1,5,1,16,9,12
SN,AS,shareera,1391,15,21,23,8,21,1,18,0,1,5,1,16,9,12
SN,AS,shareera,1392,13,20,23,7,20,2,19,0,1,5,1,15,9,12
SN,AS,shareera,1393,12,21,24,7,19,2,18,0,1,5,1,14,9,12
SN,AS,shareera,1394,11,22,23,8,18,2,18,0,1,5,1,14,8,12
SN,AS,shareera,1395,11,21,24,7,17,2,19,1,1,5,1,14,8,12
SN,AS,shareera,1396,10,21,24,7,17,2,18,2,1,5,1,14,8,12
SN,AS,shareera,1397,9,21,23,7,17,2,18,3,0,5,1,13,8,12
SN,AS,shareera,1398,8,21,23,6,17,2,18,3,0,5,1,12,8,12
SN,AS,shareera,1399,6,21,23,6,18,1,17,4,0,5,1,12,8,12
SN,AS,shareera,1400,7,21,22,6,19,1,18,5,0,4,1,9,8,11
SN,AS,shareera,1401,7,20,21,6,20,1,16,5,0,4,1,9,8,11
SN,AS,shareera,1402,6,19,18,6,18,1,17,5,0,3,1,5,8,7
SN,AS,shareera,1403,7,20,18,5,18,1,18,5,0,3,1,3,7,7
SN,AS,shareera,1404,7,23,19,4,18,2,19,5,0,3,1,3,7,7
SN,AS,shareera,1405,7,24,19,3,17,2,17,5,0,3,1,3,7,7
SN,AS,shareera,1406,8,25,18,2,16,2,18,6,0,3,1,3,8,6
SN,AS,shareera,1407,10,25,17,2,16,2,18,6,0,2,1,3,7,7
SN,AS,shareera,1408,12,26,17,2,16,2,20,6,0,2,2,3,6,9
SN,AS,shareera,1409,13,25,17,3,17,2,19,6,0,2,2,4,6,9
SN,AS,shareera,1410,12,24,18,4,19,2,17,6,0,2,2,3,6,9
SN,AS,shareera,1411,14,22,18,5,18,2,17,6,0,2,2,3,8,9
SN,AS,shareera,1412,14,24,15,6,19,2,16,6,0,1,2,3,8,5
SN,AS,shareera,1413,13,23,16,7,19,2,16,6,0,1,2,4,8,5
SN,AS,shareera,1414,13,26,16,8,17,2,15,6,0,1,2,4,8,5
SN,AS,shareera,1415,14,27,17,9,18,2,15,6,0,0,2,4,8,4
SN,AS,shareera,1416,14,29,19,9,18,2,15,6,0,0,2,4,7,4
SN,AS,shareera,1417,13,29,18,10,18,1,15,6,0,0,2,4,7,5
SN,AS,shareera,1418,13,28,17,10,19,1,17,6,0,1,2,4,7,6
SN,AS,shareera,1419,14,28,17,9,19,2,17,6,0,1,2,4,8,6
SN,AS,shareera,1420,15,31,18,9,22,2,21,6,0,1,2,5,12,9
SN,AS,shareera,1421,15,32,17,10,21,2,23,5,0,1,2,5,11,9
SN,AS,shareera,1422,16,33,17,11,23,2,23,4,0,1,2,5,12,10
SN,AS,shareera,1423,16,32,17,12,24,2,23,4,0,1,2,5,12,10
SN,AS,shareera,1424,17,32,18,12,24,2,22,3,0,1,2,6,14,10
SN,AS,shareera,1425,17,33,19,12,22,2,22,2,0,1,2,7,16,11
SN,AS,shareera,1426,19,36,23,12,26,2,24,3,0,1,1,11,16,12
SN,AS,shareera,1427,19,35,23,12,26,2,23,3,0,1,2,11,16,12
SN,AS,shareera,1428,18,36,24,12,28,2,22,4,0,1,2,11,16,13
SN,AS,shareera,1429,18,33,23,12,29,1,22,4,0,2,2,10,16,14
SN,AS,shareera,1430,18,33,22,12,29,2,21,4,0,2,2,10,17,16
SN,AS,shareera,1431,18,33,23,12,30,2,21,3,0,3,2,10,16,15
SN,AS,shareera,1432,16,33,24,12,33,2,22,4,0,3,2,10,16,14
SN,AS,shareera,1433,14,30,24,12,35,3,20,4,0,3,1,11,18,12
SN,AS,shareera,1434,13,29,24,12,34,3,20,4,0,3,1,10,19,12
SN,AS,shareera,1435,13,29,25,11,34,3,19,4,0,3,1,10,21,12
SN,AS,shareera,1436,11,30,24,10,35,4,20,4,0,3,1,10,19,12
SN,AS,shareera,1437,12,27,23,10,34,4,20,4,0,3,1,11,19,12
SN,AS,shareera,1438,11,27,23,9,33,4,19,4,0,4,1,10,19,12
SN,AS,shareera,1439,11,25,23,8,35,4,21,4,0,4,1,10,19,12
SN,AS,shareera,1440,10,24,23,7,35,4,22,4,0,4,1,13,20,12
SN,AS,shareera,1441,11,26,22,7,34,4,22,4,0,4,1,13,21,12
SN,AS,shareera,1442,11,30,22,6,39,5,21,4,0,4,1,14,23,11
SN,AS,shareera,1443,11,31,22,6,39,5,22,4,0,4,1,16,23,10
SN,AS,shareera,1444,13,32,26,6,44,4,28,4,0,4,1,20,27,11
SN,AS,shareera,1445,15,30,25,6,41,4,25,3,0,4,1,20,24,8
SN,AS,shareera,1446,16,29,25,6,44,4,24,3,0,4,1,20,26,8
SN,AS,shareera,1447,16,30,25,5,42,4,26,4,0,4,1,20,27,7
SN,AS,shareera,1448,16,32,25,5,46,4,27,4,0,4,1,20,27,7
SN,AS,shareera,1449,16,33,24,5,47,4,27,4,0,4,1,19,27,8
SN,AS,shareera,1450,15,33,23,5,47,4,27,4,0,5,1,19,27,7
SN,AS,shareera,1451,13,31,20,6,41,4,26,3,0,5,1,15,27,6
SN,AS,shareera,1452,13,32,20,7,41,4,26,3,0,5,0,15,26,6
SN,AS,shareera,1453,13,30,20,8,40,4,29,2,0,5,0,16,26,5
SN,AS,shareera,1454,15,30,20,9,38,4,29,2,0,4,0,17,26,4
SN,AS,shareera,1455,16,29,20,9,41,3,31,2,0,4,0,16,25,2
SN,AS,shareera,1456,15,28,19,9,41,3,30,2,1,3,0,16,26,2
SN,AS,shareera,1457,18,28,17,9,39,3,29,1,1,3,0,16,26,3
SN,AS,shareera,1458,18,29,17,9,40,2,29,1,1,3,0,15,26,3
SN,AS,shareera,1459,19,30,16,8,40,2,29,1,1,4,0,15,27,3
SN,AS,shareera,1460,19,30,15,8,41,2,29,1,1,4,0,15,26,4
SN,AS,shareera,1461,19,30,16,8,42,1,28,2,1,4,0,17,28,6
SN,AS,shareera,1462,18,31,18,8,46,1,28,2,1,4,0,17,29,6
SN,AS,shareera,1463,19,33,20,9,49,1,30,2,1,3,0,20,30,7
SN,AS,shareera,1464,20,32,19,9,49,2,29,2,1,3,0,21,31,7
SN,AS,shareera,1465,20,33,17,9,49,2,28,2,1,3,0,19,30,7
SN,AS,shareera,1466,19,29,16,8,49,2,28,2,1,3,1,19,29,8
SN,AS,shareera,1467,19,26,17,9,46,1,28,2,1,3,1,18,28,8
SN,AS,shareera,1468,19,26,18,9,45,1,26,3,1,2,1,16,29,8
SN,AS,shareera,1469,16,25,15,10,41,1,20,3,1,2,1,12,25,7
SN,AS,shareera,1470,15,24,15,11,42,1,18,3,1,2,1,11,24,7
SN,AS,shareera,1471,15,26,16,11,39,1,18,3,1,2,1,11,22,7
SN,AS,shareera,1472,14,24,17,12,37,1,17,2,1,2,1,12,22,7
SN,AS,shareera,1473,15,23,17,12,33,1,16,2,1,2,1,12,22,7
SN,AS,shareera,1474,14,23,18,13,34,1,16,2,1,2,1,12,20,6
SN,AS,shareera,1475,14,23,19,14,36,1,15,2,1,1,1,11,19,6
SN,AS,shareera,1476,13,23,19,13,38,1,14,3,1,1,1,11,20,6
SN,AS,shareera,1477,13,24,20,13,40,1,13,3,1,1,1,11,20,6
SN,AS,shareera,1478,13,25,20,12,39,1,11,4,1,1,1,10,21,6
SN,AS,shareera,1479,11,25,20,12,39,1,12,4,1,1,1,10,20,6
SN,AS,shareera,1480,10,24,21,13,37,1,10,4,1,1,1,11,21,6
SN,AS,shareera,1481,10,24,22,13,38,1,10,5,0,1,1,11,22,6
SN,AS,shareera,1482,7,24,23,13,39,1,12,6,0,1,1,11,22,5
SN,AS,shareera,1483,7,24,25,14,37,1,12,6,0,1,1,11,21,5
SN,AS,shareera,1484,7,25,26,15,37,1,12,6,0,0,1,12,19,5
SN,AS,shareera,1485,7,24,27,16,35,1,12,6,0,0,1,13,19,4
SN,AS,shareera,1486,7,25,28,17,34,1,12,5,0,0,1,11,17,2
SN,AS,shareera,1487,7,25,27,17,32,1,12,5,0,0,1,11,16,2
SN,AS,shareera,1488,7,24,26,17,30,1,10,5,0,0,1,8,15,1
SN,AS,shareera,1489,6,24,27,18,29,0,9,5,0,0,1,8,15,1
SN,AS,shareera,1490,6,24,28,19,30,0,9,5,0,0,1,7,16,1
SN,AS,shareera,1491,7,25,29,20,32,0,9,5,0,0,0,7,16,0
SN,AS,shareera,1492,7,25,30,20,31,0,10,5,0,0,0,7,15,0
SN,AS,shareera,1493,7,24,29,21,30,0,10,4,0,0,0,7,14,1
SN,AS,shareera,1494,8,23,28,20,32,0,11,4,0,0,0,7,13,1
SN,AS,shareera,1495,7,24,27,19,31,1,11,4,0,0,0,7,14,1
SN,AS,shareera,1496,7,23,27,19,31,1,11,4,0,0,0,8,14,1
SN,AS,shareera,1497,8,24,27,19,32,1,11,4,0,0,0,7,12,1
SN,AS,shareera,1498,7,24,27,19,32,1,11,4,0,0,0,7,13,1
SN,AS,shareera,1499,7,23,29,19,30,1,11,4,0,0,0,8,13,1
SN,AS,shareera,1500,7,25,28,18,30,2,11,4,0,0,0,8,12,1
SN,AS,shareera,1501,8,25,28,18,29,2,11,4,0,0,0,9,11,1
SN,AS,shareera,1502,8,24,28,18,29,2,12,4,0,0,0,9,11,1
SN,AS,shareera,1503,9,23,29,19,29,2,11,3,0,0,0,9,11,1
SN,AS,shareera,1504,9,25,29,19,29,2,9,3,0,0,0,9,11,1
SN,AS,shareera,1505,9,26,30,19,27,2,10,3,0,0,0,8,11,1
SN,AS,shareera,1506,9,26,31,20,25,2,10,2,0,0,0,9,11,1
SN,AS,shareera,1507,10,26,31,21,25,2,9,1,0,0,0,9,11,1
SN,AS,shareera,1508,10,28,30,20,24,2,10,2,0,0,0,9,10,1
SN,AS,shareera,1509,10,27,30,20,25,2,10,2,0,0,0,8,11,1
SN,AS,shareera,1510,10,28,29,20,26,2,10,2,0,0,0,7,11,1
SN,AS,shareera,1511,11,27,28,20,26,2,10,2,0,0,0,7,12,1
SN,AS,shareera,1512,11,28,28,20,24,2,10,2,0,0,0,7,13,1
SN,AS,shareera,1513,10,29,28,19,24,2,10,3,0,0,0,7,13,1
SN,AS,shareera,1514,10,30,29,19,24,2,10,3,0,0,0,6,12,1
SN,AS,shareera,1515,12,29,29,18,22,2,10,4,0,0,0,6,13,1
SN,AS,shareera,1516,12,29,29,17,21,2,11,5,0,0,0,6,13,1
SN,AS,shareera,1517,13,28,28,17,23,2,10,5,0,0,0,6,13,1
SN,AS,shareera,1518,13,29,29,17,25,2,9,5,0,0,0,7,13,0
SN,AS,shareera,1519,12,30,30,17,23,2,8,6,0,0,0,8,13,0
SN,AS,shareera,1520,11,28,31,18,24,1,9,6,0,0,0,8,14,0
SN,AS,shareera,1521,11,27,31,18,25,1,10,6,0,0,0,7,14,0
SN,AS,shareera,1522,10,28,31,18,24,1,10,6,0,0,0,7,15,0
SN,AS,shareera,1523,10,27,31,18,25,1,11,6,0,0,0,7,14,0
SN,AS,shareera,1524,11,27,29,17,24,1,11,7,0,0,0,6,17,0
SN,AS,shareera,1525,13,24,31,17,23,0,11,8,0,0,0,6,17,0
SN,AS,shareera,1526,12,23,32,18,24,0,11,7,0,0,0,6,17,0
SN,AS,shareera,1527,12,23,32,18,22,0,11,7,0,0,0,7,18,0
SN,AS,shareera,1528,12,22,31,18,24,0,11,7,0,0,0,7,17,1
SN,AS,shareera,1529,13,19,31,18,24,0,13,7,0,0,0,7,17,1
SN,AS,shareera,1530,14,19,30,18,25,0,12,7,0,0,0,7,17,1
SN,AS,shareera,1531,14,19,29,18,25,0,13,7,0,0,0,7,17,1
SN,AS,shareera,1532,13,20,29,18,23,0,13,7,0,0,0,8,18,1
SN,AS,shareera,1533,14,17,29,19,26,0,12,6,0,0,0,8,18,1
SN,AS,shareera,1534,14,16,30,19,26,0,12,6,0,0,0,8,18,1
SN,AS,shareera,1535,14,17,30,19,25,0,12,6,0,0,0,9,17,1
SN,AS,shareera,1536,13,16,30,19,26,0,12,6,0,0,0,9,18,1
SN,AS,shareera,1537,15,14,30,19,28,0,12,6,0,0,0,8,17,1
SN,AS,shareera,1538,15,12,28,19,27,0,13,5,0,0,0,9,20,1
SN,AS,shareera,1539,15,12,27,19,28,0,12,5,0,0,0,10,20,1
SN,AS,shareera,1540,14,12,27,20,30,0,13,4,0,0,0,10,18,1
SN,AS,shareera,1541,14,13,27,21,30,0,12,3,0,0,0,10,18,1
SN,AS,shareera,1542,13,13,28,21,27,0,13,3,0,0,0,10,20,1
SN,AS,shareera,1543,13,13,29,21,27,0,13,3,0,0,0,9,20,1
SN,AS,shareera,1544,13,12,29,22,27,0,13,2,0,0,0,9,21,1
SN,AS,shareera,1545,13,14,30,21,27,0,12,3,0,0,0,9,19,1
SN,AS,shareera,1546,12,16,31,21,27,0,10,3,0,0,0,9,19,1
SN,AS,shareera,1547,13,14,31,21,28,0,10,3,0,0,0,10,18,1
SN,AS,shareera,1548,14,15,31,20,26,0,10,4,0,0,0,10,18,1
SN,AS,shareera,1549,15,16,32,21,26,0,10,3,0,0,0,10,15,1
SN,AS,shareera,1550,13,17,31,22,26,0,11,2,0,0,0,10,16,1
SN,AS,shareera,1551,15,17,31,22,25,0,11,2,0,0,0,9,16,1
SN,AS,shareera,1552,16,18,31,22,25,0,10,2,0,0,0,8,16,1
SN,AS,shareera,1553,15,18,31,22,23,0,13,2,0,0,0,9,16,0
SN,AS,shareera,1554,14,19,31,22,23,0,13,2,0,0,0,8,17,0
SN,AS,shareera,1555,14,18,32,22,22,0,14,2,0,0,0,9,16,0
SN,AS,shareera,1556,14,18,33,22,22,0,15,2,0,0,0,8,15,0
SN,AS,shareera,1557,15,18,35,22,22,0,14,2,0,0,0,7,14,0
SN,AS,shareera,1558,14,19,35,22,20,0,14,2,0,0,0,8,15,0
SN,AS,shareera,1559,14,19,34,22,22,0,14,2,0,0,0,8,14,0
SN,AS,shareera,1560,14,18,34,22,23,0,15,2,0,0,0,7,14,0
SN,AS,shareera,1561,15,18,34,22,23,0,15,2,0,0,0,7,13,0
SN,AS,shareera,1562,13,19,35,22,23,0,15,2,0,0,0,7,13,0
SN,AS,shareera,1563,13,19,35,23,23,0,16,2,0,0,0,6,10,0
SN,AS,shareera,1564,14,19,34,23,23,0,17,2,0,0,0,5,11,0
SN,AS,shareera,1565,14,21,33,22,21,1,16,2,0,0,0,5,12,0
SN,AS,shareera,1566,14,21,32,21,23,1,17,2,0,0,0,5,13,0
SN,AS,shareera,1567,14,24,30,20,24,1,17,2,0,0,0,7,11,0
SN,AS,shareera,1568,15,23,28,19,24,2,18,2,0,0,0,8,11,1
SN,AS,shareera,1569,17,25,27,18,24,2,19,2,0,1,0,7,11,1
SN,AS,shareera,1570,18,25,25,18,26,2,19,1,1,1,0,7,12,1
SN,AS,shareera,1571,18,24,23,17,25,3,19,1,1,1,0,9,12,1
SN,AS,shareera,1572,17,25,22,16,24,3,18,1,1,1,1,8,12,1
SN,AS,shareera,1573,17,24,21,17,24,3,17,0,1,1,1,8,11,1
SN,AS,shareera,1574,15,24,21,16,25,3,17,0,1,1,1,8,12,1
SN,AS,shareera,1575,15,24,20,15,26,3,18,1,1,1,1,10,11,1
SN,AS,shareera,1576,14,24,19,14,27,3,19,2,1,1,1,10,12,1
SN,AS,shareera,1577,14,25,18,13,27,4,21,2,1,1,1,11,11,1
SN,AS,shareera,1578,14,25,18,12,28,4,21,2,1,1,2,11,14,1
SN,AS,shareera,1579,14,26,17,11,29,4,19,2,1,1,2,12,14,1
SN,AS,shareera,1580,13,27,15,10,32,4,21,2,1,1,2,11,14,1
SN,AS,shareera,1581,14,27,13,9,32,4,19,2,1,1,3,11,13,3
SN,AS,shareera,1582,13,26,12,9,33,4,20,2,1,1,3,12,13,3
SN,AS,shareera,1583,13,27,12,9,34,4,20,2,1,1,3,11,12,3
SN,AS,shareera,1584,12,27,12,9,32,4,21,2,1,1,3,12,13,3
SN,AS,shareera,1585,12,26,13,9,32,4,21,2,1,1,3,12,13,3
SN,AS,shareera,1586,13,26,14,9,31,4,21,2,1,1,3,12,12,3
SN,AS,shareera,1587,13,27,14,9,30,4,21,2,1,1,3,12,12,3
SN,AS,shareera,1588,13,28,15,9,31,4,20,2,1,1,3,13,12,3
SN,AS,shareera,1589,12,28,16,9,29,4,20,2,1,1,3,15,11,3
SN,AS,shareera,1590,11,29,17,9,29,3,21,3,1,1,3,15,10,3
SN,AS,shareera,1591,10,29,18,10,27,3,21,3,1,1,3,15,9,3
SN,AS,shareera,1592,10,28,19,11,28,3,20,3,1,1,3,13,9,3
SN,AS,shareera,1593,10,29,20,12,28,2,19,3,1,1,3,12,9,2
SN,AS,shareera,1594,9,26,21,13,29,2,18,3,1,0,3,13,8,2
SN,AS,shareera,1595,8,26,23,14,27,2,18,3,0,0,3,13,7,2
