Text_Type,Book,Chapter,Window,GGL,LGG,G,GLL,L,GLG,LLL,GG,GGG,LLG,LG,LGL,GL,LL
SN,AS,uttara,349,17,15,25,8,0,21,0,0,18,12,0,34,0,0
SN,AS,uttara,350,17,15,25,8,0,21,0,0,18,13,0,33,0,0
SN,AS,uttara,351,15,15,25,8,0,22,0,0,17,14,0,34,0,0
SN,AS,uttara,352,13,16,24,9,0,23,1,0,17,14,0,32,0,0
SN,AS,uttara,353,11,16,23,9,0,23,1,0,16,14,0,30,0,1
SN,AS,uttara,354,10,15,23,9,0,23,1,0,18,14,0,30,0,1
SN,AS,uttara,355,10,15,22,9,1,23,1,0,17,15,0,30,0,1
SN,AS,uttara,356,9,14,22,9,1,23,1,0,18,15,0,31,0,1
SN,AS,uttara,357,9,13,22,10,1,24,1,0,17,15,0,31,0,1
SN,AS,uttara,358,10,13,22,9,1,24,1,0,17,14,0,32,0,1
SN,AS,uttara,359,10,14,22,8,1,24,1,0,18,13,0,32,0,1
SN,AS,uttara,360,9,14,22,8,1,26,1,0,17,13,0,32,0,1
SN,AS,uttara,361,8,14,22,8,1,26,1,0,16,14,0,33,0,1
SN,AS,uttara,362,8,13,22,10,1,26,1,0,16,13,0,33,0,1
SN,AS,uttara,363,8,14,22,9,1,24,1,0,16,15,0,33,0,1
SN,AS,uttara,364,7,14,22,9,1,25,1,0,17,14,0,33,0,1
SN,AS,uttara,365,6,14,22,9,1,26,1,0,18,14,0,32,0,1
SN,AS,uttara,366,6,15,22,8,1,28,1,0,19,13,0,30,0,1
SN,AS,uttara,367,5,14,21,9,2,29,1,0,19,12,0,31,0,1
SN,AS,uttara,368,6,13,21,8,2,29,1,0,20,11,0,32,0,1
SN,AS,uttara,369,6,14,21,8,2,29,1,0,20,10,0,32,0,1
SN,AS,uttara,370,7,14,20,8,2,28,1,0,20,11,1,31,0,1
SN,AS,uttara,371,9,13,20,8,2,28,1,0,19,11,1,31,0,1
SN,AS,uttara,372,9,12,20,8,2,27,1,0,20,11,1,32,0,1
SN,AS,uttara,373,8,12,20,8,2,26,1,0,22,12,1,31,0,1
SN,AS,uttara,374,9,10,20,7,2,27,1,0,22,13,1,31,0,1
SN,AS,uttara,375,8,13,20,8,2,26,1,0,21,12,1,31,0,1
SN,AS,uttara,376,8,13,20,8,2,26,1,0,22,12,1,30,0,1
SN,AS,uttara,377,9,12,21,7,2,26,0,0,22,13,1,31,0,1
SN,AS,uttara,378,10,12,22,7,2,26,0,0,22,14,1,34,0,0
SN,AS,uttara,379,10,13,22,8,2,24,0,0,21,14,1,35,0,0
SN,AS,uttara,380,9,13,23,8,1,23,0,0,22,15,1,35,0,0
SN,AS,uttara,381,9,14,23,8,1,24,0,0,22,14,1,34,0,0
SN,AS,uttara,382,11,13,23,6,1,23,1,0,23,14,1,34,0,0
SN,AS,uttara,383,11,12,23,6,1,25,1,0,23,14,1,33,0,0
SN,AS,uttara,384,12,11,23,6,1,26,1,0,22,14,1,33,0,0
SN,AS,uttara,385,13,12,23,6,1,25,1,0,22,13,1,33,0,0
SN,AS,uttara,386,13,13,23,7,1,26,1,0,22,12,1,31,0,0
SN,AS,uttara,387,13,14,23,5,1,28,1,0,21,12,1,31,0,0
SN,AS,uttara,388,13,14,23,5,1,28,1,0,22,10,1,32,0,0
SN,AS,uttara,389,14,14,23,5,1,27,1,0,20,11,1,33,0,0
SN,AS,uttara,390,14,15,23,5,1,28,1,0,18,11,1,33,0,0
SN,AS,uttara,391,15,14,23,6,1,28,1,0,17,11,1,33,0,0
SN,AS,uttara,392,16,15,24,5,0,28,1,0,17,11,1,32,0,0
SN,AS,uttara,393,17,16,24,5,0,27,1,0,17,11,1,31,0,0
SN,AS,uttara,394,17,14,24,4,0,28,1,0,19,11,1,31,0,0
SN,AS,uttara,395,17,14,25,4,0,27,1,0,20,10,0,32,0,0
SN,AS,uttara,396,15,16,25,5,0,27,1,0,20,9,0,32,0,0
SN,AS,uttara,397,16,15,25,5,0,29,1,0,19,9,0,31,0,0
SN,AS,uttara,398,18,15,25,5,0,30,1,0,17,8,0,31,0,0
SN,AS,uttara,399,17,16,25,5,0,28,1,0,18,9,0,31,0,0
SN,AS,uttara,400,19,13,25,4,0,28,1,0,19,10,0,31,0,0
SN,AS,uttara,401,19,14,25,4,0,28,1,0,19,9,0,31,0,0
SN,AS,uttara,402,18,14,25,5,0,29,1,0,19,8,0,31,0,0
SN,AS,uttara,403,18,15,25,5,0,30,1,0,20,7,0,29,0,0
SN,AS,uttara,404,18,15,25,4,0,31,1,0,20,8,0,28,0,0
SN,AS,uttara,405,18,16,25,4,0,31,1,0,19,8,0,28,0,0
SN,AS,uttara,406,19,17,25,4,0,31,1,0,17,8,0,28,0,0
SN,AS,uttara,407,17,17,25,4,0,34,0,0,17,8,0,28,0,0
SN,AS,uttara,408,16,18,25,4,0,34,0,0,18,8,0,27,0,0
SN,AS,uttara,409,17,17,25,4,0,32,0,0,18,9,0,28,0,0
SN,AS,uttara,410,18,17,25,4,0,31,0,0,18,9,0,28,0,0
SN,AS,uttara,411,18,16,25,3,0,30,0,0,20,9,0,29,0,0
SN,AS,uttara,412,19,16,25,4,0,27,0,0,21,9,0,29,0,0
SN,AS,uttara,413,19,18,25,5,0,26,0,0,20,9,0,28,0,0
SN,AS,uttara,414,18,19,25,6,0,27,0,0,19,8,0,28,0,0
SN,AS,uttara,415,19,18,25,6,0,26,0,0,21,7,0,28,0,0
SN,AS,uttara,416,18,18,25,6,0,26,0,0,22,7,0,28,0,0
SN,AS,uttara,417,17,17,25,6,0,26,0,0,21,9,0,29,0,0
SN,AS,uttara,418,16,16,24,6,1,27,0,0,21,9,0,30,0,0
SN,AS,uttara,419,17,16,24,7,1,26,0,0,19,10,0,30,0,0
SN,AS,uttara,420,16,16,24,8,1,25,0,0,19,10,0,31,0,0
SN,AS,uttara,421,16,15,24,8,1,25,0,0,19,10,0,32,0,0
SN,AS,uttara,422,15,16,24,8,1,23,0,0,21,10,0,32,0,0
SN,AS,uttara,423,14,16,24,9,1,23,0,0,21,10,0,32,0,0
SN,AS,uttara,424,15,16,24,9,1,24,0,0,21,8,0,32,0,0
SN,AS,uttara,425,14,17,24,9,1,24,0,0,21,8,0,32,0,0
SN,AS,uttara,426,15,17,24,10,1,22,0,0,20,8,0,33,0,0
SN,AS,uttara,427,15,19,24,9,1,21,0,0,19,9,0,33,0,0
SN,AS,uttara,428,14,18,24,9,1,23,0,0,19,9,0,33,0,0
SN,AS,uttara,429,14,18,24,10,1,22,0,0,19,9,0,33,0,0
SN,AS,uttara,430,14,18,24,10,1,24,0,0,19,7,0,33,0,0
SN,AS,uttara,431,14,16,24,10,1,23,1,0,22,7,0,32,0,0
SN,AS,uttara,432,15,17,24,10,1,21,1,0,22,7,0,32,0,0
SN,AS,uttara,433,16,16,24,10,1,19,1,0,23,8,0,32,0,0
SN,AS,uttara,434,16,16,24,10,1,19,1,0,25,7,0,31,0,0
SN,AS,uttara,435,14,15,24,10,1,21,1,0,26,7,0,31,0,0
SN,AS,uttara,436,14,15,24,10,1,23,1,0,23,7,0,32,0,0
SN,AS,uttara,437,14,14,23,9,2,23,1,0,25,7,0,32,0,0
SN,AS,uttara,438,15,11,23,9,2,23,1,0,26,8,0,32,0,0
SN,AS,uttara,439,15,10,23,9,2,24,1,0,27,8,0,31,0,0
SN,AS,uttara,440,15,10,23,9,2,24,1,0,26,9,0,31,0,0
SN,AS,uttara,441,15,11,23,9,2,24,1,0,25,9,0,31,0,0
SN,AS,uttara,442,16,12,23,9,2,23,1,0,26,8,0,30,0,0
SN,AS,uttara,443,15,13,24,11,1,22,1,0,25,9,0,29,0,0
SN,AS,uttara,444,16,13,24,10,1,22,1,0,27,8,0,28,0,0
SN,AS,uttara,445,16,13,24,9,1,22,1,0,27,9,0,28,0,0
SN,AS,uttara,446,16,13,23,8,2,21,1,0,29,10,0,27,0,0
SN,AS,uttara,447,17,12,23,9,2,21,1,0,28,10,0,27,0,0
SN,AS,uttara,448,16,12,23,8,2,20,1,0,30,10,0,28,0,0
SN,AS,uttara,449,16,12,23,8,2,20,1,0,30,10,0,28,0,0
SN,AS,uttara,450,15,12,23,9,2,20,1,0,30,10,0,28,0,0
SN,AS,uttara,451,15,11,23,9,2,21,1,0,30,11,0,27,0,0
SN,AS,uttara,452,15,9,23,10,2,22,1,0,31,10,0,27,0,0
SN,AS,uttara,453,16,9,22,10,3,20,1,0,31,11,0,27,0,0
SN,AS,uttara,454,16,8,22,9,3,22,1,0,32,10,0,27,0,0
SN,AS,uttara,455,17,7,21,9,4,20,1,0,32,11,0,28,0,0
SN,AS,uttara,456,17,7,20,9,4,22,0,0,30,11,1,29,0,0
SN,AS,uttara,457,17,7,20,9,4,22,0,0,29,12,1,29,0,0
SN,AS,uttara,458,17,7,20,9,4,24,0,0,28,11,1,29,0,0
SN,AS,uttara,459,15,8,20,9,4,24,0,0,28,12,1,29,0,0
SN,AS,uttara,460,16,9,20,9,4,24,0,0,26,12,1,29,0,0
SN,AS,uttara,461,16,10,20,10,4,22,0,0,26,13,1,28,0,0
SN,AS,uttara,462,18,11,21,10,3,22,0,0,23,13,1,28,0,0
SN,AS,uttara,463,17,12,21,10,3,22,0,0,23,13,1,28,0,0
SN,AS,uttara,464,17,14,21,10,3,20,0,0,22,13,1,29,0,0
SN,AS,uttara,465,17,14,20,10,3,19,1,0,22,13,2,29,0,0
SN,AS,uttara,466,17,13,20,9,3,19,1,0,23,13,2,30,0,0
SN,AS,uttara,467,17,13,20,9,3,20,1,0,23,12,2,30,0,0
SN,AS,uttara,468,18,12,20,7,3,21,1,0,25,11,2,30,0,0
SN,AS,uttara,469,18,13,20,7,3,22,1,0,23,11,2,30,0,0
SN,AS,uttara,470,18,14,19,7,3,25,1,0,22,10,2,28,0,0
SN,AS,uttara,471,18,14,20,7,2,26,1,0,21,10,2,28,0,0
SN,AS,uttara,472,18,14,20,6,2,27,1,0,21,10,2,28,0,0
SN,AS,uttara,473,19,15,20,6,2,28,1,0,19,10,2,27,0,0
SN,AS,uttara,474,18,15,20,6,2,30,1,0,18,10,2,27,0,0
SN,AS,uttara,475,19,15,19,5,2,31,1,0,19,9,2,26,0,0
SN,AS,uttara,476,20,16,19,4,2,30,1,0,19,8,2,27,0,0
SN,AS,uttara,477,21,16,19,3,2,28,1,0,20,9,2,27,0,0
SN,AS,uttara,478,20,16,19,4,1,29,1,0,20,9,3,26,0,0
SN,AS,uttara,479,20,16,19,4,1,28,1,0,19,10,3,27,0,0
SN,AS,uttara,480,20,16,20,4,0,28,1,0,20,10,3,26,0,0
SN,AS,uttara,481,19,16,21,5,0,26,1,0,21,10,2,27,0,0
SN,AS,uttara,482,19,15,21,5,0,27,1,0,21,9,2,28,0,0
SN,AS,uttara,483,19,16,21,5,0,26,1,0,21,9,2,28,0,0
SN,AS,uttara,484,19,15,21,5,0,29,1,0,20,8,2,28,0,0
SN,AS,uttara,485,18,14,21,6,0,30,1,0,20,8,2,28,0,0
SN,AS,uttara,486,19,13,21,5,0,30,1,0,21,8,2,28,0,0
SN,AS,uttara,487,18,12,21,5,0,30,1,0,22,8,2,29,0,0
SN,AS,uttara,488,19,12,21,4,0,30,1,0,23,7,2,29,0,0
SN,AS,uttara,489,20,10,21,3,0,31,1,0,25,7,2,28,0,0
SN,AS,uttara,490,19,10,22,4,0,32,0,0,25,7,1,28,0,0
SN,AS,uttara,491,20,10,22,4,0,32,0,0,25,7,1,27,0,0
SN,AS,uttara,492,19,9,22,4,0,33,0,0,24,8,1,28,0,0
SN,AS,uttara,493,21,9,22,4,0,33,0,0,22,8,1,28,0,0
SN,AS,uttara,494,19,8,22,5,0,32,0,0,23,10,1,28,0,0
SN,AS,uttara,495,20,7,23,6,0,30,0,0,23,10,1,29,0,0
SN,AS,uttara,496,20,7,23,6,0,31,0,0,23,9,1,29,0,0
SN,AS,uttara,497,19,8,23,6,0,30,0,0,24,9,1,29,0,0
SN,AS,uttara,498,19,8,23,6,0,30,0,0,24,9,1,29,0,0
SN,AS,uttara,499,19,7,23,6,0,29,0,0,26,9,1,29,0,0
SN,AS,uttara,500,20,7,24,6,0,28,0,0,24,9,1,31,0,0
SN,AS,uttara,501,19,7,24,6,0,30,0,0,24,9,1,30,0,0
SN,AS,uttara,502,18,7,24,6,0,31,0,0,23,9,1,31,0,0
SN,AS,uttara,503,19,8,25,5,0,30,0,0,23,8,0,32,0,0
SN,AS,uttara,504,19,9,25,7,0,29,0,0,23,7,0,31,0,0
SN,AS,uttara,505,20,9,25,7,0,30,0,0,21,7,0,31,0,0
SN,AS,uttara,506,20,9,25,6,0,32,0,0,20,8,0,30,0,0
SN,AS,uttara,507,19,10,25,7,0,30,0,0,21,8,0,30,0,0
SN,AS,uttara,508,18,11,25,7,0,30,0,0,21,8,0,30,0,0
SN,AS,uttara,509,19,12,25,7,0,28,0,0,21,8,0,30,0,0
SN,AS,uttara,510,19,13,25,7,0,25,0,0,23,8,0,30,0,0
SN,AS,uttara,511,19,13,25,7,0,27,0,0,22,7,0,30,0,0
SN,AS,uttara,512,17,14,25,7,0,29,0,0,22,7,0,29,0,0
SN,AS,uttara,513,16,14,25,7,0,29,0,0,22,8,0,29,0,0
SN,AS,uttara,514,15,14,25,7,0,30,0,0,22,8,0,29,0,0
SN,AS,uttara,515,16,15,25,6,0,30,0,0,22,7,0,29,0,0
SN,AS,uttara,516,16,15,24,6,0,31,0,0,22,7,0,28,0,0
SN,AS,uttara,517,16,17,24,6,0,30,0,0,23,6,0,27,0,0
SN,AS,uttara,518,14,17,24,6,0,31,0,0,23,7,0,27,0,0
SN,AS,uttara,519,15,19,24,6,0,31,0,0,22,5,0,27,0,0
SN,AS,uttara,520,14,19,24,5,0,30,0,0,24,6,0,27,0,0
SN,AS,uttara,521,14,18,24,5,0,30,0,0,25,6,0,27,0,0
SN,AS,uttara,522,14,17,24,5,0,31,0,0,25,6,0,27,0,0
SN,AS,uttara,523,13,17,24,5,0,31,0,0,25,7,0,27,0,0
SN,AS,uttara,524,15,17,24,5,0,30,0,0,24,7,0,27,0,0
SN,AS,uttara,525,13,17,24,5,0,31,0,0,26,7,0,26,0,0
SN,AS,uttara,526,13,18,24,6,0,29,0,0,26,7,0,26,0,0
SN,AS,uttara,527,14,19,24,6,0,29,0,0,25,7,0,25,0,0
SN,AS,uttara,528,13,19,24,7,0,29,0,0,24,7,0,26,0,0
SN,AS,uttara,529,14,18,24,5,0,30,0,0,25,7,0,26,0,0
SN,AS,uttara,530,13,18,24,6,0,29,0,0,25,7,0,27,0,0
SN,AS,uttara,531,14,19,24,6,0,28,0,0,24,6,0,28,0,0
SN,AS,uttara,532,14,20,24,6,0,28,0,0,24,6,0,27,0,0
SN,AS,uttara,533,14,19,24,7,0,27,0,0,24,7,0,27,0,0
SN,AS,uttara,534,13,19,24,7,0,28,0,0,24,7,0,27,0,0
SN,AS,uttara,535,13,18,24,6,0,29,0,0,24,8,0,27,0,0
SN,AS,uttara,536,12,19,24,6,0,26,0,0,25,9,0,28,0,0
SN,AS,uttara,537,12,18,24,7,0,25,0,0,26,9,0,28,0,0
SN,AS,uttara,538,14,17,24,7,0,27,0,0,24,8,0,28,0,0
SN,AS,uttara,539,14,18,24,8,0,25,0,0,24,8,0,28,0,0
SN,AS,uttara,540,13,19,24,8,0,25,0,0,24,8,0,28,0,0
SN,AS,uttara,541,12,21,25,8,0,23,0,0,24,8,0,29,0,0
SN,AS,uttara,542,13,19,24,8,0,24,0,0,25,8,0,28,0,0
SN,AS,uttara,543,12,19,24,8,0,23,0,0,27,7,0,29,0,0
SN,AS,uttara,544,11,17,24,7,0,23,0,0,29,8,0,30,0,0
SN,AS,uttara,545,10,18,24,7,0,25,0,0,27,8,0,30,0,0
SN,AS,uttara,546,10,18,24,7,0,23,0,0,26,8,0,30,0,0
SN,AS,uttara,547,10,18,24,7,0,21,1,0,25,8,0,29,0,0
SN,AS,uttara,548,11,19,24,7,0,19,1,0,28,7,0,28,0,0
SN,AS,uttara,549,10,19,23,7,0,20,1,0,27,8,1,27,0,0
SN,AS,uttara,550,10,19,23,7,0,20,1,0,26,8,1,28,0,0
SN,AS,uttara,551,9,17,23,6,0,22,1,0,27,8,1,29,0,0
SN,AS,uttara,552,9,16,23,6,0,21,1,0,29,7,1,30,0,0
SN,AS,uttara,553,9,16,23,5,0,22,1,0,29,8,1,29,0,0
SN,AS,uttara,554,8,17,23,5,0,21,1,0,28,10,1,29,0,0
SN,AS,uttara,555,8,18,23,5,0,22,1,0,28,9,1,28,0,0
SN,AS,uttara,556,8,17,23,5,0,22,1,0,30,9,1,27,0,0
SN,AS,uttara,557,9,15,23,4,0,23,1,0,31,9,1,27,0,0
SN,AS,uttara,558,10,14,23,3,0,24,1,0,32,8,1,27,0,0
SN,AS,uttara,559,10,14,23,4,0,22,1,0,31,9,1,28,0,0
SN,AS,uttara,560,11,14,22,4,1,22,1,0,30,9,1,28,0,0
SN,AS,uttara,561,12,14,21,4,2,23,1,0,29,9,1,27,0,0
SN,AS,uttara,562,12,15,20,3,3,23,1,0,29,9,1,27,0,0
SN,AS,uttara,563,11,16,20,3,3,22,1,0,29,10,1,27,0,0
SN,AS,uttara,564,11,16,20,3,3,22,1,0,29,10,1,27,0,0
SN,AS,uttara,565,11,14,20,5,3,21,1,0,28,11,1,28,0,0
SN,AS,uttara,566,11,12,20,6,3,20,1,0,29,12,1,28,0,0
SN,AS,uttara,567,10,12,21,6,3,19,1,0,29,13,1,29,0,0
SN,AS,uttara,568,12,12,21,6,3,18,1,0,28,13,1,29,0,0
SN,AS,uttara,569,13,12,21,6,3,18,1,0,28,13,1,28,0,0
SN,AS,uttara,570,13,11,20,6,3,16,1,0,28,12,1,27,0,1
SN,AS,uttara,571,13,12,20,6,3,18,1,0,28,12,1,27,0,1
SN,AS,uttara,572,15,12,20,6,3,18,0,0,29,12,1,28,0,1
SN,AS,uttara,573,16,11,20,6,3,19,0,0,26,12,1,29,0,1
SN,AS,uttara,574,15,11,21,6,3,19,0,0,28,11,0,30,0,1
SN,AS,uttara,575,16,10,20,6,3,19,0,0,29,11,0,29,0,1
SN,AS,uttara,576,17,10,20,6,3,20,0,0,28,11,0,28,0,1
SN,AS,uttara,577,18,10,20,6,3,20,0,0,26,11,0,29,0,1
SN,AS,uttara,578,21,9,20,6,3,18,0,0,26,11,0,29,0,1
SN,AS,uttara,579,22,8,20,6,3,18,0,0,27,9,0,30,0,1
SN,AS,uttara,580,22,7,20,5,3,19,0,0,28,9,0,30,0,1
SN,AS,uttara,581,22,8,20,5,3,20,0,0,26,9,0,30,0,1
SN,AS,uttara,582,21,8,20,5,3,20,0,0,25,9,0,32,0,1
SN,AS,uttara,583,21,8,20,5,3,20,0,0,24,10,0,32,0,1
SN,AS,uttara,584,22,8,20,4,3,21,0,0,25,9,0,31,0,1
SN,AS,uttara,585,21,9,21,4,2,22,0,0,25,8,0,31,0,1
SN,AS,uttara,586,20,8,22,5,1,22,0,0,26,7,0,32,0,1
SN,AS,uttara,587,21,7,23,5,0,21,0,0,26,8,0,32,0,1
SN,AS,uttara,588,21,6,23,5,0,21,0,0,27,7,0,33,0,1
SN,AS,uttara,589,21,5,23,4,0,22,0,0,27,8,0,33,0,1
SN,AS,uttara,590,21,5,23,2,0,23,0,0,29,8,0,32,0,1
SN,AS,uttara,591,23,5,23,1,0,23,0,0,28,7,0,33,0,1
SN,AS,uttara,592,23,6,23,1,0,23,0,0,27,7,0,33,0,1
SN,AS,uttara,593,21,7,23,1,0,25,0,0,27,7,0,32,0,1
SN,AS,uttara,594,21,8,23,3,0,25,0,0,25,6,0,32,0,1
SN,AS,uttara,595,22,9,24,3,0,27,0,0,25,6,0,33,0,0
SN,AS,uttara,596,23,8,24,3,0,25,0,0,26,7,0,33,0,0
SN,AS,uttara,597,21,8,24,3,0,26,0,0,26,8,0,33,0,0
SN,AS,uttara,598,19,8,23,3,1,27,0,0,27,8,0,33,0,0
SN,AS,uttara,599,20,9,23,3,1,27,0,0,25,8,0,33,0,0
SN,AS,uttara,600,21,9,24,4,1,26,0,0,23,9,0,33,0,0
SN,AS,uttara,601,21,9,24,4,1,25,0,0,24,9,0,33,0,0
SN,AS,uttara,602,19,9,24,4,1,27,0,0,26,9,0,31,0,0
SN,AS,uttara,603,17,9,24,4,1,27,0,0,28,9,0,31,0,0
SN,AS,uttara,604,17,10,24,4,1,28,0,0,27,9,0,30,0,0
SN,AS,uttara,605,16,10,24,4,1,26,0,0,29,10,0,30,0,0
SN,AS,uttara,606,16,9,24,5,1,24,0,0,29,11,0,31,0,0
SN,AS,uttara,607,16,9,24,5,1,25,0,0,30,11,0,29,0,0
SN,AS,uttara,608,16,9,24,5,1,25,0,0,31,10,0,29,0,0
SN,AS,uttara,609,15,9,24,5,1,26,0,0,31,10,0,29,0,0
SN,AS,uttara,610,15,9,24,5,1,25,0,0,31,11,0,29,0,0
SN,AS,uttara,611,17,9,24,4,1,24,0,0,32,11,0,28,0,0
SN,AS,uttara,612,16,9,23,5,2,26,0,0,31,10,0,28,0,0
SN,AS,uttara,613,16,9,23,5,2,26,0,0,31,11,0,27,0,0
SN,AS,uttara,614,16,9,23,5,2,28,0,0,30,10,0,27,0,0
SN,AS,uttara,615,16,10,23,5,2,29,0,0,29,9,0,27,0,0
SN,AS,uttara,616,15,10,23,5,2,31,0,0,29,9,0,26,0,0
SN,AS,uttara,617,15,10,23,6,2,32,0,0,28,8,0,26,0,0
SN,AS,uttara,618,15,9,23,7,2,31,0,0,27,10,0,26,0,0
SN,AS,uttara,619,14,8,23,5,2,32,0,0,27,11,0,28,0,0
SN,AS,uttara,620,14,8,23,6,2,30,0,0,27,11,0,29,0,0
SN,AS,uttara,621,13,9,23,6,2,31,0,0,27,10,0,29,0,0
SN,AS,uttara,622,13,10,23,6,2,33,0,0,25,9,0,29,0,0
SN,AS,uttara,623,15,9,24,6,1,33,0,0,24,9,0,29,0,0
SN,AS,uttara,624,15,8,24,6,1,33,0,0,25,9,0,29,0,0
SN,AS,uttara,625,14,9,24,5,1,35,0,0,25,8,0,29,0,0
SN,AS,uttara,626,13,10,24,6,1,33,0,0,25,9,0,29,0,0
SN,AS,uttara,627,13,11,24,6,1,33,0,0,24,9,0,29,0,0
SN,AS,uttara,628,12,12,24,6,1,34,0,0,23,9,0,29,0,0
SN,AS,uttara,629,12,11,24,6,1,34,0,0,24,9,0,29,0,0
SN,AS,uttara,630,13,12,24,7,1,34,0,0,22,8,0,29,0,0
SN,AS,uttara,631,13,13,24,6,1,34,0,0,24,7,0,28,0,0
SN,AS,uttara,632,14,13,24,7,1,33,0,0,23,7,0,28,0,0
SN,AS,uttara,633,15,13,24,7,1,34,0,0,21,7,0,28,0,0
SN,AS,uttara,634,15,13,24,8,1,33,0,0,20,8,0,28,0,0
SN,AS,uttara,635,15,14,24,9,1,32,0,0,20,7,0,28,0,0
SN,AS,uttara,636,13,14,24,10,1,32,0,0,20,8,0,28,0,0
SN,AS,uttara,637,13,14,25,9,0,31,0,0,22,8,0,28,0,0
SN,AS,uttara,638,13,14,25,9,0,31,0,0,23,7,0,28,0,0
SN,AS,uttara,639,13,14,25,9,0,30,0,0,24,7,0,28,0,0
SN,AS,uttara,640,14,14,25,9,0,29,0,0,24,7,0,28,0,0
SN,AS,uttara,641,13,14,25,9,0,28,0,0,25,7,0,29,0,0
SN,AS,uttara,642,13,14,25,8,0,27,0,0,26,8,0,29,0,0
SN,AS,uttara,643,14,15,25,7,0,27,0,0,27,6,0,29,0,0
SN,AS,uttara,644,15,15,25,8,0,26,0,0,28,6,0,27,0,0
SN,AS,uttara,645,14,14,25,7,0,28,0,0,30,6,0,26,0,0
SN,AS,uttara,646,15,13,25,7,0,30,0,0,28,6,0,26,0,0
SN,AS,uttara,647,16,13,25,7,0,28,0,0,28,7,0,26,0,0
SN,AS,uttara,648,14,14,25,7,0,28,0,0,29,7,0,26,0,0
SN,AS,uttara,649,14,15,25,7,0,26,0,0,28,9,0,26,0,0
SN,AS,uttara,650,13,14,25,7,0,24,1,0,29,9,0,25,0,0
SN,AS,uttara,651,13,13,25,6,0,24,2,0,29,8,0,24,0,0
SN,AS,uttara,652,14,13,25,7,0,22,2,0,31,8,0,23,0,0
SN,AS,uttara,653,15,12,24,7,0,23,2,0,30,8,1,22,0,0
SN,AS,uttara,654,16,12,24,7,0,22,2,0,28,8,1,24,0,0
SN,AS,uttara,655,17,12,24,6,0,23,2,0,27,8,1,24,0,0
SN,AS,uttara,656,16,12,24,7,0,23,2,0,25,9,1,25,0,0
SN,AS,uttara,657,17,12,23,7,1,22,2,0,24,9,1,26,0,0
SN,AS,uttara,658,15,12,23,9,1,20,3,0,24,9,1,27,0,0
SN,AS,uttara,659,16,12,23,8,1,20,3,0,24,8,1,28,0,0
SN,AS,uttara,660,16,11,23,7,1,22,3,0,23,9,1,28,0,0
SN,AS,uttara,661,16,11,23,7,1,24,3,0,21,9,1,28,0,0
SN,AS,uttara,662,16,11,23,7,1,24,3,0,19,9,1,30,0,0
SN,AS,uttara,663,16,11,23,7,1,25,3,0,18,9,1,30,0,0
SN,AS,uttara,664,16,11,23,7,1,24,3,0,17,11,1,30,0,0
SN,AS,uttara,665,15,10,23,7,1,25,3,0,17,11,1,31,0,0
SN,AS,uttara,666,16,10,23,8,1,25,3,0,16,11,1,30,0,0
SN,AS,uttara,667,16,10,23,9,1,24,3,0,16,11,1,30,0,0
SN,AS,uttara,668,15,9,23,9,1,26,3,0,15,11,1,31,0,0
SN,AS,uttara,669,14,9,23,9,1,28,3,0,15,10,1,31,0,0
SN,AS,uttara,670,14,10,23,10,1,26,3,0,13,10,1,33,0,0
SN,AS,uttara,671,13,11,23,10,1,24,3,0,14,10,1,34,0,0
SN,AS,uttara,672,13,10,23,10,1,24,3,0,14,11,1,34,0,0
SN,AS,uttara,673,13,9,23,10,1,23,3,0,14,12,1,35,0,0
SN,AS,uttara,674,12,9,23,10,1,24,3,0,16,10,1,35,0,0
SN,AS,uttara,675,13,9,23,11,1,24,3,0,16,10,1,36,0,0
SN,AS,uttara,676,16,9,23,11,1,24,2,0,15,10,1,38,0,0
SN,AS,uttara,677,15,9,23,11,1,25,2,0,12,10,1,40,0,0
SN,AS,uttara,678,14,10,24,11,1,25,2,0,12,10,0,41,0,0
SN,AS,uttara,679,13,11,24,11,1,25,2,0,13,10,0,40,0,0
SN,AS,uttara,680,12,10,23,11,2,25,2,0,15,10,0,40,0,0
SN,AS,uttara,681,13,9,22,10,3,27,2,0,16,9,0,39,0,0
SN,AS,uttara,682,11,10,23,9,2,29,2,0,17,9,0,38,0,0
SN,AS,uttara,683,12,10,23,7,2,29,1,0,20,9,0,37,0,0
SN,AS,uttara,684,11,10,23,7,2,29,1,0,22,9,0,36,0,0
SN,AS,uttara,685,11,9,23,7,2,28,1,0,25,8,0,36,0,0
SN,AS,uttara,686,13,9,23,6,2,27,1,0,25,8,0,36,0,0
SN,AS,uttara,687,13,9,23,7,2,26,1,0,25,9,0,35,0,0
SN,AS,uttara,688,13,9,23,7,2,24,1,0,25,10,0,36,0,0
SN,AS,uttara,689,14,9,23,7,2,24,1,0,25,9,0,36,0,0
SN,AS,uttara,690,15,9,23,7,2,23,1,0,25,10,0,35,0,0
SN,AS,uttara,691,14,10,23,6,2,23,1,0,25,11,0,35,0,0
SN,AS,uttara,692,15,10,23,5,2,25,1,0,24,10,0,35,0,0
SN,AS,uttara,693,16,10,23,5,2,23,1,0,25,11,0,34,0,0
SN,AS,uttara,694,16,10,23,4,2,23,1,0,25,11,0,35,0,0
SN,AS,uttara,695,17,9,23,3,2,25,1,0,25,12,0,33,0,0
SN,AS,uttara,696,18,8,23,4,2,24,1,0,25,12,0,33,0,0
