Text_Type,Book,Chapter,Window,GGL,LGG,G,GLL,L,GLG,LLL,GG,GGG,LLG,LG,LGL,GL,LL
SN,AS,uttara,1270,9,15,25,10,0,22,0,0,29,8,0,32,0,0
SN,AS,uttara,1271,9,15,25,9,0,24,0,0,28,8,0,32,0,0
SN,AS,uttara,1272,9,15,25,9,0,26,0,0,28,7,0,31,0,0
SN,AS,uttara,1273,9,16,25,9,0,24,0,0,28,8,0,31,0,0
SN,AS,uttara,1274,11,15,25,10,0,26,0,0,27,7,0,31,0,0
SN,AS,uttara,1275,14,14,25,10,0,27,0,0,26,7,0,31,0,0
SN,AS,uttara,1276,15,13,24,11,1,28,0,0,25,7,0,32,0,0
SN,AS,uttara,1277,17,12,24,11,1,29,0,0,25,7,0,32,0,0
SN,AS,uttara,1278,18,11,24,11,1,31,0,0,26,6,0,32,0,0
SN,AS,uttara,1279,20,10,24,11,1,31,0,0,27,6,0,32,0,0
SN,AS,uttara,1280,22,10,23,11,2,30,0,0,27,7,0,31,0,0
SN,AS,uttara,1281,24,10,23,10,2,29,0,0,27,8,0,31,0,0
SN,AS,uttara,1282,26,10,23,10,2,26,0,0,28,10,0,30,0,0
SN,AS,uttara,1283,27,9,23,10,2,26,0,0,28,12,0,29,0,0
SN,AS,uttara,1284,27,8,22,10,2,33,2,0,26,12,0,28,0,0
SN,AS,uttara,1285,27,7,21,10,2,40,4,0,24,12,0,27,0,0
SN,AS,uttara,1286,27,11,20,10,2,39,4,0,22,11,1,26,0,0
SN,AS,uttara,1287,27,10,19,10,2,46,6,0,22,10,1,24,0,0
SN,AS,uttara,1288,27,8,18,9,2,50,8,0,21,10,1,23,0,0
SN,AS,uttara,1289,25,8,17,8,2,56,8,0,21,9,1,22,0,0
SN,AS,uttara,1290,25,8,16,7,2,61,10,0,19,9,1,20,0,0
SN,AS,uttara,1291,23,8,15,7,2,65,10,0,19,9,1,18,0,0
SN,AS,uttara,1292,23,11,14,7,3,65,11,0,17,9,1,17,0,0
SN,AS,uttara,1293,28,11,14,7,3,63,11,0,15,9,1,16,0,0
SN,AS,uttara,1294,28,10,13,7,3,72,12,0,14,9,1,15,0,0
SN,AS,uttara,1295,28,11,13,7,3,73,12,0,12,9,1,15,0,0
SN,AS,uttara,1296,30,10,13,7,3,70,12,0,12,10,1,16,0,0
SN,AS,uttara,1297,30,10,12,7,4,70,12,0,11,11,1,16,0,0
SN,AS,uttara,1298,30,9,12,7,4,72,12,0,11,10,1,16,0,0
SN,AS,uttara,1299,28,9,12,7,4,72,12,0,11,10,1,16,0,0
SN,AS,uttara,1300,27,9,12,6,4,70,12,0,13,10,1,16,0,0
SN,AS,uttara,1301,27,9,13,5,3,68,12,0,13,12,1,15,0,0
SN,AS,uttara,1302,27,9,13,4,3,67,12,0,13,12,1,15,0,0
SN,AS,uttara,1303,25,10,13,3,3,67,12,0,13,12,1,15,0,0
SN,AS,uttara,1304,25,10,13,2,3,65,12,0,13,13,1,15,0,0
SN,AS,uttara,1305,23,10,14,2,2,66,12,0,14,12,1,15,0,0
SN,AS,uttara,1306,23,11,14,2,2,66,12,0,13,10,1,16,0,0
SN,AS,uttara,1307,22,12,14,3,2,66,12,0,12,8,1,17,0,0
SN,AS,uttara,1308,20,12,14,3,2,69,12,0,12,6,1,17,0,0
SN,AS,uttara,1309,21,12,15,3,2,63,10,0,12,6,1,19,0,0
SN,AS,uttara,1310,21,12,16,3,2,57,8,0,13,7,1,20,0,0
SN,AS,uttara,1311,22,10,17,4,2,57,8,0,13,7,0,21,0,0
SN,AS,uttara,1312,23,10,18,4,2,51,6,0,13,8,0,22,0,0
SN,AS,uttara,1313,24,10,19,4,2,48,4,0,14,8,0,24,0,0
SN,AS,uttara,1314,25,10,20,5,2,43,4,0,15,8,0,25,0,0
SN,AS,uttara,1315,26,11,21,6,2,39,2,0,15,8,0,26,0,0
SN,AS,uttara,1316,27,12,22,8,2,34,2,0,15,8,0,27,0,0
SN,AS,uttara,1317,28,8,23,9,1,33,1,0,16,9,0,28,0,0
SN,AS,uttara,1318,23,9,23,9,1,34,1,0,16,11,0,29,0,0
SN,AS,uttara,1319,23,10,24,9,1,25,0,0,16,12,0,30,0,0
SN,AS,uttara,1320,22,10,24,10,1,25,0,0,16,12,0,30,0,0
SN,AS,uttara,1321,21,10,24,10,1,26,0,0,17,11,0,30,0,0
SN,AS,uttara,1322,20,10,24,10,1,26,0,0,18,10,0,31,0,0
SN,AS,uttara,1323,20,10,24,11,1,26,0,0,17,10,0,31,0,0
SN,AS,uttara,1324,19,11,24,10,1,24,0,0,19,11,0,31,0,0
SN,AS,uttara,1325,18,12,24,10,1,26,0,0,17,11,0,31,0,0
SN,AS,uttara,1326,18,12,24,10,1,27,0,0,16,9,0,33,0,0
SN,AS,uttara,1327,16,13,24,10,1,29,0,0,15,9,0,33,0,0
SN,AS,uttara,1328,17,12,24,10,1,29,0,0,15,9,0,33,0,0
SN,AS,uttara,1329,17,13,24,10,1,29,0,0,15,8,0,33,0,0
SN,AS,uttara,1330,17,14,24,12,1,28,0,0,14,7,0,33,0,0
SN,AS,uttara,1331,16,13,24,12,1,30,0,0,14,8,0,32,0,0
SN,AS,uttara,1332,15,13,24,12,1,30,0,0,14,8,0,33,0,0
SN,AS,uttara,1333,15,13,24,12,1,28,0,0,15,9,0,33,0,0
SN,AS,uttara,1334,15,14,24,12,1,27,0,0,15,10,0,32,0,0
SN,AS,uttara,1335,16,15,24,12,1,27,0,0,14,9,0,32,0,0
SN,AS,uttara,1336,15,13,23,11,2,28,0,0,15,10,0,33,0,0
SN,AS,uttara,1337,15,14,23,11,2,28,0,0,15,9,0,33,0,0
SN,AS,uttara,1338,15,14,23,12,2,27,0,0,14,10,0,33,0,0
SN,AS,uttara,1339,14,15,23,11,2,27,0,0,14,11,0,33,0,0
SN,AS,uttara,1340,14,14,23,10,2,27,0,0,15,12,0,33,0,0
SN,AS,uttara,1341,16,14,23,8,2,27,0,0,15,12,0,33,0,0
SN,AS,uttara,1342,16,15,22,7,3,28,0,0,15,11,0,33,0,0
SN,AS,uttara,1343,18,14,22,7,3,28,0,0,15,10,0,33,0,0
SN,AS,uttara,1344,19,14,22,6,3,27,0,0,15,10,0,34,0,0
SN,AS,uttara,1345,22,13,22,5,3,25,1,0,15,10,0,34,0,0
SN,AS,uttara,1346,21,13,22,7,3,25,1,0,14,10,0,34,0,0
SN,AS,uttara,1347,23,13,23,7,2,24,1,0,14,10,0,33,0,0
SN,AS,uttara,1348,24,13,23,6,2,23,1,0,14,10,0,34,0,0
SN,AS,uttara,1349,25,12,23,6,2,23,1,0,14,10,0,34,0,0
SN,AS,uttara,1350,24,11,23,7,2,22,1,0,16,10,0,34,0,0
SN,AS,uttara,1351,24,12,23,7,2,21,1,0,17,10,0,33,0,0
SN,AS,uttara,1352,25,11,23,7,2,19,1,0,18,10,0,34,0,0
SN,AS,uttara,1353,24,13,23,8,2,18,1,0,17,10,0,34,0,0
SN,AS,uttara,1354,22,12,23,9,2,18,1,0,18,11,0,34,0,0
SN,AS,uttara,1355,22,12,23,7,2,19,1,0,19,11,0,34,0,0
SN,AS,uttara,1356,22,13,23,7,2,18,1,0,20,10,0,34,0,0
SN,AS,uttara,1357,23,13,23,6,2,19,1,0,21,10,0,32,0,0
SN,AS,uttara,1358,24,14,22,6,3,19,1,0,20,9,0,32,0,0
SN,AS,uttara,1359,23,14,22,6,3,18,1,0,22,9,0,32,0,0
SN,AS,uttara,1360,25,13,22,6,3,16,1,0,22,10,0,32,0,0
SN,AS,uttara,1361,25,14,23,6,2,15,1,0,21,10,0,30,0,0
SN,AS,uttara,1362,24,14,23,6,2,14,2,0,20,10,0,29,0,0
SN,AS,uttara,1363,23,14,22,5,2,15,2,0,23,10,0,28,0,0
SN,AS,uttara,1364,24,13,21,5,2,16,2,0,22,10,1,27,0,0
SN,AS,uttara,1365,24,14,20,6,2,16,3,1,21,9,1,28,0,0
SN,AS,uttara,1366,22,16,19,7,2,18,3,1,22,9,1,27,0,0
SN,AS,uttara,1367,26,21,20,10,1,22,7,1,23,13,1,33,0,0
SN,AS,uttara,1368,25,23,19,12,1,22,11,1,29,14,1,32,0,0
SN,AS,uttara,1369,30,38,18,17,1,33,13,1,38,17,1,37,1,0
SN,AS,uttara,1370,29,39,17,17,1,33,12,1,38,18,1,36,2,0
SN,AS,uttara,1371,32,39,17,15,1,33,12,1,39,18,1,34,2,0
SN,AS,uttara,1372,32,40,16,15,1,34,14,1,40,20,1,36,2,0
SN,AS,uttara,1373,33,53,15,18,1,39,16,1,46,22,1,37,2,0
SN,AS,uttara,1374,33,58,14,20,2,44,19,1,50,25,1,38,2,0
SN,AS,uttara,1375,34,66,13,21,3,44,21,1,54,29,1,38,2,0
SN,AS,uttara,1376,33,65,12,21,3,44,22,1,53,29,1,36,3,0
SN,AS,uttara,1377,33,66,12,21,3,44,22,1,52,30,1,35,3,0
SN,AS,uttara,1378,33,64,12,20,3,44,22,1,54,30,1,36,3,0
SN,AS,uttara,1379,33,65,12,19,3,46,22,1,52,30,1,36,3,0
SN,AS,uttara,1380,33,64,12,20,3,46,22,1,52,30,1,36,3,0
SN,AS,uttara,1381,34,64,12,20,3,45,22,1,51,30,1,37,3,0
SN,AS,uttara,1382,33,64,12,20,3,44,22,1,52,31,1,37,3,0
SN,AS,uttara,1383,32,65,13,21,2,43,22,1,52,31,1,37,3,0
SN,AS,uttara,1384,33,64,13,21,2,44,22,1,52,30,1,37,3,0
SN,AS,uttara,1385,30,65,13,21,2,44,22,1,53,30,1,38,3,0
SN,AS,uttara,1386,31,64,13,21,2,46,22,1,53,30,1,39,3,0
SN,AS,uttara,1387,32,63,13,21,2,47,21,1,53,31,1,41,3,0
SN,AS,uttara,1388,32,63,14,22,2,47,21,1,51,30,1,42,3,0
SN,AS,uttara,1389,33,63,15,22,2,46,21,1,51,29,0,44,3,0
SN,AS,uttara,1390,32,62,16,21,2,48,20,0,52,29,0,43,3,0
SN,AS,uttara,1391,31,61,17,20,2,47,20,0,52,29,0,44,3,0
SN,AS,uttara,1392,27,55,17,17,2,43,16,0,50,27,0,38,3,0
SN,AS,uttara,1393,26,53,18,16,2,44,12,0,44,25,0,40,3,0
SN,AS,uttara,1394,20,37,19,11,2,35,10,0,37,21,0,34,2,0
SN,AS,uttara,1395,19,36,20,12,2,35,10,0,38,21,0,35,1,0
SN,AS,uttara,1396,17,37,20,12,2,36,10,0,37,21,0,36,1,0
SN,AS,uttara,1397,16,36,21,12,2,36,8,0,36,19,0,34,1,0
SN,AS,uttara,1398,15,23,22,9,2,30,6,0,31,18,0,32,1,0
SN,AS,uttara,1399,14,19,23,7,1,26,3,0,27,14,0,31,1,0
SN,AS,uttara,1400,13,13,24,6,0,25,1,0,21,10,0,32,1,0
SN,AS,uttara,1401,13,13,25,7,0,26,0,0,22,11,0,33,0,0
SN,AS,uttara,1402,13,12,25,8,0,25,0,0,24,10,0,33,0,0
SN,AS,uttara,1403,13,12,25,8,0,25,0,0,24,11,0,32,0,0
SN,AS,uttara,1404,13,12,25,8,0,23,0,0,26,10,0,33,0,0
SN,AS,uttara,1405,13,13,25,8,0,22,0,0,24,10,0,35,0,0
SN,AS,uttara,1406,11,12,25,8,0,23,0,0,25,11,0,35,0,0
SN,AS,uttara,1407,11,11,25,8,0,25,0,0,24,10,0,36,0,0
SN,AS,uttara,1408,11,11,25,8,0,25,0,0,24,10,0,36,0,0
SN,AS,uttara,1409,10,11,25,8,0,26,0,0,24,10,0,36,0,0
SN,AS,uttara,1410,10,10,25,8,0,28,0,0,25,9,0,35,0,0
SN,AS,uttara,1411,9,11,24,10,1,26,0,0,25,9,0,35,0,0
SN,AS,uttara,1412,9,12,24,10,1,26,0,0,25,8,0,35,0,0
SN,AS,uttara,1413,9,13,24,9,1,26,0,0,26,8,0,34,0,0
SN,AS,uttara,1414,9,13,23,9,2,26,0,0,27,9,0,32,0,0
SN,AS,uttara,1415,10,13,23,10,2,24,0,0,27,9,0,32,0,0
SN,AS,uttara,1416,11,12,23,10,2,24,0,0,27,9,0,32,0,0
SN,AS,uttara,1417,12,13,23,10,2,23,0,0,28,7,0,32,0,0
SN,AS,uttara,1418,13,13,23,9,2,23,0,0,29,7,0,31,0,0
SN,AS,uttara,1419,14,13,23,9,2,23,0,0,28,7,0,31,0,0
SN,AS,uttara,1420,13,14,23,8,2,24,0,0,28,7,0,31,0,0
SN,AS,uttara,1421,12,13,23,8,2,24,0,0,29,7,0,32,0,0
SN,AS,uttara,1422,11,13,23,8,2,23,0,0,31,7,0,32,0,0
SN,AS,uttara,1423,10,13,23,9,2,23,0,0,30,7,0,33,0,0
SN,AS,uttara,1424,11,13,23,9,2,22,0,0,29,7,0,34,0,0
SN,AS,uttara,1425,12,11,23,8,2,23,0,0,31,7,0,33,0,0
SN,AS,uttara,1426,12,13,23,8,2,23,0,0,30,6,0,33,0,0
SN,AS,uttara,1427,11,14,23,8,2,24,0,0,29,6,0,33,0,0
SN,AS,uttara,1428,11,15,23,9,2,24,0,0,27,6,0,33,0,0
SN,AS,uttara,1429,11,15,23,9,2,25,0,0,26,7,0,32,0,0
SN,AS,uttara,1430,11,14,23,8,2,27,0,0,27,7,0,31,0,0
SN,AS,uttara,1431,11,14,23,9,2,27,0,0,27,7,0,30,0,0
SN,AS,uttara,1432,13,14,23,9,2,26,0,0,27,7,0,29,0,0
SN,AS,uttara,1433,14,13,23,8,2,28,0,0,26,7,0,29,0,0
SN,AS,uttara,1434,15,13,23,8,2,28,0,0,24,7,0,30,0,0
SN,AS,uttara,1435,15,14,23,8,2,27,0,0,24,7,0,30,0,0
SN,AS,uttara,1436,17,13,23,6,2,27,0,0,25,7,0,30,0,0
SN,AS,uttara,1437,16,12,23,6,2,29,0,0,25,7,0,30,0,0
SN,AS,uttara,1438,16,11,23,7,2,31,0,0,23,7,0,30,0,0
SN,AS,uttara,1439,14,11,24,7,1,31,0,0,25,6,0,31,0,0
SN,AS,uttara,1440,14,12,24,6,1,31,0,0,25,7,0,30,0,0
SN,AS,uttara,1441,13,11,24,6,1,31,0,0,27,7,0,30,0,0
SN,AS,uttara,1442,11,11,24,7,1,31,0,0,26,8,0,31,0,0
SN,AS,uttara,1443,11,11,24,7,1,31,0,0,26,8,0,31,0,0
SN,AS,uttara,1444,10,11,24,7,1,30,0,0,28,8,0,31,0,0
SN,AS,uttara,1445,11,10,24,7,1,29,0,0,29,7,0,32,0,0
SN,AS,uttara,1446,12,10,24,7,1,28,0,0,30,7,0,31,0,0
SN,AS,uttara,1447,15,10,24,7,1,27,0,0,27,7,0,32,0,0
SN,AS,uttara,1448,19,10,24,6,1,27,0,0,26,6,0,31,0,0
SN,AS,uttara,1449,19,9,24,6,1,29,0,0,26,6,0,30,0,0
SN,AS,uttara,1450,18,9,24,6,1,31,0,0,25,6,0,30,0,0
SN,AS,uttara,1451,19,8,24,5,1,31,0,0,26,6,0,30,0,0
SN,AS,uttara,1452,19,8,24,5,1,31,0,0,26,6,0,30,0,0
SN,AS,uttara,1453,21,7,24,4,1,30,0,0,27,5,0,31,0,0
SN,AS,uttara,1454,21,8,24,5,1,29,0,0,26,5,0,31,0,0
SN,AS,uttara,1455,21,9,24,5,1,28,0,0,26,6,0,30,0,0
SN,AS,uttara,1456,21,9,24,4,1,29,0,0,26,5,0,31,0,0
SN,AS,uttara,1457,19,9,24,5,1,29,0,0,25,5,0,33,0,0
SN,AS,uttara,1458,18,8,24,6,1,28,0,0,25,6,0,34,0,0
SN,AS,uttara,1459,18,8,24,7,1,28,0,0,25,6,0,33,0,0
SN,AS,uttara,1460,19,7,24,7,1,28,0,0,24,7,0,33,0,0
SN,AS,uttara,1461,17,8,25,7,0,29,0,0,25,6,0,33,0,0
SN,AS,uttara,1462,17,8,25,7,0,29,0,0,26,6,0,32,0,0
SN,AS,uttara,1463,18,8,24,7,1,27,0,0,26,6,0,33,0,0
SN,AS,uttara,1464,19,8,24,7,1,27,0,0,25,6,0,33,0,0
SN,AS,uttara,1465,18,8,24,7,1,27,0,0,25,5,0,35,0,0
SN,AS,uttara,1466,18,9,24,7,1,26,0,0,24,6,0,35,0,0
SN,AS,uttara,1467,19,8,24,6,1,27,0,0,26,5,0,34,0,0
SN,AS,uttara,1468,18,9,24,6,1,25,0,0,27,6,0,34,0,0
SN,AS,uttara,1469,18,9,24,6,1,24,0,0,27,7,0,34,0,0
SN,AS,uttara,1470,17,9,24,6,1,25,0,0,26,8,0,34,0,0
SN,AS,uttara,1471,16,10,24,6,1,25,0,0,26,8,0,34,0,0
SN,AS,uttara,1472,14,10,24,7,1,26,0,0,26,9,0,33,0,0
SN,AS,uttara,1473,10,10,24,7,1,27,0,0,28,10,0,33,0,0
SN,AS,uttara,1474,10,10,24,7,1,27,0,0,28,10,0,33,0,0
SN,AS,uttara,1475,10,10,24,8,1,24,0,0,28,11,0,34,0,0
SN,AS,uttara,1476,9,10,24,8,1,25,0,0,28,11,0,34,0,0
SN,AS,uttara,1477,10,9,24,8,1,25,0,0,27,12,0,34,0,0
SN,AS,uttara,1478,8,10,24,8,1,27,0,0,26,13,0,33,0,0
SN,AS,uttara,1479,9,9,24,7,1,28,0,0,27,12,0,33,0,0
SN,AS,uttara,1480,9,8,24,8,1,27,0,0,28,12,0,33,0,0
SN,AS,uttara,1481,9,8,24,8,1,27,0,0,28,13,0,32,0,0
SN,AS,uttara,1482,9,8,24,7,1,28,0,0,29,14,0,30,0,0
SN,AS,uttara,1483,9,8,24,6,1,28,0,0,30,13,0,31,0,0
SN,AS,uttara,1484,9,9,24,5,1,27,0,0,31,13,0,31,0,0
SN,AS,uttara,1485,8,10,24,5,1,27,0,0,32,12,0,31,0,0
SN,AS,uttara,1486,9,11,24,5,1,26,0,0,30,12,0,32,0,0
SN,AS,uttara,1487,10,11,24,5,1,23,0,0,30,13,0,33,0,0
SN,AS,uttara,1488,10,11,25,5,0,23,0,0,31,13,0,32,0,0
SN,AS,uttara,1489,9,11,24,6,1,24,0,0,29,14,0,32,0,0
SN,AS,uttara,1490,10,10,23,6,2,24,0,0,29,14,0,32,0,0
SN,AS,uttara,1491,12,10,23,6,2,24,0,0,27,14,0,32,0,0
SN,AS,uttara,1492,11,11,23,6,2,23,0,0,26,15,0,33,0,0
SN,AS,uttara,1493,11,11,23,7,2,24,0,0,25,14,0,33,0,0
SN,AS,uttara,1494,12,12,23,7,2,24,0,0,23,14,0,33,0,0
SN,AS,uttara,1495,12,13,23,7,2,23,1,0,22,13,0,31,0,0
SN,AS,uttara,1496,12,13,23,7,2,22,2,0,20,13,0,30,0,0
SN,AS,uttara,1497,11,14,22,6,2,21,2,0,24,13,0,29,0,0
SN,AS,uttara,1498,12,14,21,6,2,22,2,0,22,13,1,28,0,0
SN,AS,uttara,1499,12,14,21,6,2,22,2,0,22,13,1,28,0,0
SN,AS,uttara,1500,13,14,21,5,2,23,2,0,22,13,1,27,0,0
SN,AS,uttara,1501,14,14,21,6,2,21,2,0,21,13,1,28,0,0
SN,AS,uttara,1502,14,15,20,5,3,21,2,0,22,12,1,28,0,0
SN,AS,uttara,1503,16,15,20,5,3,19,2,0,22,11,1,29,0,0
SN,AS,uttara,1504,15,14,20,5,3,19,2,0,24,11,1,29,0,0
SN,AS,uttara,1505,16,14,20,4,3,20,2,0,23,10,1,30,0,0
SN,AS,uttara,1506,16,15,20,4,3,20,2,0,23,9,1,30,0,0
SN,AS,uttara,1507,17,16,20,5,3,18,2,0,22,8,1,31,0,0
SN,AS,uttara,1508,18,17,19,5,4,18,2,0,22,8,1,29,0,0
SN,AS,uttara,1509,17,16,19,5,4,19,2,0,23,8,1,29,0,0
SN,AS,uttara,1510,17,16,19,5,4,19,2,0,22,9,1,29,0,0
SN,AS,uttara,1511,16,15,19,5,4,19,2,0,24,10,1,28,0,0
SN,AS,uttara,1512,15,15,19,5,4,20,2,0,25,10,1,27,0,0
SN,AS,uttara,1513,14,15,19,4,4,20,2,0,27,10,1,27,0,0
SN,AS,uttara,1514,15,15,20,4,3,19,2,0,28,9,1,27,0,0
SN,AS,uttara,1515,15,15,21,4,2,20,2,0,27,9,1,27,0,0
SN,AS,uttara,1516,13,15,21,5,2,20,2,0,27,9,1,28,0,0
SN,AS,uttara,1517,15,14,21,6,2,20,2,0,26,9,1,27,0,0
SN,AS,uttara,1518,17,13,21,5,2,19,2,0,26,10,1,27,0,0
SN,AS,uttara,1519,17,12,21,5,2,20,2,0,25,10,1,28,0,0
SN,AS,uttara,1520,18,11,21,5,2,21,1,0,27,10,1,29,0,0
SN,AS,uttara,1521,20,10,21,5,2,21,0,0,27,12,1,30,0,0
SN,AS,uttara,1522,20,9,21,6,3,21,0,0,24,12,1,32,0,0
SN,AS,uttara,1523,19,9,22,7,3,22,0,0,24,11,0,33,0,0
SN,AS,uttara,1524,18,10,22,8,3,21,0,0,23,12,0,33,0,0
SN,AS,uttara,1525,19,10,22,8,3,20,0,0,22,11,0,35,0,0
SN,AS,uttara,1526,19,10,22,7,3,21,0,0,23,11,0,34,0,0
SN,AS,uttara,1527,18,9,23,7,2,21,0,0,24,11,0,35,0,0
SN,AS,uttara,1528,16,8,23,7,2,22,0,0,26,11,0,35,0,0
SN,AS,uttara,1529,16,8,23,7,2,23,0,0,25,11,0,35,0,0
SN,AS,uttara,1530,17,8,23,7,2,23,0,0,24,12,0,34,0,0
SN,AS,uttara,1531,18,7,23,7,2,21,0,0,24,14,0,34,0,0
SN,AS,uttara,1532,18,6,23,6,2,22,0,0,26,14,0,33,0,0
SN,AS,uttara,1533,18,5,24,6,1,21,0,0,25,16,0,34,0,0
SN,AS,uttara,1534,18,5,24,7,1,19,0,0,24,18,0,34,0,0
SN,AS,uttara,1535,20,4,24,7,1,20,0,0,23,17,0,34,0,0
SN,AS,uttara,1536,21,4,24,7,1,22,0,0,21,16,0,34,0,0
SN,AS,uttara,1537,21,5,24,8,1,21,0,0,21,15,0,34,0,0
SN,AS,uttara,1538,21,6,23,8,2,22,0,0,18,16,0,34,0,0
SN,AS,uttara,1539,21,7,22,7,3,21,0,0,18,17,0,34,0,0
SN,AS,uttara,1540,20,8,22,8,3,20,0,0,18,18,0,33,0,0
SN,AS,uttara,1541,20,8,22,7,3,22,0,0,18,17,0,33,0,0
SN,AS,uttara,1542,19,8,22,6,3,22,0,0,18,16,0,36,0,0
SN,AS,uttara,1543,17,8,22,6,3,23,0,0,18,16,0,37,0,0
SN,AS,uttara,1544,17,9,22,7,3,22,0,0,18,15,0,37,0,0
SN,AS,uttara,1545,16,9,22,7,3,21,0,0,18,17,0,37,0,0
SN,AS,uttara,1546,14,9,22,8,3,22,0,0,20,15,0,37,0,0
SN,AS,uttara,1547,14,10,23,7,2,22,0,0,22,14,0,36,0,0
SN,AS,uttara,1548,14,11,23,7,2,19,0,0,23,15,0,36,0,0
SN,AS,uttara,1549,14,10,23,6,2,19,0,0,25,14,0,37,0,0
SN,AS,uttara,1550,12,11,23,8,2,19,1,0,25,14,0,35,0,0
SN,AS,uttara,1551,11,11,23,8,2,20,1,0,25,14,0,35,0,0
SN,AS,uttara,1552,11,11,23,8,2,20,1,0,24,14,0,36,0,0
SN,AS,uttara,1553,11,12,23,9,2,20,1,0,22,15,0,35,0,0
SN,AS,uttara,1554,12,13,23,9,2,19,1,0,20,15,0,36,0,0
SN,AS,uttara,1555,11,14,23,9,2,19,1,0,20,14,0,37,0,0
SN,AS,uttara,1556,11,14,23,9,2,20,1,0,19,13,0,38,0,0
SN,AS,uttara,1557,10,15,23,10,2,20,1,0,18,13,0,38,0,0
SN,AS,uttara,1558,9,17,23,11,2,20,1,0,18,12,0,37,0,0
SN,AS,uttara,1559,9,17,23,10,2,20,1,0,19,12,0,37,0,0
SN,AS,uttara,1560,7,17,23,11,2,20,1,0,20,12,0,37,0,0
SN,AS,uttara,1561,6,18,23,12,2,18,1,0,21,12,0,37,0,0
SN,AS,uttara,1562,8,18,23,11,2,18,1,0,19,12,0,38,0,0
SN,AS,uttara,1563,9,17,24,12,1,16,1,0,20,11,0,39,0,0
SN,AS,uttara,1564,8,17,25,13,0,16,1,0,20,11,0,39,0,0
SN,AS,uttara,1565,8,17,25,13,0,15,2,0,20,10,0,40,0,0
SN,AS,uttara,1566,8,16,25,14,0,14,2,0,21,10,0,40,0,0
SN,AS,uttara,1567,7,17,25,15,0,14,2,0,21,11,0,38,0,0
SN,AS,uttara,1568,8,17,25,15,0,15,2,0,20,11,0,37,0,0
SN,AS,uttara,1569,8,17,25,15,0,16,2,0,20,11,0,36,0,0
SN,AS,uttara,1570,9,17,25,15,0,18,2,0,19,9,0,36,0,0
SN,AS,uttara,1571,9,17,25,14,0,19,2,0,18,10,0,36,0,0
SN,AS,uttara,1572,11,16,25,14,0,19,2,0,16,11,0,36,0,0
SN,AS,uttara,1573,11,16,25,13,0,20,2,0,16,10,0,37,0,0
SN,AS,uttara,1574,12,17,25,13,0,19,2,0,15,10,0,37,0,0
SN,AS,uttara,1575,13,17,25,11,0,20,1,0,15,11,0,37,0,0
SN,AS,uttara,1576,13,18,25,11,0,19,1,0,15,11,0,37,0,0
SN,AS,uttara,1577,13,19,25,11,0,19,1,0,16,11,0,35,0,0
SN,AS,uttara,1578,14,18,25,11,0,19,1,0,17,10,0,35,0,0
SN,AS,uttara,1579,14,18,25,12,0,18,1,0,18,10,0,34,0,0
SN,AS,uttara,1580,13,17,25,12,0,20,1,0,19,10,0,33,0,0
SN,AS,uttara,1581,12,17,25,13,0,21,1,0,20,9,0,32,0,0
SN,AS,uttara,1582,13,16,25,13,0,21,1,0,20,9,0,32,0,0
SN,AS,uttara,1583,14,14,25,12,0,21,1,0,21,10,0,32,0,0
SN,AS,uttara,1584,14,14,25,12,0,22,1,0,22,8,0,32,0,0
SN,AS,uttara,1585,14,14,25,12,0,21,1,0,22,9,0,32,0,0
SN,AS,uttara,1586,14,12,25,12,0,21,1,0,23,10,0,32,0,0
SN,AS,uttara,1587,12,11,25,12,0,22,1,0,24,11,0,32,0,0
SN,AS,uttara,1588,11,11,25,11,0,22,1,0,25,13,0,31,0,0
SN,AS,uttara,1589,13,10,24,10,1,22,1,0,24,13,0,32,0,0
SN,AS,uttara,1590,14,9,24,9,1,23,0,0,26,13,0,31,0,0
SN,AS,uttara,1591,15,9,24,9,1,23,0,0,25,14,0,30,0,0
SN,AS,uttara,1592,15,8,24,8,1,25,0,0,27,13,0,29,0,0
SN,AS,uttara,1593,14,8,24,8,1,25,0,0,29,12,0,29,0,0
SN,AS,uttara,1594,13,7,24,8,1,27,0,0,29,12,0,29,0,0
SN,AS,uttara,1595,13,7,24,9,1,26,0,0,29,12,0,29,0,0
SN,AS,uttara,1596,14,7,24,9,1,26,0,0,29,11,0,29,0,0
SN,AS,uttara,1597,12,8,24,9,1,27,0,0,28,11,0,30,0,0
SN,AS,uttara,1598,14,8,24,9,1,26,0,0,28,11,0,29,0,0
SN,AS,uttara,1599,13,8,24,9,1,27,0,0,28,12,0,28,0,0
SN,AS,uttara,1600,12,7,24,11,1,27,0,0,28,12,0,28,0,0
SN,AS,uttara,1601,13,5,24,12,1,27,0,0,28,12,0,28,0,0
SN,AS,uttara,1602,13,4,24,12,1,27,0,0,27,12,0,30,0,0
SN,AS,uttara,1603,12,5,24,12,1,27,0,0,26,13,0,30,0,0
SN,AS,uttara,1604,11,4,24,11,1,28,0,0,27,14,0,30,0,0
SN,AS,uttara,1605,11,5,24,11,1,26,0,0,27,14,0,31,0,0
SN,AS,uttara,1606,11,6,24,10,1,25,0,0,27,15,0,31,0,0
SN,AS,uttara,1607,10,6,24,9,1,24,0,0,28,17,0,31,0,0
SN,AS,uttara,1608,10,7,24,9,1,25,0,0,28,15,0,31,0,0
