Text_Type,Book,Chapter,Window,GLG,GG,GGG,LGG,LG,L,GGL,G,GL,LLL,LGL,LLG,LL,GLL
SN,CS,indriya,1,93,7,85,69,1,6,82,23,4,25,73,51,1,31
SN,CS,indriya,2,92,7,85,68,1,6,81,23,4,25,74,51,1,33
SN,CS,indriya,3,92,7,85,68,1,6,81,23,4,25,74,51,1,33
SN,CS,indriya,4,81,7,63,53,1,6,79,24,4,20,70,45,1,28
SN,CS,indriya,5,80,7,63,54,1,6,78,25,3,19,69,45,1,26
SN,CS,indriya,6,77,7,64,54,1,6,80,26,2,17,67,42,1,24
SN,CS,indriya,7,72,7,64,54,1,5,78,27,2,17,66,42,1,22
SN,CS,indriya,8,74,7,61,54,1,5,77,28,1,16,66,41,1,20
SN,CS,indriya,9,76,7,61,51,1,4,76,29,1,15,67,41,1,19
SN,CS,indriya,10,70,7,58,47,1,4,72,30,0,13,69,40,1,17
SN,CS,indriya,11,72,7,58,48,1,4,68,31,0,13,69,39,1,16
SN,CS,indriya,12,68,7,55,40,2,4,67,30,0,12,68,39,1,14
SN,CS,indriya,13,69,7,54,40,2,4,66,31,0,12,67,39,1,13
SN,CS,indriya,14,70,7,55,40,2,4,66,31,0,12,69,39,1,13
SN,CS,indriya,15,72,7,53,40,2,4,65,31,0,12,70,40,1,14
SN,CS,indriya,16,73,6,53,41,2,4,64,32,0,12,70,40,1,15
SN,CS,indriya,17,71,5,50,37,2,4,62,33,0,11,70,39,1,15
SN,CS,indriya,18,70,5,48,37,2,4,58,34,0,10,69,39,1,14
SN,CS,indriya,19,69,5,49,37,2,4,57,35,0,9,70,39,1,14
SN,CS,indriya,20,63,5,46,32,2,3,51,36,0,6,67,33,1,14
SN,CS,indriya,21,64,5,45,32,2,3,51,36,0,6,67,33,1,14
SN,CS,indriya,22,66,4,45,28,2,3,49,37,0,5,68,32,1,13
SN,CS,indriya,23,65,4,43,25,2,2,48,38,0,2,67,29,1,12
SN,CS,indriya,24,66,4,42,24,2,3,44,37,0,2,65,27,1,11
SN,CS,indriya,25,65,4,43,24,2,4,44,36,0,2,66,27,1,13
SN,CS,indriya,26,61,3,44,20,2,4,41,37,0,2,61,26,1,13
SN,CS,indriya,27,59,2,42,18,2,4,38,38,0,2,60,25,1,12
SN,CS,indriya,28,58,2,42,20,2,3,38,39,0,1,59,26,1,12
SN,CS,indriya,29,55,1,42,19,2,3,34,40,0,1,59,26,1,14
SN,CS,indriya,30,54,1,43,21,2,3,34,40,0,1,59,27,1,14
SN,CS,indriya,31,51,1,44,20,2,3,33,41,0,1,60,27,0,14
SN,CS,indriya,32,49,2,45,18,2,3,33,41,0,0,59,27,0,14
SN,CS,indriya,33,49,2,44,19,3,3,31,40,0,0,58,27,0,14
SN,CS,indriya,34,52,2,42,19,3,3,30,40,0,0,59,26,0,14
SN,CS,indriya,35,52,2,42,19,3,3,30,40,0,0,58,27,0,14
SN,CS,indriya,36,52,2,40,20,3,3,31,40,0,0,57,28,0,14
SN,CS,indriya,37,53,2,39,20,3,3,30,40,0,0,57,28,0,15
SN,CS,indriya,38,52,2,38,20,3,3,31,40,0,0,57,28,0,16
SN,CS,indriya,39,52,2,37,20,3,3,30,40,0,0,57,29,0,17
SN,CS,indriya,40,51,2,36,21,3,3,29,40,0,0,57,29,0,19
SN,CS,indriya,41,51,2,36,21,3,4,29,39,0,0,56,29,0,20
SN,CS,indriya,42,50,2,36,21,3,4,28,39,0,0,56,31,0,20
SN,CS,indriya,43,49,2,37,22,3,4,28,39,0,0,55,31,0,20
SN,CS,indriya,44,48,2,36,24,3,4,28,39,0,0,54,31,0,21
SN,CS,indriya,45,48,2,37,24,4,4,29,38,0,0,52,31,0,22
SN,CS,indriya,46,49,2,35,23,4,4,30,38,0,0,52,31,0,23
SN,CS,indriya,47,48,2,35,25,4,4,31,38,0,0,54,31,0,23
